,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ)_x,"Fatty acids, total trans-monoenoic (g)_x",14:0 (g)_x,Energy (kJ)_y,"Fatty acids, total trans-monoenoic (g)_y",14:0 (g)_y,"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
175,"""15107""","Fish, sucker, white, raw",85.0,3.0 oz,0.384,0.686,,,,,,,,,,,1.308,,,,,,,,,,,,0.0,,,,,,,,,43,,,,,,1.02,0.166,,0.056,0.044,,,,,,,,0.625,,,327,,0.041,327,,0.041,,,,,,,,,,0.06,0.161,1.7,0.6,,43,,,,1.24,,,,,,,,,,,,0.058,323.0,,0.504,1.97,0.325,,,,144.0,78.0,,0.16,,35.0,0.481,,10.7,0,0.510,13,0.656,0.283,178.0,,,,,,,0.0,,,,,,,,,0.853,,,,,,0.258,0.419,,,,,,,,,,,,
176,"""15218""","Fish, sunfish, pumpkin seed, cooked, dry heat",37.0,1.0 fillet,0.066,0.117,,,,,,,,,,,0.845,,,,,,,,,,,,0.0,,,,,,,,,6,,,,,,0.541,0.142,,0.013,0.005,,,,,,,,0.403,,,176,,0.006,176,,0.006,,,,,,,,,,0.031,0.017,0.85,0.056,,6,,,,0.52,,,,,,,,,,,,0.007,166.0,,0.325,0.33,0.020,,,,21.0,42.0,,0.103,,32.0,0.311,,6.0,0,0.332,6,0.424,0.047,85.0,,,,,,,0.0,,,,,,,,,0.551,,,,,,0.033,0.271,,,,,,,,,,,,
177,"""15108""","Fish, sunfish, pumpkin seed, raw",48.0,1.0 fillet,0.067,0.118,,,,,,,,,,,0.855,,,,,,,,,,,,0.0,,,,,,,,,7,,,,,,0.576,0.144,,0.013,0.005,,,,,,,,0.408,,,179,,0.006,179,,0.006,,,,,,,,,,0.034,0.018,0.96,0.056,,7,,,,0.53,,,,,,,,,,,,0.007,168.0,,0.329,0.34,0.020,,,,24.0,43.0,,0.104,,32.0,0.314,,6.0,0,0.336,7,0.429,0.048,86.0,,,,,,,0.0,,,,,,,,,0.557,,,,,,0.034,0.274,,,,,,,,,,,,
178,"""15109""","Fish, surimi",28.35,1.0 oz,0.054,0.126,,0.0,0.006,0.341,0.000,,1,,,,0.393,,,,,,,,,,,,,,0,,,,,,,6,,0,,,,0.062,0.009,,0.009,0.002,,,,,,,,0.208,,,117,,0.003,117,,0.003,,,,,,,,,,0.006,0.045,0.45,0.042,0.0,6,0.0,0.009,,0.2,,0.002,,,,,,,,,,0.003,32.0,,0.16,0.26,0.005,,,,19.0,28.0,,0.026,,9.0,0.174,,8.0,0,0.003,1,0.201,0.042,80.0,,,,,,,1.94,,,0.0,,,,,,0.286,,0.000,,,,0.030,0.099,,,,,0.0,,,,,,,
179,"""15111""","Fish, swordfish, cooked, dry heat",85.0,3.0 oz,1.624,1.163,,0.0,0.076,1.631,0.000,0.029,2,,,,1.843,,,0.0,,0.382,0.001,2.996,2.055,0.003,,0.019,,,0,,,,,,,37,,0,,,,7.866,0.039,0.035,0.344,0.029,,0.004,2,0.023,0.004,2,0.023,0.88,,,610,,0.150,610,,0.150,,,,0.01,0.963,5.0,,,,0.054,0.108,1.38,3.012,0.1,37,0.007,0.523,0.009,1.45,0.00,0.048,14.1,0.006,,,,,,,,0.075,424.0,,0.71,6.74,0.239,,,,110.0,146.0,0.076,0.225,,66.0,0.677,0.017,58.2,0,0.011,2,0.925,1.027,258.0,0.0,65.9,0.819,0.0,65.9,0.819,0.0,,,0.0,566,,,,,1.201,,0.000,14.1,1.034,30.0,2.258,0.591,,,,,0.0,,,0.0,0.594,,,
180,"""15110""","Fish, swordfish, raw",85.0,3.0 oz,1.372,0.977,,0.0,0.064,1.368,0.000,0.025,2,0.023,1.72,0.657,1.545,0.107,,0.0,0.017,0.322,0.001,2.513,1.724,0.004,,0.015,,0.014,0,,,,,,,31,,0,,,,6.596,0.033,0.029,0.291,0.024,,0.004,2,0.020,0.004,2,0.020,0.738,0.001,,512,0.027,0.128,512,0.027,0.128,0.013,62.37,0,0.01,0.807,4.0,0.010,0,0.024,0.045,0.092,1.45,2.553,0.1,31,0.006,0.462,0.008,1.22,0.00,0.109,11.8,0.005,,0.192,69.0,0.000,,,,0.064,355.0,,0.595,5.65,0.202,0.012,,,102.0,122.0,0.065,0.189,,56.0,0.568,0.014,48.8,0,0.009,2,0.775,0.867,217.0,0.0,55.2,0.687,0.0,55.2,0.687,0.0,0.002,,0.0,474,1.893,0.04,,0.297,1.007,,0.000,11.8,0.867,25.0,1.909,0.496,,0.005,0.060,0.040,0.0,,,0.0,0.498,,,
181,"""15262""","Fish, tilapia, cooked, dry heat",87.0,1.0 fillet,0.818,0.522,,0.0,0.081,1.775,0.000,,5,0.039,0.69,0.914,2.014,,,0.0,,0.039,0.0,3.410,2.445,0.000,,0.013,,,0,,,,,,,,,0,,,,4.128,0.065,0.000,0.165,0.039,,0.000,5,0.022,0.000,5,0.022,1.006,,,468,,0.074,468,,0.074,,,,0.05,1.061,12.0,,,,0.064,0.004,1.62,0.831,0.8,0,0.0,0.107,,0.99,0.00,,3.2,0.000,,,,,,,,0.248,331.0,22.9,0.829,2.31,0.126,,,,0.0,111.0,,0.231,,50.0,0.757,0.000,47.3,0,0.032,5,1.061,0.574,177.0,0.0,44.6,0.836,0.0,44.6,0.836,0.0,,,0.0,130,,,,,1.383,,0.000,3.2,1.114,30.0,0.666,0.509,0.0,,,,0.0,,,0.0,0.666,,,
182,"""15261""","Fish, tilapia, raw",116.0,1.0 fillet,0.679,0.421,,0.0,0.048,1.859,0.000,,28,0.038,0.46,0.940,2.1,,,0.0,,0.023,0.0,3.727,2.665,0.000,,0.003,,,0,,,,,,,,,0,,,,4.527,0.087,0.000,0.124,0.038,,0.000,28,0.012,0.000,28,0.012,1.102,,,464,,0.061,464,,0.061,,,,0.12,1.21,12.0,,,,0.073,0.006,1.83,0.578,1.6,0,0.0,0.188,,1.08,0.00,,3.6,0.000,,,,,,,,0.183,350.0,25.2,0.878,1.97,0.115,,,,0.0,111.0,,0.244,,58.0,0.789,0.000,48.5,0,0.043,28,1.079,0.492,197.0,0.0,49.3,0.943,0.0,49.3,0.943,0.0,,,0.0,144,,,,,1.481,,0.000,3.6,1.125,31.0,0.440,0.545,0.0,,,,0.0,,,0.0,0.688,,,
183,"""15113""","Fish, tilefish, cooked, dry heat",150.0,0.5 fillet,1.302,1.869,,,,,,,,,,,3.374,,,,,,,,,,,,0.0,,,,,,,,,32,,,,,,5.25,0.078,,0.271,,,,,,,,,1.611,,,922,,0.203,922,,0.203,,,,,,,,,,0.285,0.258,3.75,1.998,,32,,,,2.04,,0.083,,,,,,,,,,0.072,768.0,,1.299,7.04,0.500,,,,104.0,220.0,,0.411,,96.0,1.24,,77.2,0,0.022,26,1.692,0.789,354.0,,,,,,,0.0,,,,,,,,,2.197,,,,,,1.416,1.081,,,,,,,,,,,,
184,"""15112""","Fish, tilefish, raw",85.0,3.0 oz,0.375,0.509,,,,,0.000,,13,,,,1.366,,,,,,,,,,,,0.0,,,,,,,,,15,,,,,,2.465,0.035,,0.07,0.000,,,,,,,,0.652,,,342,,0.062,342,,0.062,,,,,,,,,,0.136,0.072,1.87,0.485,,15,0.0,0.221,,0.97,,0.042,,,,,,,,,,0.031,368.0,,0.526,1.96,0.114,,,,51.0,82.0,,0.167,,42.0,0.502,,31.0,0,0.009,13,0.685,0.242,159.0,,,,,,,0.0,,,,,,,,,0.89,,0.000,,,,0.330,0.438,,,,,,,,,,,,
185,"""15274""","Fish, trout, brook, raw, New York State",149.0,1.0 filet,0.887,1.15,,,,,0.000,0.019,,0.073,,,,,,,,,0.0,,,0.013,,0.019,,,,,,,,,,,,,,,,7.887,0.067,0.013,0.168,0.077,,0.009,,0.036,0.009,,0.036,,,,682,0.016,0.073,682,0.016,0.073,0.012,112.75,,,,,0.009,,0.012,0.15,0.103,4.13,1.214,,,0.009,0.407,0.001,1.97,,0.004,,,,0.289,67.0,0.000,,,,0.319,621.0,,,,,0.009,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.305,,,,,,,,,0.833,,,,0.134,0.028,,,,,,,,
186,"""15219""","Fish, trout, mixed species, cooked, dry heat",62.0,1.0 fillet,0.914,1.192,,,,,,,,,,,1.517,,,,,,,,,,,,0.0,,,,,,,,,12,,,,,,3.577,0.149,,0.118,0.123,,,,,,,,0.724,,,493,,0.147,493,,0.147,,,,,,,,,,0.262,0.161,4.64,2.587,,12,,,,0.93,,0.660,,,,,,,,,,0.139,287.0,,0.584,5.25,0.557,,,,39.0,118.0,,0.185,,46.0,0.557,,10.0,0,0.676,9,0.761,0.648,195.0,,,,,,,0.0,,,,,,,,,0.988,,,,,,1.145,0.486,,,,,,,,,,,,
187,"""15114""","Fish, trout, mixed species, raw",79.0,1.0 fillet,0.908,1.184,,0.0,0.276,1.334,0.000,,10,,,,1.507,,,,,,,,,,,,,,0,,,,,,,13,,0,,,,3.555,0.149,,0.117,0.122,,,,,,,,0.72,,,489,,0.146,489,,0.146,,,,,,,,,,0.261,0.160,6.15,2.571,0.1,13,0.0,0.158,,0.92,,0.656,3.1,,,,,,,,,0.138,285.0,,0.58,5.22,0.554,,,,45.0,117.0,,0.184,,46.0,0.554,,10.0,0,0.672,10,0.756,0.644,194.0,0.0,51.4,0.669,0.0,51.4,0.669,0.0,,,0.0,122,,,,,0.982,,0.000,3.1,0.845,17.0,1.138,0.483,,,,,0.0,,0.4,,,,,
188,"""15241""","Fish, trout, rainbow, farmed, cooked, dry heat",71.0,1.0 fillet,1.172,1.277,,0.0,0.102,1.438,0.000,0.006,9,,,,1.624,,,0.0,,0.188,0.004,2.640,1.811,0.000,,0.033,,,0,,,,,,,71,,0,,,,4.719,0.039,0.011,0.195,0.057,,0.003,9,0.023,0.003,9,0.023,0.775,,,500,,0.154,500,,0.154,,,,0.04,0.849,21.0,,,,0.076,0.184,2.92,1.678,0.1,71,0.004,0.274,0.003,1.02,0.00,0.015,13.5,0.001,,,,,,,,0.417,320.0,,0.626,5.24,0.288,,,,214.0,119.0,0.014,0.198,,50.0,0.596,0.006,20.0,0,0.009,9,0.815,0.787,192.0,0.0,55.1,0.721,0.0,55.1,0.721,0.0,,,0.0,539,,,,,1.059,,0.000,13.5,0.911,21.0,1.164,0.520,,,,,0.0,,2.1,0.01,0.524,0.000,,
189,"""15240""","Fish, trout, rainbow, farmed, raw",79.0,1.0 fillet,1.093,1.191,,0.0,0.095,1.340,0.000,0.006,9,0.047,1.85,0.644,1.514,0.013,,0.0,0.017,0.175,0.004,2.461,1.688,0.000,,0.032,,0.006,0,,,,,,,66,,0,,,,4.398,0.036,0.010,0.181,0.053,,0.003,9,0.021,0.003,9,0.021,0.723,0.006,,465,0.022,0.144,465,0.022,0.144,0.015,58.3,0,0.03,0.792,20.0,0.005,0,0.011,0.071,0.171,3.4,1.563,0.1,66,0.003,0.269,0.002,0.96,0.00,0.014,12.6,0.002,,0.265,40.0,0.000,,,,0.389,298.0,,0.583,4.88,0.269,0.015,,,221.0,111.0,0.013,0.185,,47.0,0.556,0.006,18.6,0,0.009,9,0.76,0.733,179.0,0.0,51.4,0.672,0.0,51.4,0.672,0.0,0.001,,0.0,502,1.068,0.368,,1.317,0.987,,0.000,12.6,0.849,20.0,1.085,0.485,,0.016,0.034,0.037,0.0,,2.3,0.01,0.488,0.000,,
190,"""15116""","Fish, trout, rainbow, wild, cooked, dry heat",143.0,1.0 fillet,2.315,2.618,,,,,,,,,,,3.01,,,,,,,,,,,,0.0,,,,,,,,,21,,,,,,8.251,0.083,,0.379,0.267,,,,,,,,1.437,,,898,,0.292,898,,0.292,,,,,,,,,,0.139,0.669,9.01,2.497,,21,,,,2.29,,,,,,,,,,,,0.412,641.0,,1.16,8.32,0.965,,,,72.0,214.0,,0.368,,99.0,1.107,,18.9,0,0.030,27,1.51,1.313,385.0,,,,,,,0.0,,,,,,,,,1.962,,,,,,1.313,0.965,,,,,,,,,,,,
191,"""15115""","Fish, trout, rainbow, wild, raw",85.0,3.0 oz,0.614,1.051,,,,,0.000,,10,,,,1.599,,,,,,,,,,,,0.0,,,,,,,,,16,,,,,,4.576,0.093,,0.118,0.101,,,,,,,,0.763,,,423,,0.067,423,,0.067,,,,,,,,,,0.089,0.142,3.78,0.96,,16,0.009,0.345,,1.11,,0.117,,,,,,,,,,0.203,409.0,,0.615,2.94,0.173,,,,53.0,101.0,,0.195,,50.0,0.587,,10.7,0,0.134,10,0.802,0.358,230.0,,,,,,,0.0,,,,,,,,,1.041,,0.000,,,,0.522,0.513,,,,,,,,,,,,
192,"""15128""","Fish, tuna salad",85.0,3.0 oz,1.312,3.504,,,,,,,,,,,1.238,,,,,,,,,,,,0.0,,,,,,,,,19,,,,,,5.695,0.123,,0.212,0.282,,,,,,,,0.596,,,665,,0.012,665,,0.012,,,,,,,,,,0.06,0.012,1.02,2.454,,20,,,,1.82,,,,,,,,,,,,3.164,151.0,,0.48,7.87,0.038,,,,82.0,159.0,,0.153,,11.0,0.458,,35.0,0,0.034,7,0.628,1.088,151.0,,,,,,,8.0,,,,,,,,,0.822,,,,,,2.404,0.397,,,,,,,,,,,,
193,"""15118""","Fish, tuna, fresh, bluefin, cooked, dry heat",85.0,3.0 oz,1.37,1.567,,,,,,,,,,,2.335,,,,,,,,,,,,0.0,,,,,,,,,643,,,,,,8.959,0.093,,0.335,,,,,,,,,1.114,,,654,,0.151,654,,0.151,,,,,,,,,,0.26,0.309,9.25,1.745,,643,,,,1.28,,0.258,,,,,,,,,,0.058,275.0,,0.898,5.34,0.177,,,,2142.0,156.0,,0.285,,42.0,0.858,,39.8,0,0.017,2,1.171,0.882,277.0,,,,,,,0.0,,,,,,,,,1.522,,,,,,1.007,0.748,,,,,,,,,,,,
194,"""15117""","Fish, tuna, fresh, bluefin, raw",85.0,3.0 oz,1.068,1.218,,0.0,0.205,1.612,0.000,,2,,,,1.821,,,,,,,,,,,,,,0,,,,,,,557,,0,,,,7.356,0.073,,0.261,0.000,,,,,,,,0.87,,,512,,0.118,512,,0.118,,,,,,,,,,0.213,0.241,8.02,1.36,0.0,557,0.0,0.387,,1.0,,0.201,4.8,,,,,,,,,0.045,214.0,,0.701,4.17,0.138,,,,1856.0,122.0,,0.222,,32.0,0.669,,31.0,0,0.013,2,0.914,0.689,216.0,0.0,55.2,0.809,0.0,55.2,0.809,0.0,,,0.0,193,,,,,1.187,,0.000,4.8,1.022,42.0,0.785,0.584,,,,,0.0,,,,,,,
195,"""15123""","Fish, tuna, fresh, skipjack, raw",85.0,3.0 oz,0.279,0.268,,,,,,,,,,,1.717,,,,,,,,,,,,0.0,,,,,,,,,14,,,,,,13.09,0.073,,0.047,,,,,,,,,0.819,,,366,,0.034,366,,0.034,,,,,,,,,,0.085,0.060,1.61,0.161,,14,,,,1.1,,0.005,,,,,,,,,,0.014,346.0,,0.661,0.86,0.031,,,,44.0,88.0,,0.209,,40.0,0.632,,31.0,0,0.013,8,0.862,0.198,189.0,,,,,,,0.0,,,,,,,,,1.119,,,,,,0.111,0.551,,,,,,,,,,,,
196,"""15127""","Fish, tuna, fresh, yellowfin, raw",28.35,"1.0 oz, boneless",0.049,0.042,,0.0,0.033,0.539,0.000,0.001,1,0.001,0.07,0.259,0.609,0.000,,0.0,0.001,0.002,0.0,0.989,0.679,0.001,,0.0,,0.000,0,,,,,,,5,,0,,,,5.238,0.01,0.001,0.013,0.001,,0.000,1,0.001,0.000,1,0.001,0.291,0.000,,129,0.001,0.003,129,0.001,0.003,0.004,20.99,0,0.0,0.318,1.0,0.000,0,0.001,0.033,0.003,0.59,0.033,0.0,5,0.0,0.265,,0.46,0.00,0.000,0.5,0.000,,0.003,13.0,0.000,,,,0.005,125.0,,0.234,0.14,0.003,0.004,,,17.0,31.0,0.002,0.074,,11.0,0.224,0.001,25.7,0,0.003,1,0.305,0.030,79.0,0.0,18.4,0.270,0.0,18.4,0.270,0.0,,,0.0,20,0.023,0.002,,0.079,0.397,,0.000,0.5,0.341,10.0,0.024,0.195,,0.000,0.004,0.005,0.0,,,0.0,0.196,,,
197,"""15119""","Fish, tuna, light, canned in oil, drained solids",146.0,"1.0 cup, solid or chunks",2.24,4.212,,0.0,0.055,3.457,0.000,,7,,,,3.905,,45.3,0.0,,0.039,,,,,,,,,0,,,,,,,34,,0,,,,18.104,0.104,,0.134,0.108,,,,,,,,1.864,,,1212,,0.039,1212,,0.039,,,,5.78,2.041,19.0,,,,0.175,0.039,3.21,4.306,64.2,34,0.0,0.161,,4.03,1.81,0.000,9.8,,,,,,,,,3.917,302.0,,1.504,11.99,0.121,,,,112.0,289.0,,0.476,,26.0,1.435,,111.0,0,0.022,7,1.959,2.066,454.0,0.0,42.8,1.736,0.0,42.8,1.736,0.0,,,0.0,393,,,,,2.545,,0.000,9.8,2.191,45.0,4.145,1.253,,,,,0.0,,,0.0,1.259,,,
198,"""15183""","Fish, tuna, light, canned in oil, without salt, drained solids",85.0,3.0 oz,1.304,2.452,,,,,,,,,,,2.274,,26.4,,,,,,,,,,0.0,,,,,,,,,,,,,,,10.54,0.06,,0.078,0.063,,,,,,,,1.085,,,706,,0.023,706,,0.023,,,,,,,,,,0.102,0.023,1.87,2.507,,,,,,2.35,,,,,,,,,,,,2.281,176.0,,0.875,6.98,0.071,,,,66.0,168.0,,0.277,,15.0,0.836,,64.6,0,0.013,4,1.141,1.203,264.0,,,,,,,0.0,,,,,,,,,1.482,,,,,,2.413,0.729,,,,,,,,,,,,
199,"""15121""","Fish, tuna, light, canned in water, drained solids (Includes foods for USDA's Food Distribution Program)",28.35,1.0 oz,0.06,0.079,,0.0,0.009,0.429,0.000,0.001,1,0.001,0.09,0.206,0.485,0.000,5.3,0.0,,0.001,0.0,0.788,0.541,0.001,,0.001,,,0,,,,,,,5,,0,,,,2.874,0.014,0.002,0.015,0.001,,0.000,1,0.000,0.000,1,0.000,0.232,0.000,,102,0.000,0.003,102,0.000,0.003,,22.15,0,0.0,0.253,5.0,0.000,0,0.001,0.024,0.008,0.72,0.03,0.1,5,0.0,0.090,0.000,0.27,0.00,,0.3,0.000,,0.004,70.0,0.000,,,,0.004,51.0,0.8,0.187,0.27,0.004,0.0,,,16.0,24.0,0.000,0.059,,10.0,0.178,0.001,20.0,0,0.005,1,0.243,0.036,39.0,0.0,8.3,0.215,0.0,8.3,0.215,0.0,,,0.0,13,0.024,0.004,,0.042,0.316,,0.001,0.3,0.272,7.0,0.024,0.155,0.0,0.000,0.007,0.001,0.0,,,,,,,
200,"""15184""","Fish, tuna, light, canned in water, without salt, drained solids",85.0,3.0 oz,0.199,0.286,,0.0,0.027,1.762,0.000,,3,,,,1.992,,15.8,,,,,,,,,,0.0,,,,,,,,,,,,,,,11.288,0.043,,0.051,0.000,,,,,,,,0.95,,,414,,0.015,414,,0.015,,,,,,,,,,0.063,0.040,2.54,0.135,,,0.0,0.297,,0.66,,0.025,,,,,,,,,,0.008,201.0,,0.767,0.7,0.022,,,,48.0,99.0,,0.243,,26.0,0.732,,68.3,0,0.009,3,0.999,0.133,139.0,,,,,,,0.0,,,,,,,,,1.298,,0.000,,,,0.079,0.638,,,,,,,,,,,,
201,"""15220""","Fish, tuna, skipjack, fresh, cooked, dry heat",85.0,3.0 oz,0.357,0.343,,,,,,,,,,,2.201,,,,,,,,,,,,0.0,,,,,,,,,15,,,,,,15.943,0.093,,0.06,,,,,,,,,1.051,,,469,,0.043,469,,0.043,,,,,,,,,,0.104,0.077,1.86,0.207,,15,,,,1.42,,0.007,,,,,,,,,,0.017,444.0,,0.847,1.1,0.039,,,,51.0,112.0,,0.269,,51.0,0.809,,39.8,0,0.016,8,1.105,0.253,242.0,,,,,,,0.0,,,,,,,,,1.435,,,,,,0.143,0.706,,,,,,,,,,,,
202,"""15124""","Fish, tuna, white, canned in oil, drained solids",85.0,3.0 oz,1.088,2.526,,0.0,0.014,1.833,0.000,,4,,,,2.071,,26.4,0.0,,0.019,,,,,,,,,0,,,,,,,4,,0,,,,9.943,0.111,,0.33,0.173,,,,,,,,0.989,,,661,,0.025,661,,0.025,,,,0.02,1.083,3.0,,,,0.067,0.056,1.87,2.773,5.9,4,0.0,0.365,,1.85,0.02,0.010,,,,,,,,,,2.116,283.0,,0.797,6.87,0.059,,,,14.0,158.0,,0.252,,26.0,0.762,,51.1,0,0.014,4,1.04,0.733,227.0,,,,,,,0.0,,,0.0,,,,,,1.35,,0.000,,,,2.685,0.664,,,,,0.0,,,0.0,0.667,,,
203,"""15185""","Fish, tuna, white, canned in oil, without salt, drained solids",85.0,3.0 oz,1.403,2.873,,,,,,,,,,,2.071,,26.4,,,,,,,,,,0.0,,,,,,,,,,,,,,,9.943,0.111,,,,,,,,,,,0.989,,,661,,,661,,,,,,,,,,,,0.067,,1.87,2.108,,,,,,1.85,,,,,,,,,,,,,,,0.797,6.87,,,,,68.0,158.0,,0.252,,26.0,0.762,,51.1,0,0.014,4,1.04,,227.0,,,,,,,0.0,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,
204,"""15126""","Fish, tuna, white, canned in water, drained solids",85.0,3.0 oz,0.673,0.943,,0.0,0.007,1.632,0.000,,2,,,,1.844,,,0.0,,0.066,,,,,,,,,0,,,,,,,5,,0,,,,4.929,0.033,,0.1,0.060,,,,,,,,0.88,,,456,,0.070,456,,0.070,,,,0.03,0.964,12.0,,,,0.037,0.198,0.99,0.666,2.1,5,0.0,0.184,,1.24,0.02,0.037,1.7,,,,,,,,,0.047,201.0,,0.71,2.52,0.122,,,,17.0,109.0,,0.225,,36.0,0.677,,55.8,0,0.016,2,0.925,0.503,184.0,0.0,24.9,0.819,0.0,24.9,0.819,0.0,,,0.0,68,,,,,1.201,,0.000,1.7,1.034,28.0,0.440,0.591,,,,,0.0,,,0.0,0.594,,,
205,"""15186""","Fish, tuna, white, canned in water, without salt, drained solids",85.0,3.0 oz,0.673,0.943,,,,,,,,,,,1.844,,,,,,,,,,,,0.0,,,,,,,,,5,,,,,,4.929,0.033,,0.1,0.060,,,,,,,,0.88,,,456,,0.070,456,,0.070,,,,,,,,,,0.037,0.198,0.99,0.666,,5,,,,0.54,,0.037,,,,,,,,,,0.047,201.0,,0.71,2.52,0.122,,,,16.0,109.0,,0.225,,36.0,0.677,,55.8,0,0.016,2,0.925,0.503,184.0,,,,,,,0.0,,,,,,,,,1.201,,,,,,0.440,0.591,,,,,,,,,,,,
206,"""15221""","Fish, tuna, yellowfin, fresh, cooked, dry heat",85.0,3.0 oz,0.174,0.149,,0.0,0.114,1.929,0.000,0.002,2,,,,2.18,,,0.0,,0.008,0.002,3.543,2.431,,,0.002,,,0,,,,,,,19,,0,,,,18.759,0.037,0.004,0.046,0.002,,0.001,2,0.003,0.001,2,0.003,1.04,,,462,,0.009,462,,0.009,,,,0.0,1.139,3.0,,,,0.116,0.013,2.0,0.117,0.1,19,0.002,0.882,0.001,1.67,0.00,0.002,1.7,0.001,,,,,,,,0.02,448.0,,0.84,0.5,0.012,,,,55.0,110.0,0.009,0.266,,40.0,0.802,0.002,92.0,0,0.011,2,1.094,0.108,283.0,0.0,66.0,0.969,0.0,66.0,0.969,0.0,,,0.0,70,,,,,1.42,,0.000,1.7,1.222,36.0,0.084,0.699,,,,,0.0,,,0.0,0.703,,,
207,"""15129""","Fish, turbot, european, raw",85.0,3.0 oz,0.637,0.748,,,,,,,,,,,1.253,,,,,,,,,,,,0.0,,,,,,,,,9,,,,,,1.87,0.031,,,,,,,,,,,0.598,,,337,,,337,,,,,,,,,,,,0.068,,1.87,0.518,,9,,,,1.78,,,,,,,,,,,,,,,0.483,2.51,,,,,30.0,81.0,,0.153,,41.0,0.461,,31.0,0,0.014,7,0.629,,110.0,,,,,,,0.0,,,,,,,,,0.816,,,,,,,,,,,,,,,,,,,
208,"""15223""","Fish, whitefish, mixed species, cooked, dry heat",85.0,3.0 oz,0.988,2.342,,,,,,,,,,,1.911,,,,,,,,,,,,0.0,,,,,,,,,33,,,,,,3.269,0.078,,0.216,0.200,,,,,,,,0.912,,,612,,0.119,612,,0.119,,,,,,,,,,0.131,0.345,0.82,2.175,,33,,,,1.22,,0.027,,,,,,,,,,0.297,345.0,,0.735,6.38,0.567,,,,111.0,146.0,,0.233,,65.0,0.702,,13.8,0,0.073,14,0.959,0.653,294.0,,,,,,,0.0,,,,,,,,,1.245,,,,,,1.468,0.613,,,,,,,,,,,,
