,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ)_x,"Fatty acids, total trans-monoenoic (g)_x",14:0 (g)_x,Energy (kJ)_y,"Fatty acids, total trans-monoenoic (g)_y",14:0 (g)_y,"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
0,"""36000""","APPLEBEE'S, 9 oz house sirloin steak",157.0,1.0 serving,5.459,0.835,0.00,0.0,0.079,3.553,0.0,0.014,,0.038,0.58,1.760,3.661,0.000,,0.11,0.371,0.044,0.0,6.787,3.988,0.146,,0.003,,,,,,,,,,11,,,,,,7.698,0.119,0.162,1.452,0.039,0.00,0.152,,0.035,0.152,,0.035,1.973,0.002,0.00,1242,0.408,0.413,1242,0.408,0.413,0.085,97.15,,0.17,1.955,25.0,0.038,,0.063,0.451,0.008,3.14,6.829,,11,0.013,0.903,0.002,3.58,0.03,0.000,,,,0.615,948.0,0.000,0.00,0.020,,0.626,550,,1.845,14.26,0.653,0.085,,0.00,35,297.0,0.000,0.559,,124,1.545,0.011,38.8,,,,2.094,3.324,317.0,,,,,,,0.0,,,,,,0.484,,0.542,2.944,,0.013,,,,5.834,1.532,,0.035,0.088,0.493,,,,0.05,1.017,0.000,0.0,0.058
1,"""36023""","APPLEBEE'S, chicken tenders platter",209.0,1.0 serving,5.954,14.718,0.00,0.75,0.215,3.390,0.0,0.021,,0.0,3.03,1.705,3.085,0.000,,0.36,0.073,1.917,0.0,7.240,3.609,0.019,,0.021,2.1,0.000,150,,,,,,,15,,,0.084,41.01,10,16.4,0.144,0.036,1.868,0.127,0.75,0.002,,0.025,0.002,,0.025,1.333,0.127,0.00,2594,0.073,0.04,2594,0.073,0.04,0.178,90.66,23,16.43,1.793,48.0,0.000,42,0.01,0.382,0.002,0.29,9.165,,19,0.008,1.058,0.109,5.81,7.36,0.000,,,,0.115,1547.0,0.000,0.00,0.008,,14.406,702,,2.034,33.94,0.115,0.178,,0.00,140,621.0,0.000,0.46,35.59,109,1.093,0.102,35.1,,,,2.121,3.72,623.0,,,,,,,37.58,0.000,,2.0,,7.039,14.185,,3.490,2.537,,0.013,,,,7.112,1.488,,0.025,0.098,0.251,,,,0.17,1.093,0.013,0.0,0.044
2,"""36005""","APPLEBEE'S, chicken tenders, from kids' menu",35.0,1.0 piece,0.998,2.763,0.00,0.14,0.035,0.532,0.0,0.007,,0.301,0.45,0.266,0.472,0.000,,0.03,0.013,0.034,0.0,1.170,0.578,0.003,,0.004,0.4,0.000,25,2.9,0.00,0.365,2.9,0.00,0.365,2,,,0.011,6.74,2,2.761,0.025,0.006,0.312,0.321,0.14,0.001,,0.003,0.001,,0.003,0.202,0.020,0.00,433,0.013,0.007,433,0.013,0.007,0.028,15.2,4,2.45,0.277,8.0,0.000,8,0.002,0.062,0.000,0.05,1.249,8.8,4,0.001,0.169,0.018,0.98,0.39,0.000,,,,0.021,267.0,0.000,0.00,0.002,,2.408,118,,0.411,5.65,0.021,0.028,,0.00,25,104.0,0.000,0.071,5.94,18,0.177,0.018,5.9,,,,0.333,0.624,107.0,,,,,,,6.43,0.000,,0.0,,1.178,2.377,,0.548,0.397,,0.002,,,,1.191,0.238,0.1,0.003,0.018,0.041,,,,,,,0.0,0.004
3,"""36019""","APPLEBEE'S, chili",136.0,1.0 cup,5.644,0.876,1.33,3.09,0.05,1.261,0.0,0.007,,0.049,1.56,0.645,1.148,0.000,,0.14,0.641,0.046,0.0,2.815,1.625,0.113,,0.007,1.9,0.000,499,,,,,,,126,,,0.326,17.08,6309,4.838,0.117,0.152,1.78,0.052,1.46,0.133,,0.022,0.133,,0.022,0.547,0.001,0.00,892,0.691,0.419,892,0.691,0.419,0.092,96.98,272,0.11,1.134,46.0,0.050,785,0.065,0.282,0.003,1.71,6.54,,203,0.016,0.437,0.008,2.39,0.00,,,,,0.469,518.0,0.000,0.00,0.010,,0.737,435,,1.163,13.31,0.52,0.091,,0.30,1953,214.0,0.000,0.196,0.58,61,0.462,0.016,17.8,,,,0.756,3.169,141.0,,,,,,,6.22,0.000,,0.0,,5.086,0.558,,0.551,1.05,,0.015,,,,5.728,0.505,,0.022,0.038,0.783,,,,0.0,0.378,,0.0,0.090
4,"""36021""","APPLEBEE'S, coleslaw",76.0,1.0 serving,0.806,2.902,1.70,7.09,0.023,0.026,0.0,,,0.348,0.38,0.013,0.013,0.007,,0.0,0.004,0.032,0.0,0.097,0.052,,,0.003,2.1,0.000,40,0.0,,0.026,0.0,,0.026,2,,,0.000,0.6,4,0.228,0.013,0.005,0.217,0.368,1.92,0.0,,,0.0,,,0.013,0.020,0.00,381,0.004,0.008,381,0.004,0.008,0.024,59.39,2,3.06,0.013,27.0,0.000,521,0.002,0.048,0.000,,1.067,49.5,59,0.003,0.098,0.019,0.6,1.04,0.007,,,,0.007,135.0,0.000,0.00,,,2.529,119,,0.005,5.39,0.007,0.024,,3.47,1143,91.0,0.000,0.005,,2,0.006,0.017,0.3,,,,0.019,0.524,17.0,,,,,,,10.01,0.000,,323.0,,1.015,2.501,,0.156,0.045,,0.004,,,,1.018,0.006,0.0,0.000,0.003,0.028,,,,0.0,0.006,,0.0,0.003
5,"""36022""","APPLEBEE'S, crunchy onion rings",350.0,1.0 serving,12.509,35.893,3.67,15.68,0.374,1.026,0.0,0.011,,4.123,4.45,0.697,0.221,0.004,,0.28,0.126,0.199,0.0,4.728,0.770,0.042,,0.028,10.8,0.004,46,0.0,0.14,0.476,0.0,0.14,0.476,0,,,,16.03,0,2.555,0.304,0.074,3.931,4.382,4.09,0.0,,0.004,0.0,,0.004,0.294,0.259,4.17,5204,0.126,0.077,5204,0.126,0.077,0.36,115.82,4,30.91,0.549,77.0,0.000,7,0.018,0.319,0.000,,15.428,143.8,0,0.011,0.270,0.217,8.92,13.76,0.004,,,,0.130,2916.0,0.000,0.00,,,31.441,472,,2.016,68.64,0.13,0.36,,3.75,14,1246.0,0.000,0.147,113.86,,0.329,0.221,21.0,,,,0.549,7.83,315.0,,,,,,,140.59,0.000,,0.0,,14.924,30.989,,1.417,0.735,,0.018,,,,15.054,0.329,0.0,0.000,0.028,0.487,,,,0.28,0.221,0.032,0.0,0.091
6,"""36001""","APPLEBEE'S, Double Crunch Shrimp",206.0,1.0 serving,6.934,19.945,0.41,2.2,0.185,1.976,0.0,0.006,,2.013,4.06,1.133,1.708,0.000,,0.0,0.082,0.270,0.0,5.521,2.214,0.023,,0.021,5.4,0.000,,0.0,,1.281,0.0,,1.281,4,,,,,,1.854,0.288,0.045,2.396,2.198,0.14,0.0,,,0.0,,,0.921,0.185,1.03,2785,0.087,0.041,2785,0.087,0.041,0.216,82.65,,17.12,1.199,93.0,0.004,,0.012,0.183,0.070,0.89,8.724,59.9,4,0.004,0.113,0.130,5.58,6.90,0.000,,,,0.068,1726.0,0.000,0.00,0.008,,17.52,200,,1.632,38.93,0.072,0.216,,0.62,10,665.0,0.000,0.286,46.97,177,0.855,0.134,54.8,,,,1.084,4.101,558.0,,,,,,,53.48,0.000,,,,,17.261,,0.700,1.842,,0.010,,,,8.359,0.542,0.0,0.000,0.062,0.303,,,,0.0,0.581,0.012,0.0,0.043
7,"""36018""","APPLEBEE'S, fish, hand battered",250.0,1.0 serving,4.032,11.398,0.00,1.27,0.133,2.880,0.0,0.003,,1.205,2.20,1.350,2.993,0.003,,0.28,0.055,0.142,0.0,5.603,3.308,,,0.015,2.2,0.000,250,,,,,,,5,,,0.018,33.08,0,5.725,0.098,0.022,1.202,1.292,1.27,0.0,,,0.0,,,1.08,0.087,0.00,2110,0.058,0.035,2110,0.058,0.035,0.135,147.05,12,9.3,1.665,32.0,0.003,12,0.01,0.233,0.125,3.08,5.035,,8,0.003,0.502,0.072,5.42,3.80,0.003,,,,0.062,1518.0,0.000,0.00,0.013,,9.64,602,,1.732,22.85,0.065,0.133,,0.00,55,505.0,0.003,0.36,39.50,85,1.035,0.072,44.5,,,,1.732,2.557,585.0,,,,,,,41.62,0.000,,2.0,,4.755,9.485,,1.000,2.115,,0.018,,,,4.81,0.833,,0.000,0.033,0.193,,,,0.12,1.035,0.015,0.0,0.025
8,"""36002""","APPLEBEE'S, french fries",164.0,1.0 serving,3.826,9.515,0.00,0.0,0.169,,0.0,0.003,,1.194,1.53,,,,,0.0,0.043,0.112,0.0,,,0.011,,0.008,6.4,0.000,,0.0,0.11,,0.0,0.11,,0,,,,,,3.575,0.179,0.021,1.109,1.264,0.00,0.0,,,0.0,,,,,,1989,0.043,0.034,1989,0.043,0.034,0.093,67.72,,9.07,,31.0,0.000,,0.007,0.095,0.002,,5.428,54.8,0,0.007,0.336,0.061,4.46,3.66,0.003,,,,0.033,1014.0,0.000,0.00,,,8.23,882,,,,,0.093,,0.00,0,476.0,,,,,,,,,,,,,,,,,,,,64.78,0.000,,,,,8.116,11,0.812,,,,,,,5.269,,0.2,0.000,0.01,0.136,,,,0.23,,0.008,0.0,0.018
9,"""36003""","APPLEBEE'S, KRAFT, Macaroni  &  Cheese, from kid's menu",124.0,1.0 cup,1.627,1.18,0.00,4.59,0.128,0.587,0.033,0.000,,0.272,0.64,0.339,0.234,0.001,,0.17,0.057,0.048,0.0,1.980,0.430,0.006,,0.004,1.6,0.000,118,,,,,,,22,,,,6.21,0,1.203,0.076,0.016,0.353,0.283,0.00,0.02,,0.001,0.02,,0.001,0.182,0.011,0.00,744,0.066,0.19,744,0.066,0.19,0.022,84.67,0,1.28,0.182,98.0,0.009,5,0.024,0.351,0.000,0.30,2.419,,22,0.058,0.081,0.012,1.6,0.02,0.001,,,,0.036,357.0,0.043,0.05,0.000,,0.885,202,,1.003,5.38,0.045,0.022,,0.00,83,177.0,0.000,0.078,18.31,9,0.208,0.024,28.6,,,,0.339,0.787,129.0,,,,,,,26.14,0.000,,0.0,,2.242,0.851,,0.682,0.26,,0.053,,,,2.299,0.169,,0.001,0.009,0.088,,,,0.41,0.143,0.021,4.54,0.012
10,"""36004""","APPLEBEE'S, mozzarella sticks",32.0,1.0 piece,2.154,1.466,0.00,0.9,0.023,0.520,0.05,0.001,,0.162,0.23,0.281,0.384,0.000,,0.04,0.073,0.022,0.0,1.237,0.365,0.007,,0.002,0.7,0.000,14,0.7,0.00,0.168,0.7,0.00,0.168,35,,,,4.76,0,0.211,0.019,0.02,0.452,0.172,0.25,0.028,,0.004,0.028,,0.004,0.136,0.010,0.19,423,0.083,0.277,423,0.083,0.277,0.033,13.01,1,1.11,0.119,102.0,0.010,12,0.029,0.083,0.001,0.32,1.349,7.1,36,0.084,0.021,0.010,1.03,0.49,0.000,,,,0.043,268.0,0.063,0.09,0.002,,1.276,34,,0.649,5.88,0.053,0.033,,0.04,138,101.0,0.000,0.065,5.90,11,0.21,0.013,5.6,,,,0.275,1.041,98.0,,,,,,,7.32,0.000,,0.0,,1.166,1.225,,0.131,0.21,,0.075,,,,1.239,0.162,0.0,0.004,0.007,0.116,,,,0.02,0.145,0.033,0.33,0.019
11,"""36053""","CARRABBA'S ITALIAN GRILL, cheese ravioli with marinara sauce",365.0,1.0 serving varied from 8 to 10 ravioli per serving,10.282,1.715,3.87,15.15,0.193,2.862,0.259,0.000,,0.164,1.79,1.500,2.183,0.000,,0.36,0.358,0.047,0.0,8.081,2.431,0.036,,0.004,5.1,0.022,358,,,,,,,146,,,0.000,29.05,8764,3.296,0.329,0.106,1.705,0.164,4.31,0.142,,0.040,0.142,,0.040,1.215,,0.00,2387,0.416,1.537,2387,0.416,1.537,0.102,243.82,0,0.4,0.785,493.0,0.058,796,0.168,0.621,0.004,1.46,7.023,,212,0.478,0.329,0.018,5.95,0.00,,,,,0.256,1354.0,0.321,0.00,0.015,,1.449,712,,5.829,21.9,0.314,0.102,,0.00,1810,569.0,0.000,0.427,41.35,110,0.964,0.044,80.3,,,,1.394,4.979,460.0,,,,,,,64.31,0.000,,0.0,,6.128,1.252,,1.679,1.179,,0.478,,,,6.486,0.679,,0.018,0.044,0.515,,,,0.0,0.679,0.179,6.97,0.095
12,"""36057""","CARRABBA'S ITALIAN GRILL, chicken parmesan without cavatappi pasta",339.0,1.0 serving,11.923,4.871,3.12,9.8,0.349,5.343,0.186,0.031,,0.424,6.41,4.231,5.312,0.003,,0.0,0.332,0.119,0.0,11.482,5.631,0.044,,0.02,3.1,0.007,383,,,,,,,142,,,0.169,64.41,6773,21.855,0.268,0.102,2.227,0.434,3.76,0.132,,0.047,0.132,,0.047,2.705,0.014,1.97,2919,0.373,1.271,2919,0.373,1.271,0.105,202.99,0,3.49,2.448,481.0,0.044,437,0.132,0.756,0.007,1.56,15.811,,180,0.38,0.770,0.047,8.03,0.58,0.003,,,,0.590,1583.0,0.244,0.34,0.017,,4.166,1081,,5.851,37.12,0.634,0.105,,0.00,1207,698.0,0.003,0.827,15.49,227,2.193,0.095,85.8,,,,2.926,6.777,797.0,,,,,,,26.44,0.000,,0.0,,14.543,3.993,,4.746,3.753,,0.312,,,,14.875,1.973,,0.041,0.136,0.478,,,,0.0,1.654,0.122,0.61,0.068
13,"""36043""","CARRABBA'S ITALIAN GRILL, lasagne",437.0,1.0 serving,19.079,3.129,5.46,12.1,0.524,3.645,0.319,0.017,,0.21,4.24,2.150,3.562,0.004,,0.26,0.957,0.127,0.0,9.190,3.229,0.122,,0.035,5.7,0.022,393,,,,,,,354,,,0.219,45.8,12489,7.678,0.319,0.258,4.086,0.219,5.86,0.262,,0.066,0.262,,0.066,1.573,0.004,0.00,3492,1.066,2.39,3492,1.066,2.39,0.192,278.46,0,0.31,1.446,808.0,0.109,1049,0.267,0.874,0.004,3.36,15.631,,446,0.655,,0.031,10.4,0.00,0.004,,,,0.621,2290.0,0.376,0.79,0.017,,2.67,1162,,5.091,48.33,0.73,0.188,,0.00,2993,835.0,0.000,0.621,32.47,135,1.613,0.079,91.3,,,,1.779,9.859,769.0,,,,,,,54.01,0.000,,83.0,,13.433,2.342,,2.054,2.111,,0.551,,,,14.386,1.202,,0.044,0.101,1.254,,,,0.35,1.075,0.210,0.0,0.140
14,"""36632""","CARRABBA'S ITALIAN GRILL, spaghetti with meat sauce",537.0,1.0 serving,5.907,2.653,5.21,10.53,0.483,1.901,0.027,0.016,,0.166,3.65,1.310,1.24,0.005,,0.81,0.306,0.081,0.0,7.733,2.293,0.043,,0.032,8.1,0.038,601,0.0,,1.525,0.0,,1.525,0,,,0.000,31.52,13199,8.576,0.473,0.075,1.525,0.172,5.32,0.038,,0.054,0.038,,0.054,0.983,,0.00,2733,0.322,0.354,2733,0.322,0.354,0.043,393.73,21,0.43,1.181,81.0,0.021,838,0.048,0.805,0.000,1.13,9.295,17.7,75,0.07,0.650,0.016,6.34,0.00,0.005,,,,0.263,1450.0,0.043,0.00,0.005,,2.314,1004,3175.8,2.427,21.05,0.279,0.043,,0.00,1461,655.0,0.000,0.263,61.76,48,0.757,0.048,51.0,,,,0.983,3.619,311.0,,,,,,,84.36,0.000,,54.0,,8.544,2.239,,1.504,1.439,,0.059,,,,8.85,0.720,0.0,0.016,0.054,0.365,,,,0.38,0.526,0.016,0.0,0.038
15,"""36048""","CARRABBA'S ITALIAN GRILL, spaghetti with pomodoro sauce",489.0,1.0 serving,1.760,1.834,4.60,9.14,0.377,0.998,0.0,,,0.156,4.11,0.733,0.367,0.000,,0.98,,0.039,0.0,5.555,1.046,0.010,,0.0,8.3,0.020,670,0.0,0.05,0.523,0.0,0.05,0.523,,,,0.000,16.72,9604,5.785,0.347,0.01,0.333,0.161,4.55,0.0,,0.020,0.0,,0.020,0.469,0.005,0.00,2127,0.039,0.034,2127,0.039,0.034,0.005,367.97,15,0.54,0.469,83.0,0.000,538,0.01,0.636,0.005,,4.533,21.5,44,0.005,0.421,0.015,4.69,0.00,,,,,0.073,1066.0,0.000,0.00,,,1.643,699,2321.3,1.677,8.56,0.073,0.005,,0.00,914,509.0,0.000,0.21,61.61,0,0.367,0.029,33.7,,,,0.523,1.306,210.0,,,,,,,91.1,0.000,,0.0,,4.372,1.633,,0.831,0.733,,0.005,,,,4.411,0.313,0.0,,0.0,0.044,,,,0.0,0.264,,0.0,0.005
16,"""36024""","CRACKER BARREL, chicken tenderloin platter, fried",175.0,1.0 serving,4.835,13.809,0.00,0.16,0.17,2.520,0.0,0.019,12,1.445,2.12,1.207,3.938,0.000,,0.16,0.054,0.081,0.0,5.338,2.205,0.014,,0.018,1.2,0.002,86,,,,,,,4,,,,31.61,0,11.783,0.116,0.026,1.612,1.565,0.00,0.002,,0.016,0.002,,0.016,1.05,0.119,0.00,2144,0.054,0.035,2144,0.054,0.035,0.161,75.46,2,12.2,1.400,21.0,0.000,5,0.007,0.233,0.002,0.19,5.808,,4,0.005,0.852,0.089,5.36,4.32,0.000,,,,0.066,1530.0,0.004,0.00,0.007,,12.122,558,,1.855,27.09,0.066,0.161,,0.16,19,513.0,0.000,0.333,34.35,70,0.875,0.086,28.5,,,,1.347,2.917,469.0,,,,,,,35.51,0.000,,0.0,,5.593,11.928,,2.459,2.17,,0.011,,,,5.647,1.207,,0.016,0.056,0.215,,,,0.1,0.840,0.011,0.0,0.033
17,"""36604""","CRACKER BARREL, chicken tenderloin platter, fried, from kid's menu",103.0,1.0 serving,2.915,8.386,0.00,0.2,0.096,1.601,0.0,0.011,7,0.877,1.31,0.763,2.406,0.002,,0.11,0.032,0.048,0.0,3.392,1.378,0.009,,0.011,1.0,0.001,50,6.1,0.00,0.996,6.1,0.00,0.996,2,,,0.031,19.23,0,7.22,0.071,0.015,0.977,0.948,0.00,0.001,,0.012,0.001,,0.012,0.551,0.071,0.10,1268,0.032,0.018,1268,0.032,0.018,0.098,43.89,1,7.26,0.901,12.0,0.000,2,0.005,0.141,0.001,0.13,3.529,34.3,2,0.002,0.457,0.055,3.17,2.59,0.002,,,,0.039,897.0,0.000,0.00,0.003,,7.358,340,,1.188,15.87,0.039,0.098,,0.09,10,303.0,0.000,0.212,21.35,43,0.551,0.053,15.7,,,,0.848,1.759,283.0,,,,,,,20.85,0.000,,0.0,,3.398,7.239,,1.432,1.388,,0.003,,,,3.43,0.785,0.0,0.010,0.038,0.13,,,,0.06,0.541,0.006,0.0,0.022
18,"""36025""","CRACKER BARREL, coleslaw",167.0,1.0 serving,3.405,12.455,7.00,18.49,0.05,0.067,0.0,,,1.388,1.62,0.050,0.1,0.002,,0.0,0.010,0.099,0.0,0.167,0.117,0.010,,0.012,2.7,0.002,117,0.0,,0.067,0.0,,0.067,8,,,,1.49,0,0.468,0.032,0.022,0.935,1.498,8.62,0.0,,0.002,0.0,,0.002,0.033,0.110,0.00,1219,0.013,0.018,1219,0.013,0.018,0.129,120.54,2,12.06,0.050,57.0,0.000,625,0.005,0.087,0.000,,4.596,147.1,72,0.003,0.209,0.073,1.17,3.71,0.003,,,,0.028,184.0,0.000,0.00,,,10.922,271,,0.117,22.08,0.028,0.127,,2.89,1298,292.0,0.000,0.017,0.00,18,0.033,0.072,3.7,,,,0.05,2.244,40.0,,,,,,,21.73,0.002,,272.0,,4.444,10.77,,0.426,0.134,,0.005,,,,4.456,0.033,0.0,0.000,0.02,0.142,,,,0.07,0.017,0.000,0.0,0.025
19,"""36605""","CRACKER BARREL, country fried shrimp platter",149.0,1.0 serving,4.565,12.693,,,,,0.0,,,1.368,2.80,0.803,1.088,0.000,,0.0,0.115,0.101,0.0,3.798,1.576,0.015,,0.016,0.4,0.003,,,,,,,,1,,,,,,1.296,0.159,0.034,1.646,1.421,,0.0,,0.003,0.0,,0.003,0.599,0.054,,1789,0.118,0.034,1789,0.118,0.034,0.049,68.66,,12.65,0.803,64.0,0.003,,0.009,0.127,0.080,1.03,5.643,,1,0.003,0.098,0.080,4.66,4.89,0.000,,,,0.040,1564.0,0.000,,,,11.06,128,,1.024,24.99,0.043,0.049,,,7,428.0,0.000,0.221,29.80,133,0.504,0.085,,,,,0.772,2.624,313.0,,,,,,,31.89,0.000,,,,,10.987,,,1.198,,0.010,,,,5.483,0.347,,0.000,0.028,0.167,,,,0.0,0.441,0.009,,
20,"""36606""","CRACKER BARREL, farm raised catfish platter",178.0,1.0 serving,5.783,13.549,,,,,,,,1.209,,1.691,3.916,0.011,,,,,0.0,6.426,4.201,0.000,,0.059,2.8,0.005,,0.0,,2.421,0.0,,2.421,0,,,,,,5.447,0.085,0.032,1.785,1.232,,0.002,,0.087,0.002,,0.087,1.869,0.023,,1985,0.160,0.087,1985,0.160,0.087,0.182,93.13,,,,,0.005,,0.011,0.16,0.020,5.52,8.147,44.0,0,0.021,0.324,0.085,4.24,,0.011,,,,0.144,737.0,,,,,11.858,773,,1.62,30.35,0.15,0.182,,,0,473.0,0.007,0.445,,119,1.299,0.091,0.0,,,,1.958,3.608,837.0,,,,,,,9.45,0.000,,,,,11.627,,1.086,2.599,,0.009,,,,7.75,0.908,0.0,0.082,0.109,0.344,,,,,,,,
21,"""36608""","CRACKER BARREL, grilled sirloin steak",151.0,1.0 steak,4.598,1.12,,,,,0.0,0.014,,0.053,0.69,2.078,4.681,0.000,,0.0,0.551,0.039,0.0,7.742,4.744,0.097,,0.008,,,,5.3,0.00,2.904,5.3,0.00,2.904,11,,,,,,9.669,0.169,0.14,1.504,0.056,,0.066,,0.038,0.066,,0.038,2.3,0.003,,1280,0.586,0.279,1280,0.586,0.279,0.056,89.69,,0.23,2.268,11.0,0.035,,0.05,0.528,0.014,4.53,5.142,1.5,11,0.009,1.043,0.011,2.48,0.05,0.000,,,,0.311,272.0,0.000,,,,0.84,616,,2.031,12.87,0.346,0.056,,,35,307.0,0.000,0.619,,131,1.729,0.012,48.0,,,,2.443,2.575,376.0,,,,,,,0.0,,,,,,0.734,,1.163,3.379,,0.012,,,,4.593,1.841,1.4,0.038,0.116,0.643,,,,0.0,1.253,,,
22,"""36040""","CRACKER BARREL, macaroni n' cheese",175.0,1.0 serving,7.311,6.897,0.00,4.95,0.17,1.155,0.156,0.007,,0.742,1.28,0.665,1.032,0.000,,0.3,0.235,0.089,0.0,3.237,0.665,0.025,,0.007,1.9,0.000,82,,,,,,,103,,,,11.36,0,1.242,0.107,0.07,1.428,0.784,0.00,0.091,,0.016,0.091,,0.016,0.315,0.042,0.23,1421,0.270,0.914,1421,0.270,0.914,0.119,112.93,0,7.37,0.333,254.0,0.033,33,0.098,0.432,0.004,0.33,4.923,,107,0.278,0.105,0.051,2.83,2.43,0.000,,,,0.128,656.0,0.196,0.00,0.007,,6.043,222,,1.47,20.56,0.161,0.119,,0.00,402,340.0,0.000,0.123,21.30,32,0.455,0.052,29.6,,,,0.542,3.713,354.0,,,,,,,27.32,0.000,,0.0,,4.321,5.861,,0.823,0.507,,0.240,,,,4.557,0.385,,0.016,0.026,0.389,,,,0.04,0.298,0.098,4.73,0.061
23,"""36609""","CRACKER BARREL, macaroni n' cheese plate, from kid's menu",257.0,1.0 serving,10.786,10.087,0.00,7.27,0.239,1.778,0.231,0.010,80,1.103,1.93,1.013,1.506,0.000,,0.41,0.357,0.126,0.0,5.065,1.067,0.036,,0.013,1.8,0.000,95,2.8,0.00,0.547,2.8,0.00,0.547,167,,,,16.6,0,1.74,0.154,0.1,2.125,1.164,0.00,0.136,,0.018,0.136,,0.018,0.465,0.059,0.33,2061,0.406,1.336,2061,0.406,1.336,0.175,166.54,3,11.13,0.493,375.0,0.051,57,0.144,0.625,0.003,0.39,7.258,25.4,172,0.411,0.139,0.072,4.21,3.68,0.000,,,,0.188,961.0,0.293,0.00,0.010,,8.836,321,,2.107,29.58,0.239,0.175,,0.00,653,493.0,0.000,0.218,30.07,41,0.684,0.075,41.6,,,,0.848,5.466,519.0,,,,,,,40.04,0.000,,0.0,,6.366,8.571,,1.157,0.766,,0.357,,,,6.723,0.576,16.4,0.018,0.033,0.583,,,,0.03,0.465,0.144,6.94,0.093
