,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)_x",20:3 n-3 (g)_x,Lutein + zeaxanthin (µg)_x,"Fiber, total dietary (g)_y",20:3 n-3 (g)_y,Lutein + zeaxanthin (µg)_y,"Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g),"Folate, DFE (µg)",20:3 undifferentiated (g),20:4 n-6 (g),"Vitamin E, added (mg)",22:6 n-3 (DHA) (g),Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
395,"""17109""","Veal, loin, separable lean only, cooked, roasted",85.0,3.0 oz,2.193,0.484,,0.0,0.051,1.781,0.000,,14,,,,1.844,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,8.041,0.099,,0.74,0.034,,,,,,,,0.977,,,622,,0.178,,,,,,,,,,,,,0.255,0.000,1.11,2.117,4.7,0,0.017,0.315,,1.22,,0.000,0.0,,,,,,,,,0.357,289,11.7,0.934,5.9,0.230,,,,0.0,149.0,,0.226,,90,0.713,,9.9,0,0.025,14,1.102,1.181,189,0.0,89.5,0.839,0.0,89.5,0.839,0.0,,,0.0,,,,,,1.316,,0.000,0.0,1.237,22.0,1.836,0.812,0.0,,,,0.0,,,,,,,
396,"""17107""","Veal, loin, separable lean only, raw",113.0,4.0 oz,1.267,0.218,,0.0,0.097,1.965,0.000,,3,,,,2.035,,,,,,,,,0.029,,0.000,,,0,,,0,,,0,,,0,0.124,24.69,0.0,8.193,0.099,0.037,0.442,0.005,,0.016,3,,,,,1.079,,,537,0.128,0.072,,,,,,,0.05,1.269,12.0,,,,0.35,0.001,2.99,1.529,1.2,0,0.002,0.772,,1.18,0.00,,1.4,0.007,,0.097,112.0,0.000,,,,0.176,294,26.4,1.032,3.28,0.097,,,,0.0,129.0,,0.25,,62,0.788,0.001,20.3,0,0.016,3,1.216,0.702,268,0.0,124.9,0.925,0.0,124.9,0.925,0.0,,,0.0,54,1.258,0.166,,0.780,1.452,,0.002,1.4,1.365,53.0,1.387,0.896,,,,,0.0,,,,,,,
397,"""17111""","Veal, rib, separable lean and fat, cooked, braised",85.0,3.0 oz,4.207,0.799,,0.0,0.043,2.194,0.000,,14,,,,2.272,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,6.375,0.112,,1.403,0.068,,,,,,,,1.204,,,892,,0.374,,,,,,,,,,,,,0.246,0.000,1.23,3.953,6.0,0,0.025,0.272,,1.43,,0.000,0.0,,,,,,,,,0.603,260,14.1,1.151,10.65,0.442,,,,0.0,213.0,,0.279,,118,0.879,,11.8,0,0.032,14,1.357,2.244,178,0.0,107.4,1.034,0.0,107.4,1.034,0.0,,,0.0,,,,,,1.622,,0.009,0.0,1.524,21.0,3.417,1.000,0.0,,,,0.0,,,,,,,
398,"""17112""","Veal, rib, separable lean and fat, cooked, roasted",85.0,3.0 oz,4.599,0.807,,,,,,,,,,,1.678,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,5.933,0.084,,1.513,0.076,,,,,,,,0.89,,,811,,0.451,,,,,,,,,,,,,0.23,,1.24,4.624,,0,0.034,0.212,,0.89,,,,,,,,,,,,0.637,251,,0.85,11.87,0.501,,,,0.0,194.0,,0.207,,94,0.649,,8.9,0,0.025,11,1.003,2.474,167,,,,,,,0.0,,,,,,,,,1.198,,0.009,,,,4.021,0.740,,,,,,,,,,,,
399,"""17110""","Veal, rib, separable lean and fat, raw",28.35,1.0 oz,1.052,0.179,,,,,0.000,,3,,,,0.441,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.894,0.029,,0.349,0.017,,,,,,,,0.234,,,192,,0.099,,,,,,,,,,,,,0.065,0.000,0.37,0.972,,0,0.006,0.119,,0.27,,0.000,,,,,,,,,,0.136,82,,0.223,2.55,0.111,,,,0.0,46.0,,0.054,,23,0.17,,2.3,0,0.008,3,0.263,0.556,52,,,,,,,0.0,,,,,,,,,0.314,,0.003,,,,0.836,0.194,,,,,,,,,,,,
400,"""17114""","Veal, rib, separable lean only, cooked, braised",85.0,3.0 oz,2.176,0.629,,0.0,0.051,2.330,0.000,,14,,,,2.412,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,6.724,0.119,,0.748,0.025,,,,,,,,1.278,,,775,,0.136,,,,,,,,,,,,,0.264,0.000,1.30,2.227,6.0,0,0.009,0.289,,1.5,,0.000,0.0,,,,,,,,,0.459,270,14.9,1.222,6.64,0.230,,,,0.0,185.0,,0.297,,122,0.933,,12.4,0,0.034,14,1.442,1.216,185,0.0,113.6,1.097,0.0,113.6,1.097,0.0,,,0.0,,,,,,1.721,,0.000,0.0,1.618,22.0,1.964,1.062,0.0,,,,0.0,,,,,,,
401,"""17115""","Veal, rib, separable lean only, cooked, roasted",85.0,3.0 oz,1.768,0.57,,,,,,,,,,,1.804,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,6.375,0.090,,0.603,0.025,,,,,,,,0.956,,,630,,0.119,,,,,,,,,,,,,0.246,,1.34,2.261,,0,0.009,0.230,,0.92,,,,,,,,,,,,0.433,264,,0.914,6.32,0.204,,,,0.0,150.0,,0.222,,98,0.698,,9.4,0,0.027,12,1.078,1.028,176,,,,,,,0.0,,,,,,,,,1.288,,0.000,,,,2.031,0.795,,,,,,,,,,,,
402,"""17113""","Veal, rib, separable lean only, raw",28.35,1.0 oz,0.332,0.113,,,,,,,,,,,0.467,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.999,0.031,,0.116,0.003,,,,,,,,0.247,,,142,,0.017,,,,,,,,,,,,,0.068,,0.39,0.354,,0,0.000,0.125,,0.29,,,,,,,,,,,,0.082,87,,0.236,1.1,0.037,,,,0.0,34.0,,0.057,,24,0.181,,2.4,0,0.008,4,0.279,0.190,55,,,,,,,0.0,,,,,,,,,0.333,,0.000,,,,0.315,0.206,,,,,,,,,,,,
403,"""17434""","Veal, seam fat only, cooked",85.0,3.0 oz,13.869,2.526,,0.0,0.040,0.755,,,0,,,,0.781,,,,,,,,,0.346,,0.000,,,0,,,0,,,0,,,0,0.048,9.49,0.0,2.414,0.069,0.388,4.592,0.066,,0.189,0,,,,,0.414,,,1794,1.420,0.796,,,,,,,0.1,0.487,37.0,,,,0.136,0.000,1.38,17.501,2.0,0,0.006,0.173,,0.48,0.04,0.000,3.8,0.071,,1.182,74.0,0.000,,,,2.001,132,13.1,0.396,42.64,1.182,,,,0.0,429.0,,0.096,,70,0.303,0.017,8.2,,0.029,0,0.467,7.973,129,0.0,45.7,0.355,0.0,45.7,0.355,1.79,,,0.0,154,14.363,1.911,,0.374,0.558,,0.027,3.8,0.524,20.0,15.783,0.344,,,,,0.0,,,,,,,
404,"""17433""","Veal, seam fat only, raw",113.0,4.0 oz,16.086,1.574,,0.0,0.046,1.127,,,0,,,,1.167,,,,,,,,,0.457,,0.005,,,0,,,0,,,0,,,0,0.067,14.16,0.0,4.305,0.063,0.475,4.576,0.046,,0.452,0,,,,,0.618,,,2098,1.959,1.198,,,,,,,0.2,0.728,34.0,,,,0.169,0.000,1.76,23.817,2.8,0,0.032,0.257,,0.75,0.00,,4.0,0.014,,1.919,101.0,0.000,,,,1.479,202,13.2,0.591,49.44,1.919,,,,0.0,502.0,,0.144,,94,0.452,0.018,9.0,,0.016,0,0.697,9.759,170,0.0,50.7,0.530,0.0,50.7,0.530,0.0,,,0.0,160,18.935,1.18,,0.407,0.833,,0.014,4.0,0.783,26.0,20.895,0.514,,,,,0.0,,,,,,,
405,"""17277""","Veal, shank (fore and hind), separable lean and fat, cooked, braised",85.0,3.0 oz,1.766,0.46,,,,,,,,,,,2.209,,,,,,,,,,,,,,,,,,,,,,,,,,,8.036,0.094,,0.541,0.025,,,,,,,,1.17,,,679,,0.201,,,,,,,,,,,,,0.251,,1.37,1.988,,,0.020,0.225,,0.95,,,,,,,,,,,,0.353,259,,1.119,5.27,0.198,,,,,,,0.27,,105,0.853,,13.0,0,0.013,14,1.321,0.954,191,,,,,,,0.0,,,,,,,,,1.578,,0.003,,,,1.72,0.973,,,,,,,,,,,,
406,"""17276""","Veal, shank (fore and hind), separable lean and fat, raw",28.35,1.0 oz,0.301,0.103,,,,,,,,,,,0.447,,,,,,,,,,,,,,,,,,,,,,,,,,,2.114,0.021,,0.092,0.004,,,,,,,,0.237,,,134,,0.034,,,,,,,,,,,,,0.076,,0.39,0.356,,,0.004,0.124,,0.29,,,,,,,,,,,,0.076,89,,0.227,0.99,0.035,,,,,,,0.055,,21,0.173,,2.2,0,0.003,4,0.267,0.165,54,,,,,,,0.0,,,,,,,,,0.32,,0.000,,,,0.309,0.197,,,,,,,,,,,,
407,"""17279""","Veal, shank (fore and hind), separable lean only, cooked, braised",85.0,3.0 oz,0.969,0.389,,,,,,,,,,,2.257,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,8.211,0.096,,0.282,0.01,,,,,,,,1.196,,,630,,0.111,,,,,,,,,,,,,0.255,,1.39,1.314,,0,0.014,0.230,,0.96,,,,,,,,,,,,0.294,263,,1.143,3.68,0.115,,,,0.0,150.0,,0.276,,107,0.872,,11.6,0,0.013,14,1.35,0.547,194,,,,,,,0.0,,,,,,,,,1.612,,,,,,1.151,0.994,,,,,,,,,,,,
408,"""17278""","Veal, shank (fore and hind), separable lean only, raw",28.35,1.0 oz,0.209,0.095,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,2.155,0.021,,0.062,0.002,,,,,,,,0.239,,,128,,0.024,,,,,,,,,,,,,0.077,,0.39,0.278,,,0.003,0.125,,0.3,,,,,,,,,,,,0.069,90,,0.228,0.8,0.025,,,,,,,0.055,,21,0.174,,2.3,0,0.003,4,0.269,0.118,54,,,,,,,0.0,,,,,,,,,0.322,,,,,,0.243,0.198,,,,,,,,,,,,
409,"""17435""","Veal, shank, separable lean and fat, raw",113.0,4.0 oz,1.329,0.175,,0.0,0.093,1.735,0.000,,3,,,,1.796,,,,,,,,,0.034,,0.000,,,0,,,0,,,0,,,0,0.11,21.79,0.0,5.937,0.113,0.040,0.425,0.005,,0.026,3,,,,,0.951,,,505,,0.088,,,,,,,0.01,1.120,14.0,,,,0.425,0.000,2.14,1.766,1.1,0,0.002,0.443,,1.08,0.00,,0.9,0.003,,,,,,,,0.154,183,23.2,0.91,3.73,0.128,,,,0.0,121.0,,0.22,,71,0.695,0.001,14.4,0,0.011,3,1.073,0.768,234,0.0,109.3,0.816,0.0,109.3,0.816,0.0,,,0.0,35,,,,,1.281,,0.001,0.9,1.205,36.0,1.574,0.791,,,,,0.0,,,,,,,
410,"""17428""","Veal, shank, separable lean only, raw",113.0,4.0 oz,0.722,0.118,,0.0,0.095,1.777,0.000,,3,,,,1.841,,,,,,,,,0.016,,0.000,,,0,,,0,,,0,,,0,0.113,22.34,0.0,6.068,0.116,0.021,0.254,0.003,,0.008,3,,,,,0.976,,,443,0.084,0.042,,,,,,,,,,,,,0.441,0.000,2.17,0.857,1.0,0,0.001,0.455,,1.11,,0.000,0.8,0.002,,0.053,123.0,0.000,,,,0.099,184,23.8,0.932,1.85,0.053,,,,0.0,106.0,,0.226,,70,0.712,0.001,14.7,0,0.011,3,1.101,0.398,240,0.0,112.9,0.837,0.0,112.9,0.837,0.0,,,0.0,31,0.694,0.094,,0.746,1.314,,0.001,0.8,1.235,37.0,0.777,0.811,,,,,0.0,,,,,,,
411,"""17123""","Veal, shoulder, arm, separable lean and fat, cooked, braised",85.0,3.0 oz,3.366,0.595,,,,,,,,,,,2.355,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,8.568,0.109,,1.114,0.06,,,,,,,,1.249,,,839,,0.323,,,,,,,,,,,,,0.264,,1.46,3.392,,0,0.025,0.246,,1.08,,,,,,,,,,,,0.468,283,,1.193,8.7,0.365,,,,0.0,201.0,,0.289,,126,0.911,,12.3,0,0.031,15,1.408,1.810,224,,,,,,,0.0,,,,,,,,,1.681,,0.009,,,,2.95,1.038,,,,,,,,,,,,
412,"""17124""","Veal, shoulder, arm, separable lean and fat, cooked, roasted",85.0,3.0 oz,2.983,0.459,,,,,,,,,,,1.783,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,6.817,0.120,,0.986,0.051,,,,,,,,0.945,,,651,,0.297,,,,,,,,,,,,,0.272,,1.30,2.72,,0,0.017,0.246,,1.22,,,,,,,,,,,,0.357,296,,0.904,7.01,0.315,,,,0.0,156.0,,0.219,,92,0.69,,9.4,0,0.025,14,1.066,1.573,188,,,,,,,0.0,,,,,,,,,1.273,,0.009,,,,2.329,0.785,,,,,,,,,,,,
413,"""17122""","Veal, shoulder, arm, separable lean and fat, raw",28.35,1.0 oz,0.641,0.108,,0.0,0.023,0.436,0.000,,4,,,,0.452,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,2.163,0.034,,0.213,0.011,,,,,,,,0.24,,,156,,0.062,,,,,,,,,,,,,0.077,0.000,0.39,0.59,1.3,0,0.006,0.125,,0.31,,0.000,0.0,,,,,,,,,0.082,93,3.5,0.229,1.54,0.068,,,,0.0,37.0,,0.056,,23,0.175,,2.4,0,0.008,4,0.27,0.340,59,0.0,23.5,0.206,0.0,23.5,0.206,0.0,,,0.0,,,,,,0.322,,0.000,0.0,0.303,7.0,0.507,0.199,0.0,,,,0.0,,,,,,,
414,"""17126""","Veal, shoulder, arm, separable lean only, cooked, braised",85.0,3.0 oz,1.266,0.408,,,,,,,,,,,2.502,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,9.104,0.115,,0.433,0.017,,,,,,,,1.327,,,715,,0.085,,,,,,,,,,,,,0.281,,1.55,1.615,,0,0.009,0.255,,1.11,,,,,,,,,,,,0.315,295,,1.268,4.53,0.145,,,,0.0,171.0,,0.308,,132,0.968,,13.0,0,0.032,16,1.496,0.740,235,,,,,,,0.0,,,,,,,,,1.786,,0.000,,,,1.454,1.102,,,,,,,,,,,,
415,"""17127""","Veal, shoulder, arm, separable lean only, cooked, roasted",85.0,3.0 oz,1.964,0.365,,,,,,,,,,,1.83,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,7.004,0.124,,0.655,0.034,,,,,,,,0.971,,,583,,0.178,,,,,,,,,,,,,0.281,,1.33,1.836,,0,0.009,0.255,,1.25,,,,,,,,,,,,0.272,303,,0.927,4.94,0.204,,,,0.0,139.0,,0.225,,93,0.708,,9.6,0,0.025,14,1.094,1.045,192,,,,,,,0.0,,,,,,,,,1.306,,0.000,,,,1.59,0.807,,,,,,,,,,,,
416,"""17125""","Veal, shoulder, arm, separable lean only, raw",28.35,1.0 oz,0.184,0.062,,,,,,,,,,,0.468,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,2.242,0.035,,0.065,0.003,,,,,,,,0.248,,,124,,0.009,,,,,,,,,,,,,0.079,,0.40,0.196,,0,0.000,0.130,,0.32,,,,,,,,,,,,0.045,96,,0.237,0.61,0.020,,,,0.0,30.0,,0.058,,24,0.181,,2.4,0,0.008,5,0.28,0.105,61,,,,,,,0.0,,,,,,,,,0.334,,0.000,,,,0.176,0.206,,,,,,,,,,,,
417,"""17438""","Veal, shoulder, blade chop, separable lean and fat, cooked, grilled",85.0,3.0 oz,3.158,0.473,,0.0,0.088,1.740,0.000,,5,,,,1.801,,,,,,,,,0.081,,0.000,,,0,,,0,,,0,,,0,0.111,21.86,0.0,4.199,0.121,0.090,1.0,0.013,,0.054,5,,,,,0.955,,,706,,0.197,,,,,,,0.01,1.123,20.0,,,,0.378,0.001,2.92,4.061,1.2,0,0.004,0.349,,0.77,0.00,,1.1,0.011,,,,,,,,0.39,200,20.5,0.913,8.98,0.306,,,,0.0,169.0,,0.221,,66,0.697,0.003,14.8,0,0.011,5,1.077,1.848,206,0.0,108.9,0.819,0.0,108.9,0.819,0.13,,,0.0,46,,,,,1.286,,0.003,1.1,1.209,28.0,3.615,0.794,,,,,0.0,,,,,,,
418,"""17128""","Veal, shoulder, blade chop, separable lean and fat, raw",113.0,4.0 oz,3.052,0.354,,0.0,0.114,1.684,0.000,,3,,,,1.742,,,,,,,,,0.076,,0.001,,,0,,,0,,,0,,,0,0.107,21.15,0.0,5.075,0.090,0.089,0.963,0.01,,0.063,3,,,,,0.924,,,701,,0.209,,,,,,,0.02,1.087,26.0,,,,0.449,0.001,3.08,4.115,1.4,0,0.006,0.494,,1.1,0.00,,1.7,0.007,,,,,,,,0.31,224,22.5,0.884,8.6,0.301,,,,0.0,167.0,,0.214,,70,0.675,0.003,16.8,0,0.014,3,1.042,1.771,228,0.0,104.8,0.792,0.0,104.8,0.792,0.03,,,0.0,68,,,,,1.244,,0.005,1.7,1.170,36.0,3.665,0.768,,,,,0.0,,,,,,,
419,"""17430""","Veal, shoulder, blade chop, separable lean only, cooked, grilled",85.0,3.0 oz,1.778,0.268,,0.0,0.093,1.849,0.000,,6,,,,1.914,,,,,,,,,0.046,,0.000,,,0,,,0,,,0,,,0,0.117,23.23,0.0,4.369,0.128,0.052,0.58,0.008,,0.028,6,,,,,1.015,,,566,0.188,0.111,,,,,,,,,,,,,0.408,0.001,3.11,2.275,1.1,0,0.003,0.370,,0.81,,0.000,0.8,0.007,,0.174,96.0,0.000,,,,0.22,208,21.4,0.97,4.7,0.174,,,,0.0,135.0,,0.235,,65,0.74,0.002,15.6,0,0.008,6,1.144,1.023,215,0.0,117.1,0.870,0.0,117.1,0.870,0.0,,,0.0,34,1.837,0.206,,1.003,1.367,,0.002,0.8,1.284,29.0,2.025,0.843,,,,,0.0,,,,,,,
420,"""17131""","Veal, shoulder, blade chop, separable lean only, raw",113.0,4.0 oz,1.258,0.193,,0.0,0.123,1.763,0.000,,3,,,,1.826,,,,,,,,,0.028,,0.000,,,0,,,0,,,0,,,0,0.112,22.15,0.0,5.209,0.094,0.037,0.437,0.005,,0.016,3,,,,,0.968,,,519,0.120,0.072,,,,,,,,,,,,,0.486,0.001,3.25,1.538,1.1,0,0.002,0.527,,1.14,,0.000,1.4,0.006,,0.098,104.0,0.000,,,,0.156,229,23.7,0.925,3.25,0.098,,,,0.0,124.0,,0.224,,68,0.706,0.001,17.9,0,0.014,3,1.092,0.698,236,0.0,112.0,0.831,0.0,112.0,0.831,0.0,,,0.0,53,1.274,0.148,,1.187,1.303,,0.002,1.4,1.225,37.0,1.393,0.805,,,,,0.0,,,,,,,
421,"""17129""","Veal, shoulder, blade, separable lean and fat, cooked, braised",85.0,3.0 oz,3.094,0.629,,0.0,0.051,2.115,0.000,,13,,,,2.19,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,4.675,0.139,,1.028,0.051,,,,,,,,1.161,,,800,,0.281,,,,,,,,,,,,,0.297,0.000,1.64,3.272,5.6,0,0.025,0.204,,1.04,,0.000,0.0,,,,,,,,,0.493,252,13.6,1.109,8.58,0.340,,,,0.0,191.0,,0.269,,130,0.847,,11.9,0,0.031,13,1.309,1.692,207,0.0,103.5,0.996,0.0,103.5,0.996,0.0,,,0.0,,,,,,1.563,,0.009,0.0,1.469,22.0,2.865,0.965,0.0,,,,0.0,,,,,,,
422,"""17130""","Veal, shoulder, blade, separable lean and fat, cooked, roasted",85.0,3.0 oz,2.941,0.544,,,,,,,,,,,1.761,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,4.87,0.117,,0.977,0.043,,,,,,,,0.934,,,661,,0.264,,,,,,,,,,,,,0.297,,1.71,2.754,,0,0.017,0.204,,1.17,,,,,,,,,,,,0.408,260,,0.892,7.37,0.315,,,,0.0,158.0,,0.217,,99,0.682,,9.0,0,0.025,9,1.052,1.564,180,,,,,,,0.0,,,,,,,,,1.257,,0.009,,,,2.372,0.776,,,,,,,,,,,,
423,"""17132""","Veal, shoulder, blade, separable lean only, cooked, braised",85.0,3.0 oz,1.538,0.493,,0.0,0.051,2.209,0.000,,13,,,,2.287,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,4.828,0.145,,0.527,0.025,,,,,,,,1.213,,,704,,0.102,,,,,,,,,,,,,0.306,0.000,1.71,1.964,5.8,0,0.009,0.212,,1.05,,0.000,0.0,,,,,,,,,0.374,259,14.2,1.159,5.51,0.178,,,,0.0,168.0,,0.281,,134,0.885,,12.3,0,0.032,13,1.367,0.901,214,0.0,107.8,1.040,0.0,107.8,1.040,0.0,,,0.0,,,,,,1.633,,0.000,0.0,1.534,24.0,1.768,1.007,0.0,,,,0.0,,,,,,,
424,"""17133""","Veal, shoulder, blade, separable lean only, cooked, roasted",85.0,3.0 oz,2.184,0.476,,,,,,,,,,,1.795,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,4.947,0.120,,0.731,0.034,,,,,,,,0.952,,,608,,0.178,,,,,,,,,,,,,0.306,,1.75,2.1,,0,0.017,0.204,,1.18,,,,,,,,,,,,0.349,264,,0.909,5.85,0.230,,,,0.0,145.0,,0.22,,101,0.694,,9.1,0,0.025,9,1.073,1.181,183,,,,,,,0.0,,,,,,,,,1.282,,0.000,,,,1.827,0.791,,,,,,,,,,,,
425,"""17117""","Veal, shoulder, whole (arm and blade), separable lean and fat, cooked, braised",85.0,3.0 oz,3.188,0.62,,0.0,0.051,2.169,0.000,,13,,,,2.246,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,5.457,0.128,,1.054,0.051,,,,,,,,1.191,,,811,,0.297,,,,,,,,,,,,,0.289,0.000,1.56,3.315,5.0,0,0.025,0.212,,1.05,,0.000,0.0,,,,,,,,,0.484,263,13.9,1.138,8.62,0.349,,,,0.0,194.0,,0.276,,107,0.869,,12.1,0,0.031,13,1.342,1.725,212,0.0,105.2,1.022,0.0,105.2,1.022,0.0,,,0.0,,,,,,1.603,,0.009,0.0,1.506,23.0,2.899,0.989,0.0,,,,0.0,,,,,,,
426,"""17118""","Veal, shoulder, whole (arm and blade), separable lean and fat, cooked, roasted",85.0,3.0 oz,2.89,0.518,,,,,,,,,,,1.774,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,5.38,0.118,,0.961,0.043,,,,,,,,0.94,,,654,,0.264,,,,,,,,,,,,,0.289,,1.55,2.686,,0,0.017,0.221,,1.19,,,,,,,,,,,,0.391,274,,0.898,7.16,0.306,,,,0.0,156.0,,0.218,,96,0.686,,9.1,0,0.025,10,1.06,1.538,183,,,,,,,0.0,,,,,,,,,1.266,,0.009,,,,2.321,0.781,,,,,,,,,,,,
427,"""17116""","Veal, shoulder, whole (arm and blade), separable lean and fat, raw",28.35,1.0 oz,0.581,0.116,,0.0,0.026,0.435,0.000,,3,,,,0.45,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,1.755,0.034,,0.193,0.009,,,,,,,,0.239,,,154,,0.051,,,,,,,,,,,,,0.082,0.000,0.47,0.55,1.3,0,0.003,0.111,,0.3,,0.000,0.0,,,,,,,,,0.085,86,3.4,0.228,1.5,0.062,,,,0.0,37.0,,0.055,,25,0.174,,2.3,0,0.008,3,0.269,0.312,58,0.0,22.9,0.205,0.0,22.9,0.205,0.0,,,0.0,,,,,,0.321,,0.000,0.0,0.302,7.0,0.476,0.198,0.0,,,,0.0,,,,,,,
428,"""17120""","Veal, shoulder, whole (arm and blade), separable lean only, cooked, braised",85.0,3.0 oz,1.445,0.468,,,,,,,,,,,2.359,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,5.678,0.135,,0.493,0.025,,,,,,,,1.25,,,708,,0.102,,,,,,,,,,,,,0.297,,1.65,1.853,,0,0.009,0.221,,1.08,,,,,,,,,,,,0.357,271,,1.195,5.18,0.170,,,,0.0,169.0,,0.29,,110,0.913,,12.5,0,0.032,14,1.409,0.842,221,,,,,,,0.0,,,,,,,,,1.684,,0.000,,,,1.666,1.039,,,,,,,,,,,,
429,"""17121""","Veal, shoulder, whole (arm and blade), separable lean only, cooked, roasted",85.0,3.0 oz,2.125,0.451,,,,,,,,,,,1.808,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,5.474,0.121,,0.714,0.034,,,,,,,,0.959,,,604,,0.178,,,,,,,,,,,,,0.289,,1.58,2.04,,0,0.017,0.221,,1.2,,,,,,,,,,,,0.331,278,,0.916,5.63,0.230,,,,0.0,144.0,,0.222,,97,0.7,,9.3,0,0.025,11,1.08,1.148,185,,,,,,,0.0,,,,,,,,,1.29,,0.000,,,,1.768,0.796,,,,,,,,,,,,
