,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)_x",20:3 n-3 (g)_x,Lutein + zeaxanthin (µg)_x,"Fiber, total dietary (g)_y",20:3 n-3 (g)_y,Lutein + zeaxanthin (µg)_y,"Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g),"Folate, DFE (µg)",20:3 undifferentiated (g),20:4 n-6 (g),"Vitamin E, added (mg)",22:6 n-3 (DHA) (g),Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
36,"""17339""","Game meat, elk, ground, cooked, pan-broiled",95.0,1.0 patty ( yield from 104.1 g raw meat ),3.802,0.391,,0.0,0.119,1.887,0.000,,8,,,,2.067,,,,,,0.006,3.593,2.124,0.028,,0.003,,,0,,,0,,,0,,,0,0.237,25.31,0.0,5.054,0.135,0.051,1.118,0.067,,0.126,8,0.003,,,,1.016,0.003,,766,,0.375,,,,,,,,,,,,,0.304,,2.44,2.619,,0,0.012,0.399,0.000,0.99,,,,,,,,,,,,0.239,336,,1.073,8.3,0.736,,,,0.0,183.0,,0.226,,74,0.791,0.006,8.6,0,0.010,8,1.062,2.188,210,,,,,,,0.0,,,0.0,,,,,,1.514,,0.003,,,,1.703,0.780,,,,,0.0,,,,,,,
37,"""17338""","Game meat, elk, ground, raw",102.0,1.0 patty ( yield from 102.2 g raw meat ),3.538,0.423,,0.0,0.128,1.654,0.000,,7,,,,1.814,,,,,,0.01,3.151,1.863,0.030,,0.005,,,0,,,0,,,0,,,0,0.208,22.2,0.0,4.988,0.153,0.054,1.001,0.073,,0.112,7,0.005,,,,0.891,0.005,,736,,0.346,,,,,,,,,,,,,0.265,,2.17,2.557,,0,0.009,0.343,0.000,1.06,,,,,,,,,,,,0.256,328,,0.941,9.0,0.692,,,,0.0,175.0,,0.198,,67,0.694,0.005,8.2,0,0.023,7,0.931,2.070,199,,,,,,,0.0,,,0.0,,,,,,1.328,,0.005,,,,1.689,0.683,,,,,0.0,,,,,,,
38,"""17340""","Game meat, elk, loin, separable lean only, cooked, broiled",114.0,1.0 steak ( yield from 148.1 g raw meat ),1.723,0.206,,0.0,0.182,2.635,0.000,,10,,,,2.888,,,,,,0.005,5.017,2.966,0.015,,0.002,,,0,,,0,,,0,,,0,0.332,35.34,0.0,10.237,0.197,0.026,0.487,0.036,,0.055,10,0.002,,,,1.42,0.002,,797,,0.169,,,,,,,,,,,,,0.376,,0.95,1.245,,0,0.005,0.536,0.000,1.3,,,,,,,,,,,,0.124,461,,1.499,4.38,0.336,,,,0.0,190.0,,0.316,,86,1.105,0.002,12.0,0,0.014,10,1.483,1.008,292,,,,,,,0.0,,,0.0,,,,,,2.114,,0.002,,,,0.823,1.089,,,,,0.0,,,,,,,
39,"""17166""","Game meat, elk, raw",28.35,1.0 oz,0.15,0.085,,,,,,,,,,,0.604,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,,,,0.04,0.011,,,,,,,,0.283,,,132,,0.009,,,,,,,,,,,,,,,,0.102,,0,0.000,,,0.28,,,,,,,,,,,,0.048,88,,0.281,0.41,0.037,,,,0.0,31.0,,0.117,,16,0.233,,2.8,,,,0.21,0.099,46,,,,,,,0.0,,,,,,,,,0.447,,0.000,,,,0.065,0.208,,,,,,,,,,,,
40,"""17341""","Game meat, elk, round, separable lean only, cooked, broiled",85.0,1.0 serving ( 3 oz ),0.881,0.105,,0.0,0.153,1.961,0.000,,8,,,,2.148,,,,,,0.003,3.733,2.207,0.008,,0.001,,,0,,,0,,,0,,,0,0.246,26.3,0.0,6.086,0.188,0.014,0.249,0.019,,0.028,8,0.001,,,,1.057,0.001,,554,,0.086,,,,,,,,,,,,,0.391,,1.27,0.637,,0,0.003,0.396,0.000,1.09,,,,,,,,,,,,0.064,333,,1.115,2.24,0.173,,,,0.0,133.0,,0.235,,66,0.822,0.001,9.0,0,0.013,8,1.103,0.516,226,,,,,,,0.0,,,0.0,,,,,,1.573,,0.001,,,,0.421,0.810,,,,,0.0,,,,,,,
41,"""17342""","Game meat, elk, tenderloin, separable lean only, cooked, broiled",92.0,1.0 steak ( yield from 123.5 g raw meat ),1.235,0.148,,0.0,0.132,2.110,0.000,,8,,,,2.312,,,,,,0.004,4.018,2.375,0.010,,0.002,,,0,,,0,,,0,,,0,0.265,28.3,0.0,5.652,0.321,0.019,0.349,0.026,,0.04,8,0.002,,,,1.137,0.002,,624,,0.121,,,,,,,,,,,,,0.34,,2.72,0.892,,0,0.004,0.446,0.000,1.23,,,,,,,,,,,,0.089,361,,1.201,3.14,0.241,,,,0.0,149.0,,0.253,,66,0.884,0.002,9.7,0,0.017,8,1.188,0.722,262,,,,,,,0.0,,,0.0,,,,,,1.693,,0.002,,,,0.59,0.872,,,,,0.0,,,,,,,
42,"""17169""","Game meat, goat, cooked, roasted",85.0,3.0 oz,0.79,0.196,,0.0,0.076,1.919,0.000,,4,,,,1.714,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,3.357,0.258,,0.365,0.017,,,,,,,,1.097,,,509,,0.034,,,,,,,,,,,,,0.518,0.000,1.01,1.156,1.0,0,,0.000,,1.24,,0.000,0.0,,,,,,,,,0.111,344,11.9,,,,,,,0.0,122.0,,0.343,,64,0.708,,10.0,0,0.036,4,1.165,0.365,171,0.0,90.4,,0.0,90.4,,0.0,,,0.0,,,,,,1.691,,0.000,,1.234,0.0,1.054,0.480,0.0,,,,0.0,,,,,,,
43,"""17168""","Game meat, goat, raw",28.35,1.0 oz,0.201,0.048,,,,,,,,,,,0.434,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.063,0.073,,0.094,0.006,,,,,,,,0.278,,,129,,0.009,,,,,,,,,,,,,0.139,,0.32,0.292,,0,0.000,,,0.31,,,,,,,,,,,,0.028,109,,,,,,,,0.0,31.0,,0.087,,16,0.179,,2.5,0,0.011,1,0.295,0.094,51,,,,,,,0.0,,,,,,,,,0.429,,0.000,,,,0.266,0.122,,,,,,,,,,,,
44,"""17171""","Game meat, horse, cooked, roasted",85.0,3.0 oz,1.615,0.723,,,,,,,,,,,2.038,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,4.114,0.145,,0.17,0.399,,,,,,,,1.073,,,622,,0.187,,,,,,,,,,,,,0.102,,2.69,1.802,,0,0.009,0.281,,1.11,,,,,,,,,,,,0.323,322,,1.111,5.14,0.349,,,,0.0,149.0,,0.297,,58,0.75,,11.5,,,,1.134,1.198,210,,,,,,,0.0,,,,,,,,,1.567,,,,,,1.454,0.919,,,,,,,,,,,,
45,"""17170""","Game meat, horse, raw",28.35,1.0 oz,0.408,0.184,,,,,,,,,,,0.517,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.304,0.041,,0.045,0.102,,,,,,,,0.272,,,158,,0.048,,,,,,,,,,,,,0.028,,0.85,0.456,,0,0.003,0.108,,0.28,,,,,,,,,,,,0.082,102,,0.282,1.3,0.088,,,,0.0,38.0,,0.075,,15,0.19,,2.9,,,,0.287,0.306,63,,,,,,,0.0,,,,,,,,,0.397,,,,,,0.369,0.233,,,,,,,,,,,,
46,"""17173""","Game meat, moose, cooked, roasted",85.0,3.0 oz,0.246,0.264,,0.0,0.043,2.190,0.000,,3,,,,2.257,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,4.471,0.067,,0.145,0.025,,,,,,,,1.142,,,477,,0.000,,,,,,,,,,,,,0.289,0.000,5.36,0.17,1.0,0,0.000,0.315,,1.27,,0.000,0.0,,,,,,,,,0.161,284,12.9,1.011,0.82,0.009,,,,0.0,114.0,,,,,0.915,,10.9,0,0.008,3,1.194,0.102,150,0.0,98.1,0.892,0.0,98.1,0.892,0.0,,,0.0,,,,,,1.608,,0.000,0.0,1.353,20.0,0.153,0.836,0.0,,,,0.0,,4.2,,,,,
47,"""17172""","Game meat, moose, raw",28.35,1.0 oz,0.062,0.068,,,,,,,,,,,0.572,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.417,0.019,,0.037,0.009,,,,,,,,0.289,,,121,,0.000,,,,,,,,,,,,,0.077,,,0.043,,0,,,,0.32,,,,,,,,,,,,0.04,90,,0.256,0.21,0.003,,,,0.0,29.0,,,,,0.232,,2.7,,,,0.303,0.026,45,,,,,,,0.0,,,,,,,,,0.408,,,,,,0.04,0.212,,,,,,,,,,,,
48,"""17176""","Game meat, opossum, cooked, roasted",85.0,3.0 oz,1.025,2.536,,0.0,0.085,,0.000,,8,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,7.165,0.161,,0.15,0.056,,,,,,,,,,,786,,0.037,,,,,,,,,,,,,0.315,0.000,7.06,3.207,1.4,0,0.000,0.399,,1.95,,0.000,0.0,,,,,,,,,2.498,372,13.0,,,,,,,0.0,188.0,,,,,,,,0,,8,,,,0.0,99.0,,0.0,99.0,,0.0,,,0.0,,,,,,,,,0.0,,29.0,2.927,,0.0,,,,0.0,,,,,,,
49,"""17178""","Game meat, rabbit, domesticated, composite of cuts, cooked, roasted",85.0,3.0 oz,2.04,1.326,,,,,,,,,,,2.162,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,7.165,0.161,,0.323,0.272,,,,,,,,1.105,,,700,,0.178,,,,,,,,,,,,,0.178,,7.06,1.844,,0,,,,0.88,,,,,,,,,,,,1.054,326,,1.207,6.84,0.221,,,,0.0,167.0,,0.326,,70,0.88,,32.7,0,0.027,9,1.172,1.538,224,,,,,,,0.0,,,,,,,,,1.526,,,,,,1.581,0.693,,,,,,,,,,,,
50,"""17179""","Game meat, rabbit, domesticated, composite of cuts, cooked, stewed",85.0,3.0 oz,2.133,1.385,,0.0,0.051,2.012,0.000,,8,,,,2.261,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,6.086,0.150,,0.331,0.289,,,,,,,,1.155,,,733,,0.187,,,,,,,,,,,,,0.145,0.000,5.53,1.929,1.4,0,0.000,0.289,,0.93,,0.000,0.0,,,,,,,,,1.105,255,13.5,1.262,7.15,0.238,,,,0.0,175.0,,0.341,,73,0.92,,32.7,0,0.027,8,1.225,1.607,192,0.0,103.0,1.144,0.0,103.0,1.144,0.0,,,0.0,,,,,,1.595,,0.000,0.0,1.312,17.0,1.649,0.724,0.0,,,,0.0,,,,,,,
51,"""17177""","Game meat, rabbit, domesticated, composite of cuts, raw",28.35,1.0 oz,0.471,0.306,,,,,,,,,,,0.498,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,2.061,0.041,,0.074,0.062,,,,,,,,0.254,,,161,,0.043,,,,,,,,,,,,,0.043,,2.03,0.425,,0,,,,0.2,,,,,,,,,,,,0.244,94,,0.278,1.57,0.051,,,,0.0,39.0,,0.075,,16,0.202,,6.7,0,0.007,2,0.27,0.354,60,,,,,,,0.0,,,,,,,,,0.351,,,,,,0.363,0.159,,,,,,,,,,,,
52,"""17181""","Game meat, rabbit, wild, cooked, stewed",85.0,3.0 oz,0.892,0.578,,0.0,0.017,2.187,0.000,,7,,,,2.457,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,5.44,0.150,,0.136,0.119,,,,,,,,1.255,,,615,,0.076,,,,,,,,,,,,,0.06,0.000,5.53,0.807,1.3,0,0.000,0.289,,1.45,,0.000,0.0,,,,,,,,,0.459,292,14.5,1.372,2.98,0.102,,,,0.0,147.0,,0.371,,105,1.0,,12.9,0,,7,1.332,0.672,204,0.0,110.4,1.244,0.0,110.4,1.244,0.0,,,0.0,,,,,,1.734,,0.000,0.0,1.426,26.0,0.689,0.787,0.0,,,,0.0,,,,,,,
53,"""17180""","Game meat, rabbit, wild, raw",28.35,1.0 oz,0.196,0.128,,,,,,,,,,,0.541,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.843,,,0.031,0.026,,,,,,,,0.276,,,135,,0.017,,,,,,,,,,,,,0.017,,,0.179,,0,,,,0.32,,,,,,,,,,,,0.102,107,,0.302,0.66,0.023,,,,0.0,32.0,,0.082,,23,0.22,,2.7,,,,0.293,0.147,64,,,,,,,0.0,,,,,,,,,0.382,,,,,,0.153,0.173,,,,,,,,,,,,
54,"""17182""","Game meat, raccoon, cooked, roasted",85.0,3.0 oz,3.46,1.776,,0.0,0.501,,0.000,,9,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,3.978,0.161,,0.961,0.054,,,,,,,,,,,907,,0.469,,,,,,,,,,,,,0.442,0.043,7.06,4.429,1.4,0,0.000,0.399,,1.27,,0.000,0.0,,,,,,,,,1.089,338,12.9,,,,,,,0.0,217.0,,,,,,,,0,,9,,,,0.0,98.1,,0.0,98.1,,0.0,,,0.0,,,,,,,,,0.0,,26.0,3.467,,0.0,,,,0.0,,,,,,,
55,"""17184""","Game meat, squirrel, cooked, roasted",85.0,3.0 oz,0.459,1.431,,0.0,0.051,1.879,0.000,,8,,,,1.891,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,3.944,0.126,,0.068,0.025,,,,,,,,0.996,,,615,,0.017,,,,,,,,,,,,,0.246,0.005,5.53,1.518,1.2,0,0.000,0.315,,1.43,,0.000,0.0,,,,,,,,,1.139,299,13.8,0.975,3.99,0.119,,,,0.0,147.0,,,,,0.783,,12.8,0,0.027,8,0.996,0.374,179,0.0,104.5,0.858,0.0,104.5,0.858,0.0,,,0.0,,,,,,1.364,,0.000,0.0,1.034,24.0,1.335,0.683,0.0,,,,0.0,,,,,,,
56,"""17183""","Game meat, squirrel, raw",28.35,1.0 oz,0.108,0.266,,,,,,,,,,,0.435,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.134,,,0.014,0.006,,,,,,,,0.229,,,142,,0.006,,,,,,,,,,,,,0.06,,,0.335,,0,,,,0.33,,,,,,,,,,,,0.261,86,,0.225,0.91,0.028,,,,0.0,34.0,,,,,0.18,,2.6,,,,0.229,0.085,49,,,,,,,0.0,,,,,,,,,0.314,,,,,,0.306,0.157,,,,,,,,,,,,
57,"""17353""","Lamb, Australian, ground,  85% lean / 15% fat, raw",113.0,1.0 serving (4 oz),11.216,1.264,,,,,,,,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.711,0.297,,0.023,,,,,,,,,1206,1.457,0.815,,,,0.380,69.45,,,,,,,,,,,8.981,,,0.064,,0.059,0.93,,,,,,,,,,,,0.841,,,,,,0.364,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.477,,,,,,,,,8.677,,,,,,,,,,,,,
58,"""17281""","Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, cooked",85.0,3.0 oz,6.749,0.561,,,,,,,,,,,1.841,,,,,,,,,,,,,,,,,,,,,,,,,,,4.625,0.121,0.213,2.66,0.167,,0.024,,,,,,0.891,,,910,,0.538,,,,,,,,,,,,,0.282,,2.44,5.704,,,0.042,0.311,,0.83,,,,,,,,,,,,0.349,256,,0.874,14.3,0.261,,,,,,,0.243,,74,0.7,0.027,8.6,,,,1.007,3.163,166,,,,,,,0.0,,,,,,,,,1.238,,0.023,,,,5.266,0.660,,,,,,,,,,,,
59,"""17280""","Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, raw",28.35,1.0 oz,2.322,0.204,,,,,,,,,,,0.447,,,,,,,,,,,,,,,,,,,,,,,,,,,1.399,0.041,0.072,0.906,0.057,,0.007,,,,,,0.216,,,272,,0.188,,,,,,,,,,,,,0.074,,0.70,1.959,,,0.015,0.096,,0.25,,,,,,,,,,,,0.12,81,,0.212,4.81,0.092,,,,,,,0.059,,19,0.17,0.008,2.1,,,,0.244,1.095,48,,,,,,,0.0,,,,,,,,,0.3,,0.008,,,,1.806,0.160,,,,,,,,,,,,
60,"""17283""","Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, cooked",85.0,3.0 oz,3.441,0.355,,,,,,,,,,,2.005,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94,0.130,0.101,1.276,0.099,,0.012,,,,,,0.97,,,715,,0.258,,,,,,,,,,,,,0.306,,2.56,3.278,,,0.020,0.335,,0.89,,,,,,,,,,,,0.212,270,,0.952,8.19,0.148,,,,,,,0.265,,74,0.763,0.015,9.3,,,,1.097,1.726,176,,,,,,,0.0,,,,,,,,,1.348,,0.008,,,,3.032,0.719,,,,,,,,,,,,
61,"""17282""","Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, raw",28.35,1.0 oz,0.72,0.078,,,,,,,,,,,0.507,,,,,,,,,,,,,,,,,,,,,,,,,,,1.586,0.047,0.020,0.263,0.022,,0.002,,,,,,0.245,,,168,,0.053,,,,,,,,,,,,,0.083,,0.79,0.717,,,0.004,0.109,,0.28,,,,,,,,,,,,0.047,91,,0.241,1.75,0.033,,,,,,,0.067,,18,0.193,0.002,2.4,,,,0.277,0.368,53,,,,,,,0.0,,,,,,,,,0.341,,0.002,,,,0.663,0.182,,,,,,,,,,,,
62,"""17449""","Lamb, Australian, imported, fresh, external fat, cooked",85.0,3.0 oz,22.78,2.648,,0.0,0.070,1.025,0.000,,,0.448,,0.534,1.096,0.000,,,,,0.0,1.917,1.179,0.000,,0.009,,,0,,,0,,,0,,,,,,,3.655,0.060,0.738,10.115,0.448,,0.044,,0.000,,,,0.587,0.000,,1914,2.678,1.556,,,,0.776,23.03,0,,,,,,,0.196,0.021,,17.286,,,0.104,0.291,0.020,0.64,,0.000,0.0,,,,,,,,,2.06,176,,0.609,44.45,0.510,0.776,,,,,,0.149,,69,0.449,0.088,4.2,,,,0.598,9.775,126,,,,,,,0.0,,,0.0,,14.025,0.667,,0.442,0.857,0.0,0.072,0.0,0.643,17.0,16.702,0.376,,,,,0.0,,,,,,,
63,"""17450""","Lamb, Australian, imported, fresh, external fat, raw",113.0,4.0 oz,26.998,3.161,,0.0,0.060,1.016,0.000,,,0.542,,0.529,1.085,0.000,,,,,0.0,1.898,1.167,0.000,,0.010,,,0,,,0,,,0,,,,,,,3.571,0.055,0.905,10.912,0.542,,0.066,,0.000,,,,0.581,0.000,,2302,3.117,2.057,,,,0.911,43.4,0,,,,,,,0.158,0.024,,22.081,,,0.147,0.234,0.024,0.63,,0.000,0.0,,,,,,,,,2.444,168,,0.602,54.8,0.711,0.911,,,,,,0.148,,80,0.444,0.088,5.3,,,,0.592,12.381,104,,,,,,,0.0,,,0.0,,18.152,0.791,,0.395,0.849,0.0,0.099,0.0,0.637,10.0,21.269,0.372,,,,,0.0,,,,,,,
64,"""17287""","Lamb, Australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",85.0,3.0 oz,5.775,0.511,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,4.261,0.099,0.186,2.29,0.151,,0.023,,,,,,0.899,,,839,,0.478,,,,,,,,,,,,,0.223,,2.55,5.065,,,0.038,0.207,,0.66,,,,,,,,,,,,0.319,207,,0.883,12.27,0.246,,,,,,,0.246,,77,0.707,,7.1,,,,1.017,2.708,142,,,,,,,0.0,,,,,,,,,1.25,,,,,,4.653,0.667,,,,,,,,,,,,
65,"""17286""","Lamb, Australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8"" fat, raw",28.35,1.0 oz,1.696,0.169,,,,,,,,,,,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,1.493,0.026,0.053,0.651,0.045,,0.006,,,,,,0.228,,,231,,0.139,,,,,,,,,,,,,0.062,,0.70,1.501,,,0.011,0.075,,0.24,,,,,,,,,,,,0.099,77,,0.224,3.59,0.073,,,,,,,0.062,,19,0.179,0.007,2.0,,,,0.258,0.806,45,,,,,,,0.0,,,,,,,,,0.317,,0.006,,,,1.381,0.169,,,,,,,,,,,,
66,"""17289""","Lamb, Australian, imported, fresh, foreshank, separable lean only, trimmed to 1/8"" fat, cooked, braised",85.0,3.0 oz,1.601,0.25,,,,,,,,,,,2.065,,,,,,,,,,,,,,,,,,,,,,,,,,,4.582,0.106,0.044,0.534,0.065,,0.008,,,,,,0.999,,,586,,0.123,,,,,,,,,,,,,0.241,,2.72,1.987,,,0.009,0.218,,0.71,,,,,,,,,,,,0.146,217,,0.98,4.44,0.105,,,,,,,0.273,,78,0.785,,7.7,,,,1.13,0.871,150,,,,,,,0.0,,,,,,,,,1.387,,,,,,1.815,0.740,,,,,,,,,,,,
67,"""17288""","Lamb, Australian, imported, fresh, foreshank, separable lean only, trimmed to 1/8"" fat, raw",28.35,1.0 oz,0.381,0.068,,,,,,,,,,,0.522,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,0.028,0.011,0.124,0.016,,0.002,,,,,,0.252,,,146,,0.029,,,,,,,,,,,,,0.067,,0.77,0.485,,,0.002,0.082,,0.26,,,,,,,,,,,,0.041,84,,0.247,1.08,0.025,,,,,,,0.069,,19,0.198,0.002,2.3,,,,0.285,0.208,48,,,,,,,0.0,,,,,,,,,0.351,,0.001,,,,0.445,0.187,,,,,,,,,,,,
68,"""17453""","Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",85.0,3.0 oz,4.44,0.649,,0.0,0.122,1.671,0.000,,,,,,1.785,,,,,,0.0,3.125,1.921,0.000,,0.001,,,0,,,0,,,0,2,,0,,,,5.649,0.102,0.139,1.868,0.115,,0.003,,0.000,,,,0.956,,,780,,0.289,,,,,,,,,,,,,0.437,0.024,1.91,3.968,,2,0.020,0.365,0.002,0.96,,0.000,0.0,,,,,,,,,0.418,237,,0.991,10.23,0.120,,,,5.0,186.0,,0.243,,90,0.731,0.008,5.4,,,,0.975,2.051,162,0.0,,0.832,0.0,,0.832,0.0,,,0.0,,,,,,1.396,0.0,0.006,0.0,1.048,20.0,3.841,0.612,,,,,0.0,,,,,,,
69,"""17454""","Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean and fat, trimmed to 1/8"" fat, raw",113.0,4.0 oz,6.058,0.872,,0.0,0.164,1.692,0.000,,,0.141,0.15,0.881,1.807,0.000,,,,,0.0,3.163,1.945,0.000,,0.001,,,0,,,0,,,0,2,,0,,,,7.19,0.112,0.189,2.453,0.141,,0.009,,0.000,,,,0.968,0.000,,883,0.677,0.431,,,,0.197,76.76,0,,,,,,,0.411,0.023,1.67,5.398,,2,0.029,0.449,0.007,1.11,,0.000,0.0,,,,,,,,,0.597,246,,1.003,12.92,0.164,0.197,,,9.0,211.0,,0.246,,71,0.74,0.012,11.1,,,,0.986,2.844,182,0.0,,0.842,0.0,,0.842,0.0,,,0.0,,4.543,0.286,,0.901,1.413,0.0,0.015,0.0,1.061,24.0,5.219,0.619,,,,,0.0,,,,,,,
70,"""17439""","Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean only, trimmed to 1/8"" fat, cooked, roasted",85.0,3.0 oz,2.74,0.464,,0.0,0.127,1.736,0.000,,,0.083,0.23,0.904,1.854,0.000,,,,,0.0,3.245,1.996,,,0.000,,,0,,,0,,,0,2,,0,,,,5.848,0.106,0.082,1.105,0.083,,0.0,,,,,,0.993,0.000,,674,0.273,0.173,,,,0.078,54.29,0,,,,,,,0.459,0.024,2.08,2.746,,2,0.012,0.375,0.000,0.99,,0.000,0.0,,,,,,,,,0.267,244,,1.029,7.1,0.085,0.078,,,6.0,162.0,,0.252,,91,0.76,0.000,5.4,,,,1.012,1.335,167,0.0,,0.864,0.0,,0.864,0.0,,,0.0,,2.389,0.177,,0.672,1.45,0.0,,0.0,1.089,20.0,2.661,0.636,,,,,0.0,,,,,,,
71,"""17444""","Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean only, trimmed to 1/8"" fat, raw",113.0,4.0 oz,2.573,0.486,,0.0,0.181,1.797,0.000,,,0.075,0.17,0.936,1.92,0.000,,,,,0.0,3.361,2.066,,,0.000,,,0,,,0,,,0,3,,0,,,,7.774,0.123,0.073,1.033,0.075,,0.0,,,,,,1.028,0.000,,644,0.270,0.155,,,,0.077,82.42,0,,,,,,,0.452,0.023,1.95,2.651,,3,0.008,0.481,0.000,1.19,,0.000,0.0,,,,,,,,,0.285,261,,1.066,5.92,0.076,0.077,,,10.0,154.0,,0.261,,69,0.786,0.000,12.0,,,,1.048,1.277,197,0.0,,0.895,0.0,,0.895,0.0,,,0.0,,2.305,0.2,,0.983,1.501,0.0,,0.0,1.127,27.0,2.575,0.658,,,,,0.0,,,,,,,
