,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
67,"""07278""",Hormel Pillow Pak Sliced Turkey Pepperoni,30.0,1.0 serving,1.056,0.996,,0.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,4,,0,,,,,,,0.305,0.088,,,,,,,,,,,305,,0.037,,,,,,,,,,,,,,,,1.395,,4,0.0,,,1.76,,,,,,,,,,,,0.908,135.0,,,,,,,,15,73,,,,,,,,0,,1,,,,,,,,,,1.13,,,0.0,,,,,,,,,,,,1.265,,,,,,0.0,,,,,,,
68,"""07968""","Kielbasa, fully cooked, grilled",85.0,3.0 oz,8.41,4.576,0.00,2.03,0.128,0.777,,0.031,0,0.209,0.32,0.378,0.707,0.068,,0.0,0.180,0.211,0.0,1.611,0.899,0.077,,0.14,,0.021,0,17.1,0.03,0.655,17.1,0.03,0.655,8,,0,0.099,10.58,0.0,3.168,0.048,0.096,2.547,0.215,1.46,0.031,0,0.049,0.031,0,0.049,0.351,0.006,0.57,1198,0.194,0.334,,,,0.04,41.97,0.0,0.28,0.722,36.0,0.014,0.0,0.026,0.18,0.003,0.61,10.679,0.0,8,0.022,0.082,0.010,2.94,0.01,0.068,0.8,0.003,,0.591,903.0,0.0,,0.016,0.0,4.019,260.0,3.4,0.711,25.23,0.604,0.039,,0.00,27,286,0.005,0.105,,62.0,0.297,0.044,16.8,,0.048,0,0.422,5.301,173.0,0.00,35.5,0.437,0.00,35.5,0.437,4.28,0.000,,0.0,30,9.500,3.931,,0.547,0.657,,0.025,0.8,0.500,14.0,9.681,0.306,0.0,0.028,0.093,0.234,0.0,0.01,12.5,0.03,0.243,0.003,0.0,0.048
69,"""07969""","Kielbasa, fully cooked, pan-fried",370.0,1.0 link,35.102,20.195,0.00,8.81,0.540,3.356,,0.126,0,1.04,1.44,1.635,3.056,0.244,,0.04,0.847,0.825,0.0,6.960,3.885,0.329,,0.555,,0.085,0,,,,,,,37,,0,0.429,45.73,0.0,13.668,0.218,0.422,10.73,1.066,6.59,0.152,0,0.200,0.152,0,0.200,1.517,0.022,2.22,5162,0.914,1.425,,,,0.185,184.93,0.0,0.89,3.115,148.0,0.067,0.0,0.122,0.773,0.015,2.66,43.623,0.0,37,0.089,0.351,0.044,12.77,0.00,0.244,3.3,0.011,,2.394,3870.0,0.0,,0.074,0.0,17.712,1125.0,14.4,3.071,108.89,2.457,0.185,,0.00,118,1232,0.015,0.455,,270.0,1.284,0.181,69.2,,0.200,0,1.82,21.967,736.0,0.00,153.6,1.887,0.00,153.6,1.887,17.69,0.000,,0.0,33,38.746,17.32,,2.342,2.838,0.0,0.104,0.7,2.161,56.0,39.594,1.321,,0.115,0.407,1.099,0.0,0.04,59.9,0.07,1.051,0.011,0.0,0.207
70,"""07970""","Kielbasa, fully cooked, unheated",85.0,3.0 oz,8.231,4.505,0.00,1.74,0.128,0.711,0.000,0.031,1,0.206,0.36,0.343,0.666,0.079,,0.04,0.152,0.212,0.0,1.425,0.827,0.072,,0.149,,0.023,0,13.3,0.01,0.582,13.3,0.01,0.582,7,,0,0.222,9.21,0.0,2.676,0.056,0.090,2.522,0.211,1.36,0.024,1,0.050,0.024,1,0.050,0.342,0.005,0.38,1155,0.162,0.326,,,,0.031,44.9,0.0,0.31,0.630,20.0,0.011,0.0,0.022,0.133,0.003,0.58,10.358,0.3,7,0.024,0.085,0.010,2.55,0.00,0.079,0.6,0.003,,0.527,789.0,0.0,,0.017,0.0,3.949,184.0,2.9,0.624,25.19,0.537,0.031,,0.00,23,276,0.006,0.093,,52.0,0.277,0.046,15.0,0,0.046,1,0.371,5.160,143.0,0.00,32.6,0.399,0.00,32.6,0.399,3.16,0.000,,0.0,26,9.276,3.877,,0.501,0.599,0.0,0.025,0.6,0.431,12.0,9.427,0.286,0.0,0.026,0.086,0.194,0.0,0.11,16.2,0.01,0.225,0.003,0.0,0.043
71,"""07934""","Kielbasa, Polish, turkey and beef, smoked",56.0,1.0 serving 2 oz,3.489,1.305,,0.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,,,,,,,,,,,,,,,,,,4.631,,0,,,,1.9,,,,,,,,,,,,,,,,,,,,,0,127,,,,,,,,,,,,,,,,,,,,2.18,,,0.0,,,,,,,,,,,,,,,,,,0.0,,8.3,,,,,
72,"""07038""","Knackwurst, knockwurst, pork, beef",72.0,1.0 link,7.351,2.102,,0.0,0.246,0.629,0.000,,1,,,,0.727,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.968,0.043,,2.491,0.317,,,,,,,,0.311,,,923,,0.418,0.0,0.48,0.162,,,,,,,,,,0.101,0.000,0.85,9.223,1.2,0,0.065,0.122,,1.94,,0.000,,,,,,,,,,1.786,143.0,1.7,0.495,19.94,0.922,,,,0,221,,0.099,,43.0,0.353,,9.7,0,0.015,1,0.46,4.298,71.0,0.00,39.6,0.382,0.00,39.6,0.382,2.3,,,0.0,32,,,,,0.678,,0.079,0.8,0.460,8.0,8.302,0.226,,,,,0.0,,,,,,,
73,"""07039""","Lebanon bologna, beef",57.0,1.0 serving 2 slices,1.593,0.147,,0.0,0.058,,0.000,,3,,,,,,,,,,,,,,,,,,0,,,,,,,7,,0,,,,1.837,0.042,,0.735,0.000,,,,,,,,,,,410,,0.190,,,,,,,,,,,,,0.094,0.000,1.65,2.529,0.2,7,0.0,0.223,,2.46,,0.000,,,,,,,,,,0.14,188.0,3.9,,,,,,,22,98,,,,,,,,0,0.013,3,,,,0.00,35.7,,0.00,35.7,,0.25,,,0.0,6,,,,,,,,0.2,,11.0,2.297,,,,,,0.0,,0.5,,,,,
74,"""07040""","Liver cheese, pork",28.35,1.0 oz,2.54,0.970,,,,,0.000,,29,,,,0.334,,,,,,,,,,,,0.0,,,,,,,,,1489,,,,,,3.336,0.109,,0.862,0.094,,,,,,,,0.185,,,361,,0.091,,,,,,,,,,,,,0.631,0.000,6.96,3.476,,1489,0.011,0.133,,0.99,,0.000,,,,,,,,,,0.876,64.0,,0.203,7.26,0.266,,,,4958,86,,0.058,,49.0,0.132,,10.3,0,0.057,29,0.179,1.562,59.0,,,,,,,0.6,,,,,,,,,0.235,,0.014,,,,3.209,0.111,,,,,,,,,,,,
75,"""07041""","Liver sausage, liverwurst, pork",18.0,"1.0 slice (2-1/2"" dia x 1/4"" thick)",1.908,0.468,,,,,0.000,,5,,,,0.208,,,,,,,,,,,,0.0,,,,,,,,,1495,,,,,,0.774,0.043,,0.596,0.025,,,,,,,,0.121,,,246,,0.077,,,,,,,,,,,,,0.185,0.000,2.42,2.401,,1495,0.0,0.034,,0.56,,0.000,,,,,,,,,,0.441,31.0,,0.153,5.13,0.191,,,,4980,59,,0.027,,28.0,0.065,,10.4,0,0.028,5,0.118,1.233,41.0,,,,,,,0.4,,,,,,,,,0.146,,0.000,,,,2.169,0.081,,,,,,,,,,,,
76,"""07911""",Liverwurst spread,55.0,0.25 cup,5.459,1.335,,0.91,0.150,0.626,0.000,,16,,,,0.635,,,,,,,,,,,,1.4,,0,,,,,,,2250,,0,,,,2.365,0.132,,1.706,0.072,,,,,,,,0.369,,,702,,0.222,,,,,,,,,,,,,0.567,0.000,7.4,6.757,,2250,0.0,0.104,,1.51,,0.000,,,,,,,,,,1.263,94.0,,0.468,14.0,0.546,,,,7500,168,,0.083,,65.0,0.199,,31.9,0,0.085,16,0.359,3.531,126.0,,,,,,,3.24,,,0.0,,,,,,0.447,,0.000,,,,6.211,0.246,,,,,0.0,,1.9,,,,,
77,"""07909""","Luncheon meat, pork and chicken, minced, canned, includes Spam Lite",56.0,2.0 oz (1 serving),2.528,0.823,,0.71,0.101,,0.000,,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.932,0.056,,0.79,0.067,,,,,,,,,,,459,,0.084,,,,,,,,,,,,,0.118,0.000,0.34,3.931,,0,0.006,0.158,,2.13,,0.000,0.3,,,,,,,,,0.756,258.0,3.5,,,,,,,0,110,,,,,,,,0,,2,,,,0.00,36.0,,0.00,36.0,,0.76,,,0.0,13,,,,,,,,0.3,,10.0,3.679,,,,,,0.0,,21.6,,,,,
78,"""07908""","Luncheon meat, pork with ham, minced, canned, includes Spam (Hormel)",56.0,2.0 oz 1 NLEA serving,5.593,1.131,,0.0,0.178,,0.000,,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.977,0.029,,1.889,0.043,,,,,,,,,,,738,,0.198,,,,,,,,,,,,,0.099,0.000,0.25,7.563,,0,0.013,0.122,,2.07,,0.000,0.3,,,,,,,,,1.059,229.0,3.8,,,,,,,0,176,,,,,,,,0,,2,,,,0.00,38.4,,0.00,38.4,,2.58,,,0.0,15,,,,,,,,0.3,,8.0,6.963,,,,,,0.0,,,,,,,
79,"""07045""","Luncheon meat, pork, canned",28.35,1.0 oz,3.059,1.009,,0.0,0.104,0.270,0.000,,2,,,,0.264,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.886,0.01,,1.018,0.133,,,,,,,,0.138,,,396,,0.105,,,,,,,,,,,,,0.055,0.000,0.26,4.051,,0,0.017,0.060,,1.02,,0.000,0.1,,,,,,,,,0.873,61.0,1.2,0.192,8.59,0.323,,,,0,95,,0.035,,18.0,0.109,,7.9,0,0.007,2,0.162,1.894,23.0,0.00,17.5,0.141,0.00,17.5,0.141,0.6,,,0.0,6,,,,,0.246,,0.023,0.1,0.185,3.0,3.725,0.101,,,,,0.0,,0.3,,,,,
80,"""07906""","Luncheon meat, pork, ham, and chicken, minced, canned, reduced sodium, added ascorbic acid, includes SPAM, 25% less sodium",56.0,2.0 oz 1 NLEA serving,4.969,1.493,,0.0,0.148,,0.000,,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.778,0.026,,1.474,0.129,,,,,,,,,,,687,,0.174,,,,,,,,,,,,,0.1,0.000,0.34,6.91,,0,0.026,0.158,,1.96,,0.000,0.3,,,,,,,,,1.364,316.0,3.4,,,,,,,0,164,,,,,,,,0,,2,,,,0.00,34.3,,0.00,34.3,,1.9,,,0.0,13,,,,,,,,0.3,,8.0,6.256,,,,,,0.0,,24.1,,,,,
81,"""07090""","Luncheon sausage, pork and beef",23.0,"1.0 slice (4"" dia x 1/8"" thick)",1.753,0.471,,,,,0.000,,1,,,,0.333,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.811,0.018,,0.609,0.064,,,,,,,,0.153,,,250,,0.069,0.0,0.33,0.065,,,,,,,,,,0.045,0.000,0.45,2.284,,0,0.005,0.046,,0.81,,0.000,,,,,,,,,,0.407,56.0,,0.205,4.81,0.191,,,,0,60,,0.037,,15.0,0.141,,3.5,0,0.010,1,0.181,1.065,28.0,,,,,,,0.36,,,,,,,,,0.26,,0.005,,,,2.095,0.114,,,,,,,,,,,,
82,"""07060""","Luxury loaf, pork",28.0,"1.0 slice (1 oz) (4"" x 4"" x 3/32"" thick)",0.442,0.143,,,,,0.000,,1,,,,0.463,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.975,0.028,,0.146,0.014,,,,,,,,0.246,,,165,,0.017,,,,,,,,,,,,,0.083,0.000,0.38,0.652,,0,0.003,0.087,,1.01,,0.000,,,,,,,,,,0.129,106.0,,0.255,1.34,0.050,,,,0,39,,0.06,,10.0,0.18,,6.0,0,0.011,1,0.228,0.272,52.0,,,,,,,1.37,,,,,,,,,0.328,,0.006,0.2,0.250,6.0,0.602,0.184,,,,,,,,,,,,
83,"""07940""","Macaroni and cheese loaf, chicken, pork and beef",38.0,1.0 slice,2.133,0.630,,0.0,0.090,0.344,0.000,,5,,,,0.274,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.079,0.042,,0.621,0.054,,,,,,,,0.169,,,363,,0.104,0.0,0.46,0.068,,,,,,,,,,0.095,0.000,0.26,2.893,,0,0.01,0.125,,1.53,,0.000,,,,,,,,,,0.556,119.0,,0.315,5.68,0.269,,,,0,87,,0.055,,17.0,0.144,,8.7,5,0.105,9,0.206,1.366,66.0,,,,,,,4.42,,,0.0,,,,,,0.242,,0.008,,,,2.57,0.123,,,,,0.0,,6.3,,,,,
84,"""07972""","Meatballs, frozen, Italian style",85.0,3.0 oz,6.483,2.844,0.18,2.95,0.116,,0.003,0.017,31,0.139,0.36,,,,,0.0,0.394,0.107,0.0,,,0.072,,0.06,2.0,0.010,0,23.9,0.00,,23.9,0.00,,19,,0,,,,2.642,0.105,0.106,2.005,0.143,1.37,0.071,31,0.029,0.071,31,0.029,,,,1017,0.422,0.324,,,,0.069,45.62,0.0,0.21,,68.0,0.028,0.0,0.042,0.196,0.004,0.85,7.81,7.0,19,0.019,0.172,0.008,2.24,0.03,0.003,0.1,0.003,,0.505,566.0,0.005,0.03,0.011,0.0,2.52,252.0,,,,,0.069,,0.41,62,243,0.000,,,,,,,0,0.240,31,,,,0.00,38.4,,0.00,38.4,,6.85,0.000,,0.0,2,6.632,2.393,,0.785,,,,0.1,,26.0,7.025,,0.0,0.019,0.056,0.49,0.0,,,0.0,,0.004,0.74,0.059
85,"""07050""","Mortadella, beef, pork",28.35,1.0 oz,2.696,0.885,,0.0,0.034,0.344,0.000,,1,,,,0.358,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.758,0.017,,0.916,0.062,,,,,,,,0.179,,,369,,0.145,0.0,0.4,0.058,,,,,,,,,,0.043,0.000,0.42,3.226,0.5,0,0.02,0.037,,0.82,,0.000,,,,,,,,,,0.825,46.0,0.9,0.312,7.2,0.323,,,,0,88,,0.043,,16.0,0.15,,6.4,0,0.009,1,0.201,1.539,27.0,0.00,20.5,0.188,0.00,20.5,0.188,0.86,,,0.0,12,,,,,0.291,,0.034,0.3,0.208,3.0,2.903,0.147,,,,,0.0,,,,,,,
86,"""07061""","Mother's loaf, pork",28.35,1.0 oz,2.254,0.731,,,,,0.000,,2,,,,0.334,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.885,0.026,,0.763,0.074,,,,,,,,0.171,,,335,,0.074,0.0,0.37,0.058,,,,,,,,,,0.048,0.000,0.3,2.931,,0,0.003,0.051,,0.91,,0.000,,,,,,,,,,0.658,64.0,,0.191,6.32,0.190,,,,0,80,,0.048,,13.0,0.127,,10.0,0,0.019,2,0.181,1.409,37.0,,,,,,,2.13,,,,,,,,,0.258,,0.009,0.3,0.189,5.0,2.744,0.151,,,,,,,,,,,,
87,"""07051""","Olive loaf, pork",28.0,"1.0 slice (1 oz) (4"" x 4"" x 3/32"" thick)",1.638,0.540,,0.0,0.083,0.244,0.000,,1,,,,0.227,,,,,,,,,,,,,,0,,,,,,,17,,0,,,,0.514,0.014,,0.566,0.031,,,,,,,,0.132,,,275,,0.076,,,,,,,,,,,,,0.073,0.000,0.35,2.204,1.0,17,0.003,0.064,,1.2,,0.000,,,,,,,,,,0.51,83.0,2.0,0.232,4.62,0.185,,,,56,66,,0.029,,11.0,0.107,,4.6,0,0.010,1,0.118,0.991,36.0,0.00,18.7,0.145,0.00,18.7,0.145,2.58,,,0.0,12,,,,,0.163,,0.003,0.3,0.142,5.0,2.019,0.082,,,,,0.0,,,,,,,
88,"""07201""","Oscar Mayer, Bologna (beef)",28.0,1.0 serving (1 slice),3.598,0.311,,0.39,0.014,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.678,0.031,,1.215,0.070,,,,,,,,,,,370,,0.274,,,,,,,,,,,,,0.031,,0.4,4.259,,0,0.006,0.048,,0.91,,,,,,,,,,,,0.241,47.0,,,,,,,,0,88,,,,,,,,0,,4,,,,,,,,,,0.69,,,0.0,9,,,,,,,,0.2,,4.0,3.802,,,,,,0.0,,,,,,,
89,"""07207""","Oscar Mayer, Braunschweiger Liver Sausage (sliced)",85.0,3.0 oz,9.299,3.171,,1.02,0.196,,,,,,,,,,,,,,,,,,,,0.2,,0,,,,,,,4015,,0,,,,7.811,0.425,,2.967,0.306,,,,,,,,,,,1179,,0.357,,,,,,,,,,,,,1.36,,15.96,13.158,,4015,0.034,0.281,,2.85,,,,,,,,,,,,2.865,172.0,,,,,,,,13382,281,,,,,,,,0,0.126,40,,,,,,,,,,2.21,,,0.0,37,,,,,,,,0.9,,12.0,12.13,,,,,,0.0,,7.7,,,,,
90,"""07209""","Oscar Mayer, Chicken Breast (honey glazed)",52.0,1.0 serving (4 slices),0.205,0.113,,2.24,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,0.054,0.009,,,,,,,,,,,236,,0.003,,,,,,,,,,,,,,,,0.293,,0,0.0,,,2.24,,,,,,,,,,,,0.104,171.0,,,,,,,,0,57,,,,,,,,0,,2,,,,,,,,,,2.24,,,0.0,,,,,,,,,,,,0.246,,,,,,0.0,,,,,,,
91,"""07212""","Oscar Mayer, Ham (chopped with natural juice)",28.0,1.0 serving (1 slice),1.136,0.357,,0.62,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,0.328,0.018,,,,,,,,,,,211,,0.046,,,,,,,,,,,,,,,,1.632,,0,0.005,,,1.02,,,,,,,,,,,,0.339,73.0,,,,,,,,0,50,,,,,,,,0,,1,,,,,,,,,,1.02,,,0.0,,,,,,,,,,,,1.526,,,,,,0.0,,,,,,,
92,"""07230""","Oscar Mayer, Salami (hard)",27.0,1.0 serving 3 slices,2.993,0.771,,0.05,0.154,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,0,,,,1.363,0.051,,0.951,0.071,,,,,,,,,,,416,,0.150,,,,,,,,,,,,,0.07,,0.51,4.053,,1,0.023,0.119,,1.5,,,,,,,,,,,,0.7,96.0,,,,,,,,12,99,,,,,,,,0,0.011,1,,,,,,,,,,0.43,,,0.0,17,,,,,,,,0.4,,6.0,3.703,,,,,,0.0,,,,,,,
93,"""07236""","Oscar Mayer, Smokies Sausage Little Cheese (pork, turkey)",9.0,1.0 link,1.004,0.251,,0.03,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.307,0.015,,,,,,,,,,,118,,0.053,,,,,,,,,,,,,,,,1.187,,,0.007,,,0.31,,,,,,,,,,,,0.236,14.0,,,,,,,,0,28,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,1.118,,,,,,,,,,,,,
94,"""07241""","Oscar Mayer, Wieners (beef franks)",45.0,1.0 serving,5.607,0.612,,0.72,0.015,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.031,0.063,0.189,1.799,0.108,,0.149,3,,0.149,3,,,,,619,,0.426,,,,,,,,,,,,,0.045,,0.73,6.633,,0,0.013,0.032,,1.27,,,,,,,,,,,,0.428,58.0,,,,,,,,0,148,,,,,,,,0,0.009,3,,,,,,,,,,1.25,,,0.0,11,,,,,,,,0.3,,6.0,,,,,,,0.0,,,,,,,
95,"""07925""","Pastrami, beef, 98% fat-free",57.0,1.0 serving 6 slices,0.0,0.023,,0.0,0.054,0.722,,,,,,,0.754,,,,,,,,,,,,,,0,,,,,,,,,0,,,,2.887,0.045,,,,,,,,,,,0.371,,,226,,,0.0,1.58,0.126,,,,,,,,,,0.097,,1.0,0.319,,0,,,,1.94,,,,,,,,,,,,,,,0.708,0.66,,,,,0,54,,0.089,,27.0,0.321,,5.9,0,0.007,4,0.425,,86.0,,,,,,,0.88,,,0.0,,,,,,0.607,,,,,,,,,,,,0.0,,19.7,,,,,
96,"""07052""","Pastrami, turkey",57.0,2.0 slices,0.795,0.809,,1.9,0.031,0.810,0.000,,3,,,,0.947,,,,,,,,,,,,0.1,,0,,,,,,,2,,0,,,,2.01,0.029,,0.257,0.040,,,,,,,,0.455,,,331,,0.023,,,,,,,,,,,,,0.142,0.000,0.14,1.1,0.0,2,0.006,0.154,,2.27,,0.006,0.1,,,,,,,,,0.752,197.0,3.4,0.484,3.54,0.194,,,,7,79,,0.116,,39.0,0.396,,9.2,0,0.007,3,0.523,0.633,114.0,0.00,38.0,0.459,0.00,38.0,0.459,1.9,,,0.0,6,,,,,0.735,,0.000,0.1,0.543,8.0,0.946,0.313,,,,,0.0,,4.6,,,,,
97,"""07053""","Pate, chicken liver, canned",13.0,1.0 tbsp,0.52,0.320,,0.0,0.007,0.155,0.000,,42,,,,0.124,,,,,,,,,,,,,,0,,,,,,,28,,0,,,,0.977,0.023,,0.133,0.013,,,,,,,,0.078,,,109,,0.012,0.0,1.19,0.028,,,,,,,,,,0.182,0.000,1.05,0.686,0.0,28,0.0,0.034,,0.16,,0.000,,,,,,,,,,0.281,12.0,1.8,0.091,1.7,0.081,,,,94,26,,0.025,,51.0,0.064,,6.0,0,0.021,42,0.096,0.363,23.0,0.00,29.7,0.089,0.00,29.7,0.089,0.85,,,0.0,,,,,,0.106,,0.000,0.0,0.112,2.0,0.586,0.045,,,,,0.0,,1.3,,,,,
98,"""07054""","Pate, goose liver, smoked, canned",13.0,1.0 tbsp,1.878,0.109,,,,,0.000,,8,,,,0.112,,,,,,,,,,,,0.0,,,,,,,,,130,,,,,,0.326,0.052,,0.595,0.001,,,,,,,,0.066,,,251,,0.038,0.0,0.71,0.02,,,,,,,,,,0.039,0.000,1.22,3.329,,130,0.004,0.008,,0.4,,0.000,,,,,,,,,,0.074,18.0,,0.073,5.7,0.182,,,,433,60,,0.021,,20.0,0.052,,5.7,0,0.016,8,0.079,1.228,26.0,,,,,,,0.61,,,,,,,,,0.091,,0.000,,,,3.125,0.039,,,,,,,,,,,,
99,"""07055""","Pate, liver, not specified, canned",13.0,1.0 tbsp,1.244,0.411,,,,,0.000,,8,,,,0.109,,,,,,,,,,,,,,0,,,,,,,129,,0,,,,0.429,0.052,,0.385,0.027,,,,,,,,0.074,,,174,,0.051,0.0,0.71,0.022,,,,,,,,,,0.078,0.000,0.42,1.607,,129,0.0,0.008,,0.29,,0.000,,,,,,,,,,0.357,18.0,,0.129,3.64,0.123,,,,429,41,,0.02,,33.0,0.059,,5.4,0,0.016,8,0.072,0.792,26.0,,,,,,,0.2,,,,,,,,,0.116,,0.000,,,,1.483,0.039,,,,,0.0,,0.3,,,,,
100,"""07942""","Pate, truffle flavor",56.0,1.0 serving 2 oz,5.656,1.915,,,,,0.000,,34,,,,0.469,,,,,,,,,,,,,,,,,,,,,555,,,,,,1.848,0.224,,1.658,0.118,,,,,,,,0.318,,,765,,0.218,,,,,,,,,,,,,0.336,0.000,1.79,7.616,,2523,0.0,0.034,,1.23,,0.000,,,,,,,,,,1.54,77.0,,0.557,15.96,0.532,,,,8400,183,,0.088,,59.0,0.254,,23.3,0,0.067,34,0.31,3.410,112.0,,,,,,,3.53,,,,,,,,,0.501,,0.000,,,,6.39,0.167,,,,,,,,,,,,
101,"""07056""","Peppered loaf, pork, beef",100.0,3.0 slices,2.28,0.500,,4.61,0.380,,0.000,,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,3.08,0.12,,0.79,0.070,,,,,,,,,,,624,,0.090,,,,,,,,,,,,,0.3,0.000,1.96,3.0,1.6,0,0.01,0.270,,4.4,,0.000,,,,,,,,,,0.43,394.0,6.5,,,,,,,0,149,,,,,,,,0,0.060,2,,,,0.00,73.0,,0.00,73.0,,4.53,,,0.0,32,,,,,,,,0.8,,20.0,2.72,,,,,,0.0,,,,,,,
102,"""07057""","Pepperoni, beef and pork, sliced",85.0,3.0 oz,15.052,3.789,0.00,0.0,0.230,1.339,0.001,0.031,4,0.139,0.88,0.661,1.404,0.003,,0.0,1.136,0.217,0.0,2.558,1.551,0.2,,0.116,,0.015,0,35.4,0.00,1.001,35.4,0.00,1.001,,,0,0.325,16.36,0.0,4.239,0.077,0.296,4.887,0.143,0.00,0.185,4,0.055,0.185,4,0.055,0.739,0.002,0.00,1794,1.190,0.875,,,,0.107,24.27,0.0,0.09,0.912,16.0,0.055,0.0,0.108,0.218,0.003,1.1,17.654,4.9,0,0.029,0.308,0.003,4.03,0.00,0.003,,,,1.108,1345.0,0.003,,0.017,0.0,3.324,233.0,2.4,0.733,39.34,1.162,0.105,,0.00,0,428,0.001,0.196,,82.0,0.562,0.054,24.6,0,0.913,4,0.766,8.769,134.0,0.00,43.5,0.655,0.00,43.5,0.655,1.0,0.000,,0.0,44,14.751,3.064,,0.790,1.103,,0.024,1.1,0.839,15.0,15.887,0.585,0.0,0.034,0.096,1.298,0.0,,,0.0,0.434,0.002,0.0,0.153
