,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g),"Folate, DFE (µg)",20:3 undifferentiated (g),20:4 n-6 (g),"Vitamin E, added (mg)",22:6 n-3 (DHA) (g),Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
291,"""09313""","Sapodilla, raw",241.0,"1.0 cup, pulp",0.468,0.027,,,,,0.000,,34,,,,0.094,,,,,,,,,,,,12.8,,,,,,,,,0,,,,,,0.482,0.207,,0.227,0.000,,,,,,,,0.029,,,836,,0.000,,,,,,,,,,,,,0.048,,0.00,1.256,,7,0.0,0.089,,1.21,,0.000,,,,,,,,,,0.027,465.0,,0.087,2.65,0.000,,,,145,200.0,,0.012,,0,0.034,,1.4,0,,34.0,0.036,0.241,29,,,,,,,48.1,,,,,,,,,0.041,,0.000,,,,1.256,0.039,,,,,,,,,,,,
292,"""09314""","Sapote, mamey, raw",175.0,"1.0 cup 1"" pieces",0.296,0.170,13.40,35.24,0.023,0.128,,,,0.144,3.69,0.107,0.128,0.000,,0.0,,,0.0,,0.257,,,0.000,9.5,0.000,357,,,,,,,0,,,,,,2.506,0.373,0.007,0.04,0.144,14.02,0.007,,0.000,,,,0.149,0.000,0.67,910,0.000,0.023,,,,0.000,113.52,12,0.0,0.128,32.0,0.000,144,0.004,0.203,,0.00,0.178,,12,0.014,1.260,0.000,1.96,0.00,,,,,0.007,12.0,,0.00,,,0.019,794.0,,0.149,0.81,0.007,0.000,,7.16,250,217.0,0.000,0.086,11.08,0,0.086,0.004,,,,,0.107,0.178,46,,,,,,,56.17,0.000,,0.0,,0.166,0.019,,0.695,0.086,,0.026,,,,0.166,0.086,,,0.007,0.000,,,,0.0,0.042,,0.0,
293,"""09315""","Soursop, raw",225.0,"1.0 cup, pulp",0.115,0.155,,30.46,0.158,,0.000,,32,,,,0.135,,,,,,,,,,,,7.4,,0,,,,,,,,,0,,,,2.025,0.193,,0.025,0.000,,,,,,,,,,,621,,0.000,,,,,,,,,,,,,0.113,,0.00,0.203,0.9,0,0.0,0.133,,1.57,,0.000,,,,,,,,,,0.155,626.0,,,,,,,,4,148.0,,0.025,,0,,,,0,,32.0,,,,0.0,17.1,,0.0,17.1,,37.89,,,0.0,,,,,,,,,0.0,,47.0,0.191,,,,,,0.0,,46.4,,,,,
294,"""09317""","Strawberries, canned, heavy syrup pack, solids and liquids",254.0,1.0 cup,0.036,0.328,,55.45,0.053,0.074,0.000,,71,,,,0.058,,,,,,,,,,,,4.3,,46,,,,,,,,,0,,,,0.145,0.160,,0.005,0.137,,,,,,,,0.043,,,978,,0.000,,,,,,,,,,,,,0.086,,0.00,0.091,3.8,3,0.0,0.124,,0.76,,0.000,,,,,,,,,,0.191,218.0,,0.046,0.66,0.003,,,,66,234.0,,0.015,,0,0.048,,0.8,0,0.508,71.0,0.033,0.025,30,0.0,9.7,0.053,0.0,9.7,0.053,59.77,,,0.0,,,,,,0.061,,0.000,0.0,0.041,20.0,0.089,0.028,,,,,0.0,,80.5,,,,,
295,"""09320""","Strawberries, frozen, sweetened, sliced",255.0,"1.0 cup, thawed",0.018,0.163,,61.23,0.041,0.069,0.000,,38,,,,0.056,,,,,,,,,,,,4.8,,54,,,,,,,,,0,,,,1.023,0.051,,0.003,0.069,,,,,,,,0.041,,,1025,,0.000,,,,,,,,,,,,,0.130,,0.00,0.046,4.3,3,0.0,0.076,,0.61,,0.000,,,,,,,,,,0.094,250.0,,0.043,0.33,0.000,,,,61,245.0,,0.015,,0,0.046,,1.8,0,0.637,38.0,0.031,0.013,33,0.0,11.7,0.051,0.0,11.7,0.051,66.1,,,0.0,,,,,,0.059,,0.000,0.0,0.038,18.0,0.046,0.026,,,,,0.0,,105.6,,,,,
296,"""09318""","Strawberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",221.0,"1.0 cup, thawed",0.013,0.119,4.80,10.08,0.049,,0.000,,38,,,,0.038,,,,,,,,,,,,4.6,,57,,,,,,,,,0,,,,1.021,0.108,,0.002,0.051,4.46,,,,,,,0.029,,,323,,0.000,,,,,,,,,,,,,0.082,,0.00,0.033,4.9,4,0.0,0.062,,0.82,,0.000,,,,,,,,,,0.069,327.0,,0.029,0.24,0.000,,,,99,77.0,,0.011,,0,0.031,,1.5,0,0.641,38.0,0.022,0.009,29,0.0,12.6,0.035,0.0,12.6,0.035,20.18,,,0.0,,,,,,0.04,,0.000,0.0,0.027,24.0,0.033,0.018,,,,,0.0,,91.1,,,,,
297,"""09316""","Strawberries, raw",152.0,"1.0 cup, halves",0.023,0.236,3.71,7.43,0.036,0.052,0.000,,36,,,,0.04,,6.7,0.0,,,,,,,,,3.0,,40,,,,,,,,,0,,,,0.587,0.073,,0.005,0.099,3.02,,,,,,,0.03,,0.00,207,,0.000,18.0,0.62,0.009,,,,0.12,0.040,24.0,,,,0.033,,0.00,0.065,3.3,2,0.0,0.071,,0.61,0.02,0.000,,,,,,,,,0.0,0.137,233.0,0.3,0.030,0.46,0.002,,,,18,49.0,,0.012,0.06,0,0.033,,0.6,0,0.587,36.0,0.024,0.018,36,0.0,8.7,0.038,0.0,8.7,0.038,11.67,,,0.0,,,,,,0.043,,0.000,0.0,0.029,20.0,0.064,0.018,0.0,,,,0.0,,89.4,0.0,0.003,,0.0,
298,"""09321""","Sugar-apples, (sweetsop), raw",250.0,"1.0 cup, pulp",0.12,0.100,,,,,0.000,,35,,,,0.138,,,,,,,,,,,,11.0,,,,,,,,,0,,,,,,2.208,0.215,,0.05,0.000,,,,,,,,,,,982,,0.000,,,,,,,,,,,,,0.282,,0.00,0.285,,0,0.0,0.500,,1.95,,0.000,,,,,,,,,,0.1,618.0,,,,,,,,15,235.0,,0.025,,0,,,,0,,35.0,,,,,,,,,,59.1,,,,,,,,,,,,,,,0.285,,,,,,,,,,,,,
299,"""09322""","Tamarinds, raw",120.0,"1.0 cup, pulp",0.326,0.071,,46.56,0.514,,0.000,,17,,,,0.167,,,,,,,,,,,,6.1,,0,,,,,,,,,0,,,,2.326,0.103,,0.072,0.000,,,,,,,,,,,1200,,0.008,,,,,,,,,,,,,0.182,,0.00,0.217,3.4,2,0.0,0.079,,3.24,,0.000,,,,,,,,,,0.071,754.0,,,,,,,,36,287.0,,0.022,,0,,,,0,,17.0,,,,0.0,10.3,,0.0,10.3,,75.0,,,0.0,,,,,,,,,0.0,,110.0,0.217,,,,,,0.0,,4.2,,,,,
300,"""09221""","Tangerine juice, raw",247.0,1.0 cup,0.059,0.099,,24.45,0.148,0.025,0.000,,12,,,,0.017,,,,,,,,,,,,0.5,,410,,,,,,,,,0,,,,0.247,0.062,,0.002,0.027,,,,,,,,0.015,,,445,,0.002,,,,,,,,,,,,,0.049,,0.00,0.089,0.0,32,0.0,0.104,,0.74,,0.000,,,,,,,,,,0.072,440.0,,0.077,0.49,0.012,,,,625,106.0,,0.002,,0,0.007,,0.2,0,0.091,12.0,0.012,0.052,35,0.0,15.3,0.022,0.0,15.3,0.022,24.95,,,35.0,0,,,,,0.084,,0.000,0.0,0.020,20.0,0.079,0.005,,,,,0.0,,76.6,,,,,
301,"""09219""","Tangerines, (mandarin oranges), canned, juice pack",249.0,1.0 cup,0.007,0.012,,22.09,0.204,0.037,0.000,,12,,,,0.077,,,,,,,,,,,,1.7,,406,,,,,,,,,0,,,,1.108,0.082,,0.0,0.002,,,,,,,,0.025,,,386,,0.000,,,,,,,,,,,,,0.072,,0.00,0.012,0.0,107,0.0,0.105,,0.7,,0.000,,,,,,,,,,0.01,331.0,,,0.07,0.002,,,,2121,92.0,,0.015,,0,0.025,,1.0,0,0.080,12.0,0.042,0.007,25,0.0,22.2,0.052,0.0,22.2,0.052,23.83,,,331.0,0,,,,,0.107,,0.000,0.0,0.065,27.0,0.010,0.027,,,,,0.0,,85.2,,,,,
302,"""09383""","Tangerines, (mandarin oranges), canned, juice pack, drained",189.0,1.0 cup,0.008,0.013,,15.59,0.166,,0.000,,9,,,,,,,,,,,,,,,,2.3,,459,,,,,,,,,0,,,,0.841,0.077,,0.0,0.002,,,,,,,,,,,299,,0.000,,,,,,,,,,,,,0.059,,0.00,0.013,0.0,125,0.0,0.081,,0.55,,0.000,,,,,,,,,,0.009,257.0,,,,,,,,2480,72.0,,,,,,,,0,,9.0,,,,0.0,11.3,,0.0,11.3,,17.78,,,386.0,0,,,,,,,,0.0,,21.0,0.009,,,,,,0.0,,64.1,,,,,
303,"""09220""","Tangerines, (mandarin oranges), canned, light syrup pack",252.0,1.0 cup,0.03,0.050,,39.03,0.134,0.028,0.000,,13,,,,0.058,,,,,,,,,,,,1.8,,411,,,,,,,,,0,,,,1.121,0.111,,0.0,0.013,,,,,,,,0.018,,,643,,0.000,,,,,,,,,,,,,0.111,,0.00,0.045,0.0,106,0.0,0.106,,0.48,,0.000,,,,,,,,,,0.038,197.0,,0.055,0.25,0.005,,,,2117,154.0,,0.01,,0,0.02,,1.0,0,0.081,13.0,0.03,0.028,25,0.0,17.4,0.038,0.0,17.4,0.038,40.8,,,330.0,0,,,,,0.078,,0.000,0.0,0.048,20.0,0.040,0.020,,,,,0.0,,49.9,,,,,
304,"""09218""","Tangerines, (mandarin oranges), raw",195.0,"1.0 cup, sections",0.076,0.127,4.68,20.63,0.113,0.055,0.000,,31,,,,0.062,,,0.0,,,,,,,,,3.5,,269,,,,,,,,,0,,,,0.733,0.082,,0.004,0.035,4.15,,,,,,,0.031,,0.00,435,,0.004,,,,,,,0.0,0.037,72.0,,,,0.070,,0.00,0.117,0.0,66,0.0,0.152,,0.74,0.00,,,,,,,,,,0.0,0.094,324.0,0.2,0.144,0.6,0.014,,,,1328,103.0,,0.004,,0,0.029,,0.2,0,0.076,31.0,0.033,0.068,39,0.0,19.9,0.064,0.0,19.9,0.064,26.01,,,197.0,0,,,,,0.133,,0.000,0.0,0.041,23.0,0.103,0.021,0.0,,,,0.0,,52.1,0.0,0.004,,0.0,
305,"""09326""","Watermelon, raw",154.0,"1.0 cup, balls",0.025,0.077,5.17,9.55,0.051,0.028,0.000,,5,,,,0.095,,2.3,0.0,,,,,,,,,0.6,,12,,,,,,,,,0,,,,0.274,0.065,,0.009,0.000,2.43,,,,,,,0.042,,0.09,196,,0.000,3.0,0.37,0.003,,,,0.0,0.015,11.0,,,,0.032,,0.00,0.057,0.2,43,0.002,0.069,,0.39,0.00,,,,,,,,,,0.0,0.077,172.0,0.5,0.037,0.23,0.000,,,,876,46.0,,0.011,,0,0.018,,0.6,0,0.059,5.0,0.029,0.012,17,0.0,6.3,0.025,0.0,6.3,0.025,11.63,,,0.0,,,,,,0.091,,0.002,0.0,0.025,15.0,0.057,0.009,0.0,,,,0.0,,12.5,0.0,0.009,,0.0,
306,"""09504""","Apples, raw, fuji, with skin (Includes foods for USDA's Food Distribution Program)",109.0,"1.0 cup, sliced",,,,12.73,0.014,,,,,,,,,,,,,,,,,,,,2.3,,12,,,,,,,,,,,,,0.076,0.027,,,,,,,,,,,,,,289,,,,,,,,,,,,,,,0.028,,,,,,,,,0.26,,,,,,,,,0.00,,,,,,,,,,,,41,69.0,,,,,,,,,,,,,,,,,,,,16.59,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,
307,"""09503""","Apples, raw, gala, with skin (Includes foods for USDA's Food Distribution Program)",109.0,"1.0 cup, sliced",,,,11.3,0.019,,,,,,,,,,,,,,,,,,,,2.5,,12,,,,,,,,,,,,,0.082,0.023,,,,,,,,,,,,,,258,,,,,,,,,,,,,,,0.032,,,,,,,,,0.22,,,,,,,,,0.00,,,,,,,,,,,,31,62.0,,,,,,,,,,,,,,,,,,,,14.91,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,
308,"""09501""","Apples, raw, golden delicious, with skin",109.0,"1.0 cup, sliced",,,,10.94,0.020,0.015,,,,,,,0.014,,,,,,,,,,,,2.6,,31,,,,,,,,,,,,,0.102,0.033,,,,,,,,,,,0.007,,0.00,259,,,,,,,,,,,,,,,0.028,,,,,,,,,0.17,,,,,,,,,0.00,,,,,,0.007,0.16,,,,,56,62.0,,0.001,0.05,,0.001,,0.0,,,,0.007,,11,,,,,,,14.82,,,0.0,,,,,,0.007,,,,,,,,,,,,,,,,,,0.0,
309,"""09502""","Apples, raw, granny smith, with skin (Includes foods for USDA's Food Distribution Program)",109.0,"1.0 cup, sliced",,,,10.45,0.021,,,,,,,,,,,,,,,,,,,,3.1,,70,,,,,,,,,,,,,0.137,0.034,,,,,,,,,,,,,,264,,,,,,,,,,,,,,,0.027,,,,,,,,,0.32,,,,,,,,,0.00,,,,,,,,,,,,109,63.0,,,,,,,,,,,,,,,,,,,,14.83,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,
310,"""09500""","Apples, raw, red delicious, with skin (Includes foods for USDA's Food Distribution Program)",109.0,"1.0 cup, sliced",,,,11.42,0.016,0.014,,,,,,,0.014,,,,,,,,,,,,2.5,,34,,,,,,,,,,,,,0.082,0.029,,,,,,,,,,,0.007,,0.00,269,,,,,,,,,0.0,0.010,7.0,,,,0.027,,,,,,,,,0.15,0.00,,,,,,,,0.00,,,,,,0.007,0.22,,,,,60,64.0,,0.001,0.05,,0.001,,0.0,,,,0.007,,13,,,,,,,15.33,,,0.0,,,,,,0.007,,,,,,,,,,,,,,,,,,0.0,
311,"""09353""","Blueberries, wild, canned, heavy syrup, drained",319.0,1.0 cup,,,,61.5,0.105,,,,,,,,,,,,,,,,,,,,15.6,,,0.0,,,0.0,,,,,,,,,1.496,,,,,,,,,,,,,,,1423,,,,,,,,,,,,,,,0.998,,,,,,,,,0.48,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0,7.337,26.0,,,,,,,,,,90.34,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
312,"""09362""","Cherries, sour, canned, water pack, drained",168.0,1.0 cup,,,,11.74,0.042,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,,,,,0.437,,,,,,,,,,,,,,,292,,,,,,,,,,,,,,,0.109,,0.00,,,,,,,0.57,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.56,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
313,"""09546""","Cherry juice, tart",269.0,1.0 cup,,,,32.84,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,667,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.85,,,,,,,,,,,,0.0,,30.0,,,,,,,0.0,,,,,,0.0,
314,"""09433""","Clementines, raw",74.0,1.0 fruit,,,,6.79,0.064,,,,,,,,,,,0.0,,,,,,,,,1.3,,,,,,,,,,,,,,,0.471,0.032,,,,,,,,,,,,,,147,,,,,,,,,0.0,,22.0,,,,0.022,,,,,,,,,0.3,0.00,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0,0.017,18.0,,,,,,,,,,8.89,,,,,,,,,,,,0.0,,7.0,,,,,,,,,,0.0,,,0.0,
315,"""09421""","Dates, medjool",24.0,"1.0 date, pitted",,,,15.95,0.012,0.020,,,,,,,0.013,,,,,,,,,,,,1.6,,6,,,,,,,,,,,,,0.386,0.087,,,,,,,,,,,0.01,,0.07,278,,,,,,,,,,,,,,,0.014,,,,,,,,,0.42,,,,,,,,,0.00,,,,,,0.027,0.04,,,,,36,66.0,,0.002,,,0.004,,,0,0.071,4.0,0.011,,15,,,,,,,17.99,,,0.0,,,,,,0.014,,,0.0,0.016,13.0,,,,,,,,,,,,,0.0,
316,"""09416""","Grapefruit juice, white, bottled, unsweetened, OCEAN SPRAY",251.0,1.0 cup,,,,19.3,0.163,,,,,,,,,,,0.0,,,,,,,,,1.5,,,,,,,,,,,0,,,,0.66,0.080,,,,,,,,,,,,,,384,,,,,,,,,0.0,,38.0,,,,0.050,,0.00,,,,,,,0.73,0.00,,,,,,,,0.08,,0.0,,,,,,,,,,83,93.0,,,,,,,,,,,,,,,,,,,,18.85,,,,,,,,,,,,0.0,,23.0,,,,,,,0.0,,78.1,0.0,,,0.08,
317,"""09523""","Lemon juice from concentrate, bottled, CONCORD",15.0,1.0 tbsp,,,,0.21,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.003,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,0.003,,,,,,,,,0.03,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
318,"""09448""","Nance, canned, syrup, drained",11.1,3.0 fruit without pits,,,,1.74,0.002,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,0.033,0.006,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,0.002,,,,,,,,,0.06,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
319,"""09449""","Nance, frozen, unsweetened",112.0,"1.0 cup without pits, thawed",,,,9.31,0.017,,,,,,,,,,,0.0,,,,,,,,,8.4,,637,,,,,,,,,,,,,0.325,0.046,,,,,,,,,,,,,,343,,,,,,,,,2.11,,52.0,,,,0.020,,,,,,,,,0.64,0.32,,,,,,,,0.00,,,,,,,,,,,,83,82.0,,,,,,,,0,0.278,9.0,,,,,,,,,,19.01,,,3.0,,,,,,,,,,,,,,,,,,,,,0.06,,,0.0,
320,"""09450""","Naranjilla (lulo) pulp, frozen, unsweetened",120.0,1.0 cup thawed,,,,4.49,0.054,,,,,,,,,,,0.0,,,,,,,,,1.3,,359,,,,,,,,,,,,,1.74,0.034,,,,,,,,,,,,,,124,,,,,,,,,0.24,,10.0,,,,0.000,,,,,,,,,0.47,0.00,,,,,,,,0.00,,,,,,,,,,,,682,30.0,,,,,,,,0,0.080,4.0,,,,,,,,,,7.08,,,5.0,,,,,,,,,,,,,,,,,,,,,0.01,,,0.0,
321,"""09412""","Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",140.0,"1.0 cup, sliced",,,,13.57,0.017,0.028,,,,,,,0.025,,,,,,,,,,,,4.3,,71,,,,,,,,,,,,,0.23,0.109,,,,,,,,,,,0.017,,0.00,370,,,,,,,,,,,,,,,0.036,,,,,,,,,0.42,,,,,,,,,0.00,,,,,,0.031,0.22,,,,,39,88.0,,0.003,,,0.003,,0.1,,,,0.017,,15,,,,,,,21.01,,,3.0,,,,,,0.015,,,,,,,,,,,,,,,,,,0.0,
322,"""09414""","Pears, raw, bosc (Includes foods for USDA's Food Distribution Program)",140.0,"1.0 cup, sliced",,,,14.32,0.017,0.025,,,,,,,0.022,,,,,,,,,,,,4.3,,15,,,,,,,,,,,,,0.213,0.146,,,,,,,,,,,0.015,,0.00,391,,,,,,,,,,,,,,,0.032,,,,,,,,,0.39,,,,,,,,,0.00,,,,,,0.028,0.13,,,,,27,94.0,,0.003,,,0.003,,0.0,,,,0.015,,20,,,,,,,22.54,,,0.0,,,,,,0.014,,,,,,,,,,,,,,,,,,0.0,
323,"""09415""","Pears, raw, green anjou (Includes foods for USDA's Food Distribution Program)",140.0,"1.0 cup, sliced",,,,13.62,0.014,0.031,,,,,,,0.028,,,,,,,,,,,,4.3,,64,,,,,,,,,,,,,0.211,0.108,,,,,,,,,,,0.02,,0.00,385,,,,,,,,,,,,,,,0.031,,,,,,,,,0.52,,,,,,,,,0.00,,,,,,0.035,0.14,,,,,35,92.0,,0.003,,,0.003,,0.0,,,,0.018,,18,,,,,,,22.11,,,0.0,,,,,,0.017,,,,,,,,,,,,,,,,,,0.0,
324,"""09413""","Pears, raw, red anjou",126.0,1.0 small,,,,12.02,0.015,0.021,,,,,,,0.019,,,,,,,,,,,,3.8,,67,,,,,,,,,,,,,0.204,0.088,,,,,,,,,,,0.013,,,329,,,,,,,,,,,,,,,0.035,,,,,,,,,0.44,,,,,,,,,,,,,,,0.024,0.18,,,,,30,78.0,,0.001,,,0.001,,0.1,,,,0.013,,16,,,,,,,18.82,,,0.0,,,,,,0.011,,,,,,,,,,,,,,,,,,,
325,"""09430""","Pineapple, raw, extra sweet variety",165.0,"1.0 cup, chunks",,,,17.03,0.132,,,,,,,,,,,0.0,,,,,,,,,2.3,,0,,,,,,,,,,,,,0.837,0.186,,,,,,,,,,,,,,355,,,,,,,,,0.0,,21.0,,,,0.054,,,,,,,,,0.33,0.00,,,,,,,,0.00,,,,,,,,,,,,94,84.0,,,,,,,,0,1.350,31.0,,,,,,,,,,22.27,,,0.0,,,,,,,,,0.0,,20.0,,,,,,,,,,0.0,,,0.0,
326,"""09429""","Pineapple, raw, traditional varieties",165.0,"1.0 cup, chunks",,,,13.68,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.775,0.134,,,,,,,,,,,,,,314,,,,,,,,,,,,,,,0.048,,,,,,,,,0.45,,,,,,,,,0.00,,,,,,,,,,,,86,74.0,,,,,,,,,,,,,,,,,,,,19.5,,,0.0,,,,,,,,,0.0,,20.0,,,,,,,,,,,,,0.0,
327,"""09437""","Tamarind nectar, canned",251.0,1.0 cup,,,,31.88,0.008,,,,,,,,,,,0.0,,,,,,,,,1.3,,0,0.0,0.03,,0.0,0.03,,,,,,,,0.176,0.035,,,,,,,,,,,,,,602,,,,,,,,,0.05,,25.0,,,,0.008,,0.00,,,,,,,0.23,0.00,,,,,,,,0.00,,,,,,,,,,,,0,143.0,,,,,,,,0,0.050,3.0,,,,,,,,,,36.97,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,
328,"""09173""","Longans, dried",1.7,1.0 fruit,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.017,0.014,,,,,,,,,,,0.002,,,20,,,,,,,,,,,,,,,0.009,,0.00,,,,,,,0.05,,,,,,,,,,,,,,,0.003,0.01,,,,,0,5.0,,,,,0.002,,,,,,0.002,,3,,,,,,,1.26,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,
329,"""09172""","Longans, raw",3.2,1.0 fruit without refuse,,,,,,,,,,,,,0.001,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.01,0.005,,,,,,,,,,,0.001,,,8,,,,,,,,,,,,,,,0.004,,0.00,,,,,,,0.02,,,,,,,,,,,,,,,0.001,0.0,,,,,,,,,,,0.001,,,,,,0.001,,1,,,,,,,0.48,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,
330,"""09264""","Persimmons, japanese, dried",34.0,1.0 fruit without refuse,,,,,,,,,,,,,0.027,,,,,,,,,,,,4.9,,,,,,,,,0,,,,,,0.061,0.150,,,,,,,,,,,0.024,,,390,,,,,,,,,,,,,,,0.010,,0.00,,,,,,,0.54,,,,,,,,,,,,,,,0.018,0.2,,,,,261,93.0,,0.008,,0,0.013,,,,,,0.02,,28,,,,,,,24.97,,,6.0,0,,,,,0.02,,,0.0,0.024,11.0,,,,,,,,,,,,,,
331,"""09265""","Persimmons, native, raw",25.0,1.0 fruit without refuse,,,,,,,,,,,,,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,133,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,0.008,0.1,,,,,,,,0.004,,0,0.006,,,,,,0.009,,6,,,,,,,8.38,,,,,,,,,0.009,,,,,,,,,,,,,,,,,,,
332,"""09422""","Durian, raw or frozen",243.0,"1.0 cup, chopped or diced",,,,,,,,,,,,,,,,,,,,,,,,,9.2,,,,,,,,,0,,,,,,2.61,0.503,,,,,,,,,,,,,,1494,,,,,,,,,,,,,,,0.486,,0.00,,,,,,,2.72,,,,,,,,,,,,,,,,,,,,,107,357.0,,,,,,,,,,,,,,,,,,,,65.83,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
333,"""09129""","Grapes, muscadine, raw",6.0,1.0 grape,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,0.090,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,4,3.0,,,,,,,,,,,,,,,,,,,,0.84,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,
