,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g),"Folate, DFE (µg)",20:3 undifferentiated (g),20:4 n-6 (g),"Vitamin E, added (mg)",22:6 n-3 (DHA) (g),Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
146,"""09133""","Grapes, canned, thompson seedless, water pack, solids and liquids",245.0,1.0 cup,0.086,0.076,,23.77,0.076,0.025,0.000,,7,,,,0.027,,,,,,,,,,,,1.5,,118,,,,,,,,,0,,,,0.319,0.137,,0.01,0.017,,,,,,,,0.034,,,409,,0.002,,,,,,,,,,,,,0.056,,0.00,0.01,24.0,5,0.0,0.159,,0.61,,0.000,,,,,,,,,,0.059,262.0,,0.042,0.27,0.000,,,,110,98.0,,0.005,,0,0.022,,0.2,0,0.096,7.0,0.01,0.073,44,0.0,9.3,0.059,0.0,9.3,0.059,25.23,,,2.0,0,,,,,0.091,,0.000,0.0,0.034,15.0,0.010,0.044,,,,,0.0,,2.5,,,,,
147,"""09132""","Grapes, red or green (European type, such as Thompson seedless), raw",151.0,1.0 cup,0.082,0.072,12.28,23.37,0.104,0.033,0.000,,3,,,,0.041,,11.8,0.0,,,,,,,,,1.4,,109,,,,,,,,,0,,,,0.284,0.192,,0.009,0.017,10.87,,,,,,,0.033,,0.00,435,,0.002,6.0,0.54,0.015,,,,0.11,0.024,15.0,,,,0.106,,0.00,0.011,22.0,5,0.0,0.130,,0.72,0.00,,,,,,,,,,0.0,0.056,288.0,0.2,0.121,0.24,0.000,,,,100,104.0,,0.017,,0,0.015,,0.2,0,0.107,3.0,0.017,0.069,30,0.0,8.5,0.033,0.0,8.5,0.033,27.33,,,2.0,0,,,,,0.196,,0.000,0.0,0.033,11.0,0.011,0.033,0.0,,,,0.0,,4.8,0.0,0.014,,0.0,
148,"""09434""","Guanabana nectar, canned",251.0,1.0 cup,0.073,0.098,14.91,32.81,0.008,,0.000,,15,,,,,,,0.0,,,,,,,,,0.3,,0,0.0,0.03,,0.0,0.03,,,,0,,,,0.301,0.025,,0.015,0.000,15.99,,,,,,,,,,615,,0.000,,,,,,,0.0,,18.0,,,,0.028,,0.00,0.128,,0,0.0,0.018,,0.2,0.00,,,,,,,,,,0.0,0.098,63.0,0.0,,,,,,,0,148.0,,,,,,,,0,0.025,15.0,,,,0.0,5.5,,0.0,5.5,,37.47,,,0.0,,,,,,,,,0.0,,8.0,0.120,,0.0,,,,0.0,,27.9,0.0,,,0.0,
149,"""09435""","Guava nectar, canned, with added ascorbic acid",251.0,1.0 cup,0.05,0.025,14.46,32.5,0.008,,,,,,,,,,,0.0,,,,,,,,,2.5,,0,0.0,0.03,,0.0,0.03,,,,,,,,0.427,0.043,,,,,,,,,,,,,,658,,,,,,,,,0.0,,20.0,,,,0.008,,,0.05,2.5,,,,,0.23,0.00,,,,,,,,0.00,,,,,,,,,,,,266,158.0,,,,,,,,0,0.146,8.0,,,,,,,,,,40.79,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,
150,"""09519""","Guava nectar, with sucralose, canned",335.0,11.0 fl oz,0.077,0.057,,34.0,0.017,,0.000,,13,,,,,,,,,,,,,,,,4.0,,0,,,,,,,,,0,,,,0.57,0.084,,0.003,0.047,,,,,,,,,,,670,,0.013,,,,,,,,,,,,,0.017,,0.00,0.067,3.4,7,0.003,0.030,,0.3,,0.000,,,,,,,,,,0.01,111.0,,,,,,,,164,161.0,,,,,,,,0,0.194,13.0,,,,0.0,3.7,,0.0,3.7,,44.55,,,0.0,,,,,,,,,0.0,,7.0,0.030,,,,,,0.0,,71.4,,,,,
151,"""09143""","Guava sauce, cooked",238.0,1.0 cup,0.095,0.140,,13.99,0.062,0.050,0.000,,12,,,,0.021,,,,,,,,,,,,8.6,,0,,,,,,,,,0,,,,1.0,0.183,,0.01,0.040,,,,,,,,0.029,,,359,,0.007,,,,,,,,,,,,,0.031,,0.00,0.031,4.5,33,0.0,0.214,,1.19,,0.000,,,,,,,,,,0.1,536.0,,0.024,0.33,0.002,,,,674,86.0,,0.007,,0,0.01,,1.2,0,0.257,12.0,0.029,0.081,26,0.0,9.8,0.021,0.0,9.8,0.021,22.56,,,0.0,,,,,,0.019,,0.000,0.0,0.026,17.0,0.029,0.007,,,,,0.0,,348.4,,,,,
152,"""09139""","Guavas, common, raw",165.0,1.0 cup,0.449,0.662,,14.72,0.111,0.282,0.000,,81,,,,0.119,,,,,,,,,,,,8.9,,0,,,,,,,,,0,,,,1.789,0.380,,0.041,0.185,,,,,,,,0.158,,,470,,0.031,,,,,,,,,,,,,0.066,,0.00,0.144,4.3,51,0.0,0.181,,2.29,,0.000,,,,,,,,,,0.475,688.0,,0.129,1.57,0.008,,,,1030,112.0,,0.036,,0,0.051,,1.0,0,0.247,81.0,0.153,0.376,66,0.0,12.5,0.124,0.0,12.5,0.124,23.63,,,0.0,,,,,,0.107,,0.000,0.0,0.144,36.0,0.135,0.036,,,,,0.0,,376.7,,,,,
153,"""09140""","Guavas, strawberry, raw",244.0,1.0 cup,0.42,0.617,,,,,,,,,,,0.039,,,,,,,,,,,,13.2,,,,,,,,,0,,,,,,1.464,,,0.039,0.173,,,,,,,,0.054,,,705,,0.029,,,,,,,,,,,,,0.073,,0.00,0.134,,12,,,,1.95,,,,,,,,,,,,0.444,712.0,,0.044,1.46,0.007,,,,220,168.0,,0.012,,0,0.017,,,,,,0.051,0.351,66,,,,,,,42.36,,,,,,,,,0.037,,,,,,0.127,0.012,,,,,,,,,,,,
154,"""09144""","Jackfruit, raw",165.0,"1.0 cup, sliced",0.322,0.155,15.16,31.48,0.173,0.170,0.000,,40,0.130,0.56,0.086,0.114,0.000,,0.0,,,0.0,0.312,0.284,,,0.000,2.5,0.000,259,,,,,,,0,,,,,,1.518,0.125,0.003,0.018,0.130,15.64,0.007,40,0.000,,,,0.142,,0.00,655,0.000,0.007,,,,0.000,121.21,8,0.0,0.142,40.0,0.000,101,0.003,0.091,,0.00,0.256,,8,0.007,0.543,,1.55,0.00,,,,,0.040,3.0,0.000,,,0.0,0.025,739.0,,0.028,1.06,0.040,0.000,,0.69,182,157.0,0.000,0.056,2.43,0,0.17,0.007,,0,0.071,40.0,0.114,0.216,35,,,,,,,38.36,0.000,,10.0,,0.210,0.025,,0.388,0.228,,0.046,,,,0.210,0.056,,,,0.000,,,,0.0,0.056,,0.0,
155,"""09443""","Juice, apple and grape blend, with added ascorbic acid",250.0,8.0 fl oz,0.058,0.080,16.15,27.3,0.015,,,,0,,,,,,,,,,,,,,,,0.5,,82,,,,,,,,,0,,,,0.217,0.025,,0.007,0.015,9.30,,,,,,,,,,528,,0.003,,,,,,,,,,,,,0.037,,0.00,0.013,0.5,0,0.0,0.052,,0.55,,0.000,,,,,,,,,0.0,0.068,240.0,,,,,,,,10,125.0,,,,,,,,,0.102,0.0,,,,0.0,6.0,,0.0,6.0,,31.15,,,0.0,,,,,,,,,0.0,,18.0,0.010,,,,,,0.0,,70.5,,,,0.0,
156,"""09444""","Juice, apple, grape and pear blend, with added ascorbic acid and calcium",250.0,8.0 fl oz,0.052,0.100,14.72,24.88,0.013,,,,0,,,,,,,,,,,,,,,,0.5,,40,,,,,,,,,0,,,,0.235,0.033,,0.005,0.018,8.75,,,,,,,,,,548,,0.003,,,,,,,,,,,,,0.037,,0.00,0.013,,0,0.0,0.045,,0.78,,0.000,,,,,,,,,0.0,0.083,222.0,,,,,,,,2,130.0,,,,,,,,,0.215,0.0,,,,0.0,4.5,,0.0,4.5,,32.4,,,0.0,,,,,,,,,0.0,,15.0,0.013,,,,,,0.0,,126.8,,,,0.0,
157,"""09148""","Kiwifruit, green, raw",180.0,"1.0 cup, sliced",0.052,0.517,7.83,16.18,0.049,0.119,0.000,,45,,,,0.11,,,0.0,,,,,,,,,5.4,,220,,,,,,,,,0,,,,0.614,0.234,,0.022,0.076,7.40,,,,,,,0.085,,0.34,459,,0.000,,,,,,,0.05,0.108,61.0,,,,0.045,,0.00,0.085,72.5,7,0.0,0.113,,1.1,0.00,,,,,,,,0.31,,0.0,0.443,562.0,0.9,0.079,0.94,0.000,,,,157,110.0,,0.027,,0,0.061,,0.4,0,0.176,45.0,0.092,0.031,61,0.0,14.0,0.095,0.0,14.0,0.095,26.39,,,0.0,,,,,,0.146,,0.000,0.0,0.103,31.0,0.085,0.049,0.0,,,,0.0,,166.9,0.18,0.043,0.000,0.0,
158,"""09520""","Kiwifruit, ZESPRI SunGold, raw",81.0,1.0 fruit,0.053,0.090,4.70,9.96,0.000,,0.000,,25,0.035,1.13,,,,,,,,0.0,,,0.000,,,1.1,0.006,19,,,,,,,,,0,,,,0.187,0.122,0.000,0.005,0.035,4.28,0.004,25,0.006,,,0.000,,,,212,,0.002,,,,,,,0.06,,14.0,,,,0.060,0.000,0.06,0.019,4.9,1,0.002,0.064,0.000,0.38,0.00,,0.0,,,0.003,2.0,0.001,,,0.0,0.049,255.0,,,,,,,,19,51.0,0.000,,,,,,,0,0.039,25.0,,,,,,,,,,12.79,,,0.0,,0.011,0.047,,0.097,,,,0.0,,10.0,0.011,,,0.001,0.000,,0.0,,130.7,,,,0.0,0.001
159,"""09149""","Kumquats, raw",19.0,1.0 fruit without refuse,0.02,0.032,,1.78,0.007,,0.000,,3,,,,,,,,,,,,,,,,1.2,,25,,,,,,,,,0,,,,0.082,0.018,,0.001,0.009,,,,,,,,,,,56,,0.001,,,,,,,,,,,,,0.017,,0.00,0.029,0.0,3,0.0,0.007,,0.1,,0.000,,,,,,,,,,0.024,35.0,,,,,,,,55,13.0,,,,,,,,0,0.026,3.0,,,,0.0,1.6,,0.0,1.6,,3.02,,,29.0,0,,,,,,,,0.0,,4.0,0.026,,,,,,0.0,,8.3,,,,,
160,"""09524""","Lemon juice from concentrate, bottled, REAL LEMON",15.0,1.0 tbsp,0.004,0.003,0.11,0.24,0.003,,0.000,,2,0.001,0.03,,,,,0.0,,,0.0,,,,,0.000,0.1,0.000,2,0.0,,,0.0,,,,,,,,,0.027,0.003,0.000,0.001,0.001,0.13,0.000,,,,,,,,,11,0.000,0.000,,,,0.000,14.04,6,0.0,,1.0,,0,0.0,0.003,0.000,,0.001,0.0,0,0.0,0.006,,0.03,0.00,,,,,,4.0,0.000,0.00,,,0.002,16.0,,,,,,,0.0,5,3.0,0.000,,,,,,,,,,,,,,,,,,,0.85,0.000,,0.0,,0.001,0.002,,0.013,,,,,,,0.001,,0.0,,,0.000,,,,0.0,,,0.0,
161,"""09153""","Lemon juice from concentrate, canned or bottled",15.0,1.0 tbsp,0.004,0.003,0.10,0.23,0.003,,0.000,,1,,,,,,,0.0,,,0.0,,,,,0.000,0.1,0.000,2,0.0,,,0.0,,,,,0,,,,0.027,0.003,0.000,0.001,0.001,0.13,0.000,1,,,,,,,,11,0.000,0.000,,,,0.000,14.05,6,0.0,,2.0,,0,0.0,0.003,,0.00,0.001,0.0,0,0.0,0.006,,0.03,0.00,,,,,,4.0,0.000,,,0.0,0.002,16.0,,,,,,,0.0,5,3.0,0.000,,,,,,,0,0.002,1.0,,,,0.0,0.8,,0.0,0.8,,0.84,0.000,,0.0,,0.001,0.002,,0.012,,,,0.0,,1.0,0.001,,0.0,,,0.000,0.0,,2.1,0.0,,,0.0,
162,"""09152""","Lemon juice, raw",244.0,1.0 cup,0.098,0.051,2.68,6.15,0.059,,0.000,,49,0.022,0.37,,,,,,,,0.0,,,,,0.000,0.7,0.000,37,,,,,,,,,0,,,,0.222,0.039,0.000,0.01,0.022,2.42,0.005,49,0.000,,,,,,,222,0.000,0.005,,,,0.000,225.24,10,,,,0.000,2,0.002,0.037,,0.00,0.015,,0,0.002,0.112,0.000,0.51,,0.000,,,,,2.0,0.000,,,0.0,0.029,251.0,,,,,0.000,,1.05,15,54.0,0.000,,,,,,,0,0.029,49.0,,,,0.0,12.4,,0.0,12.4,,16.84,0.000,,0.0,,0.010,0.029,,0.320,,,,0.0,,15.0,0.010,,,,,0.000,0.0,,94.4,,,,0.0,
163,"""09156""","Lemon peel, raw",6.0,1.0 tbsp,0.002,0.005,,0.25,0.004,,0.000,,1,,,,,,,,,,,,,,,,0.6,,1,,,,,,,,,0,,,,0.024,0.006,,0.0,0.002,,,,,,,,,,,12,,0.000,2.0,0.05,,,,,,,,,,,0.005,,0.00,0.001,0.0,0,0.0,0.010,,0.04,,0.000,,,,,,,,,,0.004,10.0,,,,,,,,3,3.0,,,,,,,,0,,1.0,,,,0.0,0.5,,0.0,0.5,,0.96,,,0.0,0,,,,,,,,0.0,,1.0,0.001,,,,,,0.0,,7.7,,,,,
164,"""09150""","Lemons, raw, without peel",212.0,"1.0 cup, sections",0.083,0.189,,5.3,0.085,,0.000,,23,,,,,,,,,,,,,,,,5.9,,23,,,,,,,,,0,,,,0.212,0.078,,0.004,0.055,,,,,,,,,,,257,,0.002,,,,,,,,,,,,,0.042,,0.00,0.023,0.0,2,0.0,0.170,,0.64,,0.000,,,,,,,,,,0.134,293.0,,,,,,,,47,61.0,,,,,,,,0,0.064,23.0,,,,0.0,10.8,,0.0,10.8,,19.76,,,2.0,0,,,,,,,,0.0,,17.0,0.021,,,,,,0.0,,112.4,,,,,
165,"""09161""","Lime juice, canned or bottled, unsweetened",246.0,1.0 cup,0.064,0.157,,3.37,0.081,,0.000,,20,,,,,,,,,,,,,,,,1.0,,0,,,,,,,,,0,,,,0.401,0.074,,0.002,0.054,,,,,,,,,,,216,,0.002,,,,,,,,,,,,,0.007,,0.00,0.054,1.2,2,0.0,0.066,,0.76,,0.000,,,,,,,,,,0.103,184.0,,,,,,,,39,52.0,,,,,,,,0,0.020,20.0,,,,0.0,12.5,,0.0,12.5,,16.46,,,0.0,,,,,,,,,0.0,,17.0,0.044,,,,,,0.0,,15.7,,,,,
166,"""09160""","Lime juice, raw",242.0,1.0 cup,0.019,0.056,1.48,4.09,0.061,0.039,0.000,,24,,,,0.039,,,0.0,,,,,,,,,1.0,,0,,,,,,,,,0,,,,0.344,0.065,,0.0,0.019,1.45,,,,,,,0.005,,0.00,252,,0.000,,,,,,,0.0,0.027,34.0,,,,0.036,,0.00,0.019,1.5,5,0.0,0.092,,0.75,0.00,,,,,,,,,,0.0,0.036,283.0,0.5,0.073,0.17,0.005,,,,121,60.0,,0.005,,0,0.005,,0.2,0,0.044,24.0,0.005,0.019,34,0.0,12.3,0.085,0.0,12.3,0.085,20.38,,,0.0,,,,,,0.036,,0.000,0.0,0.027,19.0,0.017,0.005,0.0,,,,0.0,,72.6,0.0,0.005,,0.0,
167,"""09159""","Limes, raw",67.0,"1.0 fruit (2"" dia)",0.015,0.037,,1.13,0.020,,0.000,,5,,,,0.009,,,,,,,,,,,,1.9,,0,,,,,,,,,0,,,,0.134,0.044,,0.001,0.013,,,,,,,,,,,84,,0.001,,,,,,,,,,,,,0.013,,0.00,0.013,0.4,1,0.0,0.029,,0.2,,0.000,,,,,,,,,,0.024,68.0,,,,,,,,34,20.0,,0.002,,0,,,,0,0.005,5.0,,,,0.0,3.4,,0.0,3.4,,7.06,,,0.0,,,,,,,,,0.0,,4.0,0.011,,,,,,0.0,,19.5,,,,,
168,"""09165""","Litchis, dried",2.5,1.0 fruit,0.007,0.009,,1.65,0.000,,0.000,,0,,,,0.005,,,,,,,,,,,,0.1,,0,,,,,,,,,0,,,,0.077,0.016,,0.002,0.004,,,,,,,,,,,29,,0.000,,,,,,,,,,,,,0.014,,0.00,0.008,0.0,0,0.0,0.002,,0.05,,0.000,,,,,,,,,,0.005,28.0,,,,,,,,0,7.0,,0.001,,0,,,,0,0.006,0.0,,,,0.0,0.3,,0.0,0.3,,1.77,,,0.0,,,,,,,,,0.0,,1.0,0.008,,,,,,0.0,,4.6,,,,,
169,"""09164""","Litchis, raw",190.0,1.0 cup,0.188,0.251,,28.94,0.021,,0.000,,27,,,,0.078,,,,,,,,,,,,2.5,,0,,,,,,,,,0,,,,1.146,0.281,,0.046,0.123,,,,,,,,,,,524,,0.004,,,,,,,,,,,,,0.123,,0.00,0.228,0.8,0,0.0,0.190,,0.84,,0.000,,,,,,,,,,0.127,325.0,,,,,,,,0,125.0,,0.013,,0,,,,0,0.104,27.0,,,,0.0,13.5,,0.0,13.5,,31.41,,,0.0,,,,,,,,,0.0,,19.0,0.226,,,,,,0.0,,135.8,,,,,
170,"""09167""","Loganberries, frozen",147.0,"1.0 cup, unthawed",0.016,0.259,,11.32,0.074,,0.000,,38,,,,,,,,,,,,,,,,7.8,,173,,,,,,,,,0,,,,1.235,0.172,,0.003,0.087,,,,,,,,,,,338,,0.000,,,,,,,,,,,,,0.050,,0.00,0.044,11.5,3,0.0,0.096,,0.79,,0.000,,,,,,,,,,0.172,213.0,,,,,,,,51,81.0,,,,,,,,0,1.833,38.0,,,,0.0,12.5,,0.0,12.5,,19.14,,,0.0,,,,,,,,,0.0,,31.0,0.041,,,,,,0.0,,22.5,,,,,
171,"""09174""","Loquats, raw",149.0,"1.0 cup, cubed",0.06,0.136,,,,,0.000,,21,,,,0.034,,,,,,,,,,,,2.5,,,,,,,,,0,,,,,,0.268,0.060,,0.006,0.019,,,,,,,,0.022,,,294,,0.001,3.0,0.42,0.009,,,,,,,,,,0.036,,0.00,0.012,,113,0.001,0.149,,0.74,,0.000,,,,,,,,,,0.115,396.0,,0.040,0.3,0.000,,,,2277,70.0,,0.007,,0,0.019,,0.9,0,0.221,21.0,0.022,0.048,40,,,,,,,18.09,,,,,,,,,0.021,,0.000,,,,0.012,0.010,,,,,,,,,,,,
172,"""09175""","Mammy-apple, (mamey), raw",846.0,1.0 fruit without refuse,1.151,0.668,,,,,0.000,,118,,,,0.313,,,,,,,,,,,,25.4,,,,,,,,,0,,,,,,3.384,0.728,,0.795,0.000,,,,,,,,,,,1802,,0.000,,,,,,,,,,,,,0.338,,0.00,1.734,,102,0.0,0.846,,2.54,,0.000,,,,,,,,,,0.668,398.0,,,,,,,,1946,431.0,,0.042,,0,,,,0,,118.0,,,,,,,,,,105.75,,,,,,,,,,,,,,,1.734,,,,,,,,,,,,,
173,"""09436""","Mango nectar, canned",251.0,1.0 cup,0.035,0.028,13.96,31.25,0.008,,0.000,,18,,,,,,,0.0,,,,,,,,,0.8,,0,0.0,0.05,,0.0,0.05,,,,0,,,,0.201,0.038,,0.003,0.020,13.33,,,,,,,,,,532,,0.005,,,,,,,0.05,,43.0,,,,0.008,,0.00,0.055,2.0,88,0.0,0.038,,0.2,0.00,,,,,,,,,,0.0,0.008,60.0,0.0,,,,,,,1737,128.0,,,,,,,,0,0.070,18.0,,,,0.0,3.8,,0.0,3.8,,32.93,,,0.0,,,,,,,,,0.0,,8.0,0.030,,0.0,,,,0.0,,38.2,0.0,,,0.0,
174,"""09176""","Mangos, raw",165.0,1.0 cup pieces,0.152,0.117,7.72,22.54,0.046,0.083,0.000,,71,,,,0.109,,,0.02,,0.000,,,,,,,2.6,,38,,,,,,,,,0,,,,1.104,0.183,,0.007,0.084,3.32,,,,,,,0.051,,0.00,412,,0.021,,,,,,,0.02,0.056,18.0,,,,0.063,,0.00,0.231,6.9,89,0.002,0.196,,0.59,0.00,,,,,,,,,,0.0,0.031,277.0,,0.048,0.63,0.111,,,,1785,99.0,,0.021,,0,0.026,,1.0,0,0.104,71.0,0.048,0.119,23,0.0,12.5,0.058,0.0,12.5,0.058,24.72,,,15.0,0,,,,,0.051,,0.000,0.0,0.069,16.0,0.124,0.031,,,,,0.0,,60.1,0.0,0.013,,0.0,
175,"""09328""","Maraschino cherries, canned, drained",5.0,1.0 cherry (NLEA serving),0.002,0.003,,1.94,0.000,,,,0,,,,,,,,,,,,,,,,0.2,,3,,,,,,,,,0,,,,0.0,0.007,,0.0,0.001,,,,,,,,,,,34,,0.000,,,,,,,,,,,,,,,0.00,0.002,0.1,0,0.0,0.000,,0.02,,0.000,,,,,,,,,,0.001,1.0,,,,,,,,2,8.0,,,,,,,,,0.001,0.0,,,,0.0,0.2,,0.0,0.2,,2.1,,,0.0,,,,,,,,,0.0,,0.0,0.002,,,,,,0.0,,,,,,,
176,"""09185""","Melon balls, frozen",173.0,"1.0 cup, unthawed",0.111,0.170,,,,,0.000,,45,,,,,,,,,,,,,,,,1.2,,,,,,,,,0,,,,,,1.107,0.104,,0.01,0.097,,,,,,,,,,,239,,0.003,,,,,,,,,,,,,0.038,,0.00,0.01,,154,0.003,0.183,,1.23,,0.000,,,,,,,,,,0.073,484.0,,,,,,,,3069,57.0,,,,,,,,0,0.069,45.0,,,,,,,,,,13.74,,,,,,,,,,,,0.0,,24.0,0.007,,,,,,,,,,,,,
177,"""09181""","Melons, cantaloupe, raw",177.0,"1.0 cup, balls",0.09,0.143,3.31,13.91,0.073,0.051,0.000,,37,,,,0.053,,1.8,0.0,,,,,,,,,1.6,,46,,,,,,,,,0,,,,1.299,0.073,,0.009,0.081,2.73,,,,,,,0.03,,0.07,250,,0.002,18.0,0.37,0.004,,,,0.19,0.046,16.0,,,,0.034,,0.00,0.005,4.4,299,0.002,0.127,,1.15,0.00,,,,,,,,0.11,,0.0,0.062,473.0,0.2,0.034,0.34,0.000,,,,5986,60.0,,0.004,0.05,0,0.025,,0.7,0,0.073,37.0,0.037,0.076,27,0.0,13.5,0.074,0.0,13.5,0.074,14.44,,,28.0,0,,,,,0.051,,0.000,0.0,0.058,21.0,0.005,0.027,0.0,,,,0.0,,65.0,0.0,0.021,,0.0,
178,"""09183""","Melons, casaba, raw",170.0,"1.0 cup, cubes",0.043,0.066,,9.67,0.025,,0.000,,14,,,,,,,,,,,,,,,,1.5,,44,,,,,,,,,0,,,,0.394,0.102,,0.003,0.037,,,,,,,,,,,201,,0.002,,,,,,,,,,,,,0.053,,0.00,0.003,4.2,0,0.002,0.277,,0.61,,0.000,,,,,,,,,,0.029,309.0,,,,,,,,0,48.0,,,,,,,,0,0.060,14.0,,,,0.0,12.9,,0.0,12.9,,11.19,,,0.0,,,,,,,,,0.0,,19.0,0.003,,,,,,0.0,,37.1,,,,,
179,"""09184""","Melons, honeydew, raw",170.0,"1.0 cup, diced (approx 20 pieces per cup)",0.065,0.100,5.03,13.8,0.065,0.027,0.000,,32,,,,0.031,,,0.0,,,,,,,,,1.4,,46,,,,,,,,,0,,,,0.711,0.041,,0.005,0.056,4.56,,,,,,,0.022,,0.00,255,,0.003,,,,,,,0.05,0.027,10.0,,,,0.020,,0.00,0.005,4.9,5,0.003,0.150,,0.7,0.00,,,,,,,,,,0.0,0.044,388.0,,0.020,0.24,0.000,,,,85,61.0,,0.009,,0,0.017,,1.2,0,0.046,32.0,0.022,0.054,19,0.0,12.9,0.039,0.0,12.9,0.039,15.45,,,0.0,,,,,,0.024,,0.000,0.0,0.031,17.0,0.005,0.009,0.0,,,,0.0,,30.6,0.0,0.009,,0.0,
180,"""09190""","Mulberries, raw",140.0,1.0 cup,0.038,0.290,,11.34,0.041,,0.000,,8,,,,,,,,,,,,,,,,2.4,,190,,,,,,,,,0,,,,0.868,0.084,,0.028,0.001,,,,,,,,,,,252,,0.000,,,,,,,,,,,,,0.141,,0.00,0.057,10.9,1,0.0,0.070,,0.97,,0.000,,,,,,,,,,0.288,272.0,,,,,,,,35,60.0,,,,,,,,0,,8.0,,,,0.0,17.2,,0.0,17.2,,13.72,,,17.0,0,,,,,,,,0.0,,25.0,0.057,,,,,,0.0,,51.0,,,,,
181,"""09191""","Nectarines, raw",143.0,1.0 cup slices,0.036,0.162,1.96,11.28,0.049,0.020,0.000,,7,,,,0.023,,,0.0,,,,,,,,,2.4,,186,,,,,,,,,0,,,,1.609,0.123,,0.003,,2.25,,,,,,,0.013,,0.00,265,,0.000,,,,,,,0.01,0.016,9.0,,,,0.039,,0.00,0.126,3.1,24,0.0,0.036,,0.69,0.01,0.000,,,,,,,,,0.0,0.159,287.0,0.3,0.014,0.46,0.003,,,,475,63.0,,0.007,0.10,0,0.01,,0.0,0,0.077,7.0,0.013,0.033,37,0.0,8.9,0.026,0.0,8.9,0.026,15.09,,,0.0,,,,,,0.013,,0.000,0.0,0.019,13.0,0.123,0.011,0.0,,,,0.0,,7.7,0.0,0.009,,0.0,
