,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g)_x,"Tocopherol, delta (mg)_x",22:1 undifferentiated (g)_x,Ash (g)_y,"Tocopherol, delta (mg)_y",22:1 undifferentiated (g)_y,16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
37,"""06962""","Sauce, chili, peppers, hot, immature green, canned",15.0,1.0 tbsp,0.002,0.002,,0.38,0.004,,0.000,,2,,,,,,,,,,,,,,,,0.3,,54,,,,,,,,,0,,,,0.105,0.013,,0.0,0.000,,,,,,,,,,,13,,0.000,,,,,,,,,,,,,0.004,,0.00,0.010,1.1,4,0.000,0.021,,0.1,,0.000,0.1,,0.000,,,,,,,0.002,85.0,,,,,,,,88.0,3.0,,,,,,,,0,,2.0,,,,0.00,0.7,,0.00,0.7,,0.75,,,2.0,0,,,,,,,,0.0,,2.0,0.01,,,,,,0.0,,10.2,,,,,
38,"""27051""","Sauce, cocktail, ready-to-serve",60.0,0.25 cup,0.0,,,7.1,0.013,,0.000,,10,,,,,,,,,,,,,,,,1.1,,1,,,,,,,,,0,,,,0.492,0.067,,0.0,,,,,,,,,,,,321,,0.000,,,,,,,,,,,,,0.028,,0.00,0.000,2.6,11,0.000,0.048,,2.22,,0.000,2.22,,0.000,,,,,,,0.0,185.0,,,,,,,,215.0,77.0,,,,,,,,0,0.089,10.0,,,,0.00,6.6,,0.00,6.6,,16.93,,,4.0,0,,,,,,,,0.0,,10.0,0.0,,,,,,0.0,,7.0,,,,,
39,"""27046""","Sauce, duck, ready-to-serve",33.0,2.0 Tbsp,0.017,0.009,,10.08,0.008,,0.000,,1,,,,,,,,,,,,,,,,0.2,,0,,,,,,,,,0,,,,0.079,0.012,,0.001,,,,,,,,,,,,339,,0.000,,,,,,,,,,,,,0.005,,0.00,0.006,0.1,3,0.000,0.011,,0.46,,0.000,0.46,,0.000,,,,,,,0.008,29.0,,,,,,,,55.0,81.0,,,,,,,,0,0.142,1.0,,,,0.00,0.6,,0.00,0.6,,20.02,,,0.0,,,,,,,,,0.0,,2.0,0.005,,,,,,0.0,,0.3,,,,,
40,"""27063""","Sauce, enchilada, red, mild, ready to serve",56.0,0.25 cup,0.062,0.155,0.45,1.02,0.022,,0.000,,3,0.016,0.39,,,,,0.08,0.000,0.002,0.0,,,,,0.000,0.3,0.000,58,,,,,,,,,0,,,,0.217,0.017,0.000,0.016,0.017,0.33,0.000,3,,0.000,3,,,,,71,0.000,0.003,,,,0.001,51.4,35,0.22,,4.0,0.000,203,0.001,0.031,,0.00,0.038,1.6,20,0.000,0.033,0.001,1.02,0.07,0.000,1.02,0.07,0.000,0.001,306.0,0.0,,,0.0,0.137,57.0,,,,,0.001,,0.24,402.0,17.0,0.000,,,,,,,0,0.026,3.0,,,,0.00,0.5,,0.00,0.5,,2.73,0.000,,41.0,0,0.035,0.136,,0.046,,,,0.0,,3.0,0.036,,,,0.000,0.002,0.0,,0.2,0.0,,,0.0,
41,"""06179""","Sauce, fish, ready-to-serve",18.0,1.0 tbsp,0.001,,,0.66,0.002,,0.000,,9,,,,,,,,,,,,,,,,,,0,,,,,,,1,,0,,,,0.416,0.009,,0.0,0.000,,,,,,,,,,,26,,0.000,,,,,,,,,,,,,0.010,0.000,0.09,0.000,0.0,1,0.000,0.071,,3.64,,0.000,3.64,,0.000,,,,,,,0.0,52.0,,,,,,,,2.0,6.0,,,,,,,,0,0.042,9.0,,,,0.00,2.4,,0.00,2.4,,0.66,,,0.0,,,,,,,,,0.0,,32.0,0.0,,,,,,0.0,,0.1,,,,,
42,"""06175""","Sauce, hoisin, ready-to-serve",16.0,1.0 tbsp,0.091,0.272,,4.36,0.001,,0.000,,4,,,,,,,,,,,,,,,,0.4,,7,,,,,,,,,0,,,,0.187,0.02,,0.027,0.028,,,,,,,,,,,147,,0.000,,,,,,,,,,,,,0.035,,0.00,0.154,0.1,0,0.000,0.010,,0.8,,0.000,0.8,,0.000,,,,,,,0.244,19.0,,,,,,,,1.0,35.0,,,,,,,,0,0.041,4.0,,,,0.00,1.3,,0.00,1.3,,7.05,,,0.0,,,,,,,,,0.0,,4.0,0.154,,,,,,0.0,,0.1,,,,,
43,"""06166""","Sauce, homemade, white, medium",250.0,1.0 cup,7.135,7.155,,10.95,0.172,0.750,0.090,,12,,,,0.608,,,,,,,,,,,,0.5,,2,,,,,,,258,,0,,,,1.005,0.04,,2.172,0.370,,,,,,,,0.345,,,1538,,0.522,72.0,0.82,0.070,,,,,,,,,,0.463,0.000,0.70,11.050,2.2,260,0.130,0.100,,3.67,,0.000,3.67,,0.000,,,,,,,6.782,390.0,,0.743,26.57,0.105,,,,942.0,368.0,,0.107,,18.0,0.37,,10.2,8,0.107,20.0,0.465,3.888,245.0,0.00,35.5,0.415,0.00,35.5,0.415,22.93,,,0.0,120,,,,,0.278,,0.117,3.0,0.512,35.0,10.938,0.207,,,,,0.0,,2.0,,,,,
44,"""06167""","Sauce, homemade, white, thick",250.0,1.0 cup,8.54,9.785,,9.95,0.220,0.700,0.083,,15,,,,0.568,,,,,,,,,,,,0.8,,5,,,,,,,318,,0,,,,1.472,0.052,,2.732,0.480,,,,,,,,0.323,,,1945,,0.505,100.0,1.25,0.065,,,,,,,,,,0.475,0.000,0.65,14.627,3.0,325,0.120,0.095,,3.67,,0.000,3.67,,0.000,,,,,,,9.305,372.0,,0.69,34.58,0.095,,,,1172.0,465.0,,0.1,,15.0,0.345,,13.0,12,0.168,28.0,0.432,4.798,240.0,0.00,35.8,0.388,0.00,35.8,0.388,29.02,,,0.0,118,,,,,0.258,,0.107,3.0,0.477,35.0,14.523,0.195,,,,,0.0,,1.8,,,,,
45,"""27066""","Sauce, horseradish",5.6,1.0 tsp,0.461,1.633,0.23,0.5,0.003,,0.000,,0,0.191,0.23,,,,,,,,0.0,,,0.002,,0.001,0.1,0.000,3,,,,,,,1,,0,,,,0.006,0.001,0.003,0.129,0.200,0.23,0.000,0,0.000,0.000,0,0.000,,,,118,0.002,0.002,,,,0.008,2.01,0,,,,0.000,0,0.001,0.003,0.000,0.01,0.733,5.1,1,0.000,0.002,0.010,0.12,,0.007,0.12,,0.007,0.003,41.0,0.0,,,0.0,1.429,2.0,,,,,0.008,,0.05,4.0,28.0,0.001,,,,,,,0,0.003,0.0,,,,0.00,2.2,,0.00,2.2,,0.56,0.000,,0.0,1,0.700,1.418,,0.000,,,,0.0,,0.0,0.701,,,0.000,0.002,0.01,0.0,,0.0,,,,0.0,0.003
46,"""06176""","Sauce, oyster, ready-to-serve",18.0,1.0 tbsp,0.008,0.012,,0.0,0.002,,0.000,,3,,,,,,,,,,,,,,,,0.1,,0,,,,,,,,,0,,,,0.265,0.026,,0.002,0.000,,,,,,,,,,,38,,0.000,,,,,,,,,,,,,0.022,0.000,0.07,0.013,,0,0.000,0.003,,1.35,,0.000,1.35,,0.000,,,,,,,0.011,10.0,,,,,,,,0.0,9.0,,,,,,,,0,0.010,3.0,,,,0.00,0.6,,0.00,0.6,,1.97,,,0.0,,,,,,,,,0.0,,1.0,0.012,,,,,,0.0,,0.0,,,,,
47,"""06931""","Sauce, pasta, spaghetti/marinara, ready-to-serve",132.0,1.0 serving 1/2 cup,0.288,0.888,2.98,6.48,0.032,,0.000,,17,0.108,3.17,,,,,,,,0.0,,,,,0.001,2.4,0.000,232,,,,,,,,,0,,,,5.170,0.108,0.003,0.07,0.108,2.94,0.000,17,,0.000,17,,,,,275,0.001,0.004,,,,0.008,115.99,0,,,,0.000,488,0.001,0.081,,0.00,0.393,18.3,41,0.003,0.228,0.005,2.24,,0.000,2.24,,0.000,,577.0,0.004,,,0.0,0.78,422.0,,,,,0.008,,0.54,814.0,66.0,0.000,,,,,,,0,0.168,17.0,,,,0.00,18.1,,0.00,18.1,,9.81,0.000,,0.0,,0.379,0.771,,0.100,,,,0.0,,24.0,0.38,,,0.000,0.001,0.009,0.0,,2.6,,,,0.0,0.001
48,"""06976""","Sauce, pasta, spaghetti/marinara, ready-to-serve, low sodium",128.0,1.0 serving 1/2 cup,0.218,0.650,,7.04,0.031,,0.000,,17,,,,,,,,,,0.0,,,,,,2.3,,243,,,,,,,,,0,,,,5.014,0.104,,0.05,0.101,,0.000,17,,0.000,17,,,,,274,,0.003,,,,,,,,,,,,,0.078,,0.00,0.483,17.8,42,0.001,0.221,0.005,2.12,,0.000,2.12,,0.000,,,,,,,0.549,408.0,,,,,,,,832.0,65.0,,,,,,,,0,0.175,17.0,,,,0.00,17.5,,0.00,17.5,,10.32,,,0.0,,,,,,,,,0.0,,23.0,0.467,,,,,,0.0,,2.6,,,,,
49,"""06618""","Sauce, peanut, made from coconut, water, sugar, peanuts",17.0,1.0 tbsp,0.6,0.193,0.84,3.2,0.012,,0.004,0.000,1,0.001,0.16,,,,,0.0,,0.004,0.0,,,0.000,,0.000,0.2,,0,,,,,,,,,0,,,,0.230,0.011,0.001,0.034,0.001,0.81,0.000,1,,0.000,1,,,,,127,0.000,0.094,,,,0.000,10.55,0,0.08,,2.0,,0,0.001,0.007,,0.00,0.230,0.2,0,0.256,0.014,0.011,0.19,0.00,0.000,0.19,0.00,0.000,0.001,54.0,0.002,,,0.0,0.192,17.0,,,,,0.000,,1.17,0.0,30.0,,,,,,,,0,0.085,1.0,,,,0.00,2.6,,0.00,2.6,,4.84,0.000,,0.0,,0.226,0.191,,0.022,,,,0.0,,3.0,0.226,,,,0.000,0.0,0.0,,,0.0,,0.044,0.0,
50,"""27059""","Sauce, peanut, made from peanut butter, water, soy sauce",18.0,1.0 tbsp,0.523,0.861,0.38,3.07,0.011,,0.000,,4,0.005,0.40,,,,,0.0,0.003,0.025,0.0,,,0.002,,0.001,0.3,,0,,,,,,,,,0,,,,0.576,0.022,0.002,0.134,0.005,0.46,0.000,4,,0.000,4,,,,,194,0.003,0.002,,,,0.003,9.25,0,0.94,,4.0,,0,0.001,0.023,,0.00,1.257,0.2,0,0.001,0.034,0.065,0.77,0.08,0.002,0.77,0.08,0.002,0.002,241.0,0.0,,,0.0,0.855,42.0,1.3,,,,0.003,,2.23,0.0,46.0,,,,,,,,0,0.087,4.0,,,,0.00,5.2,,0.00,5.2,,3.96,0.000,,0.0,,1.224,0.852,,0.056,,,,0.0,,8.0,1.227,,,0.000,0.001,0.006,0.0,,,0.41,,0.001,0.0,
51,"""06961""","Sauce, peppers, hot, chili, mature red, canned",15.0,1.0 tbsp,0.012,0.011,,0.38,0.002,,0.000,,2,,,,,,,,,,,,,,,,0.1,,51,,,,,,,,,0,,,,0.090,0.013,,0.002,0.001,,,,,,,,,,,13,,0.000,,,,,,,,,,,,,0.013,,0.00,0.062,1.0,3,0.000,0.021,,0.08,,0.000,0.08,,0.000,,,,,,,0.01,85.0,,,,,,,,69.0,3.0,,,,,,,,0,,2.0,,,,0.00,0.9,,0.00,0.9,,0.58,,,3.0,0,,,,,,,,0.0,,2.0,0.06,,,,,,0.0,,4.5,,,,,
52,"""06628""","Sauce, pesto, BUITONI, pesto with basil, ready-to-serve, refrigerated",63.0,0.25 cup,4.454,4.124,0.00,3.99,0.107,,0.062,0.000,10,0.799,4.58,,,,,0.0,0.073,0.181,0.0,,,0.023,,0.013,1.1,0.001,782,0.0,,,,,,,,,,,,0.329,0.05,0.033,0.835,0.966,0.14,0.037,,0.006,0.037,,0.006,,,,1102,0.085,0.365,,,,0.166,24.56,10,4.4,,193.0,0.011,579,0.041,0.452,0.001,,13.958,95.2,49,0.112,0.084,0.042,2.21,0.12,0.003,2.21,0.12,0.003,0.183,380.0,0.077,0.09,0.003,,3.074,353.0,,,,,0.035,,0.00,973.0,263.0,0.013,,,,,,,,,,,,,,,,,,,6.36,0.000,,0.0,,13.432,3.013,,1.071,,,,,,,13.505,,0.0,0.004,0.060,0.251,,,,0.0,,0.038,3.74,0.026
53,"""06629""","Sauce, pesto, CLASSICO, basil pesto, ready-to-serve",62.0,0.25 cup,4.165,11.424,1.37,1.61,0.060,,0.022,0.000,18,1.422,2.86,,,,,0.0,0.044,0.107,0.0,,,0.015,,0.009,1.3,0.001,611,0.0,,,,,,,,,,,,0.544,0.049,0.027,0.965,1.485,0.24,0.012,,0.003,0.012,,0.003,,,,965,0.051,0.139,,,,0.045,30.48,8,16.27,,103.0,0.004,714,0.016,0.169,0.001,,6.230,120.2,60,0.039,0.166,0.060,2.08,6.34,0.002,2.08,6.34,0.002,0.084,637.0,0.028,0.00,,,9.927,121.0,0.4,,,,0.045,,0.00,1196.0,231.0,0.000,,,,,,,,,,,,,,,,,,,4.3,0.002,,0.0,,5.961,9.863,,0.177,,,,,,,6.005,,0.0,0.002,0.000,0.096,,,,0.0,,0.014,0.0,0.018
54,"""06630""","Sauce, pesto, MEZZETTA, NAPA VALLEY BISTRO, basil pesto, ready-to-serve",60.0,0.25 cup,4.804,5.434,0.42,0.75,0.054,,0.030,0.000,16,0.721,7.87,,,,,0.0,0.050,0.152,0.0,,,0.028,,0.010,0.8,0.001,509,,,,,,,,,,,,,0.360,0.071,0.027,0.777,0.801,0.33,0.018,,0.001,0.018,,0.001,,,,1246,0.055,0.181,,,,0.085,21.04,7,3.18,,121.0,0.005,599,0.021,0.204,0.000,,17.192,,50,0.052,0.054,0.042,1.95,0.08,0.008,1.95,0.08,0.008,0.303,538.0,0.038,0.00,0.001,,4.559,123.0,,,,,0.021,,0.00,1004.0,298.0,0.011,,,,,,,,,,,,,,,,,,,3.07,0.000,,0.0,,16.616,4.522,,0.126,,,,,,,16.666,,,0.001,0.059,0.139,,,,0.0,,0.019,0.0,0.016
55,"""06626""","Sauce, pesto, ready-to-serve, refrigerated",63.0,0.25 cup,4.454,4.124,0.00,3.99,0.107,,0.062,0.000,10,0.799,4.58,,,,,0.0,0.073,0.181,0.0,,,0.023,,0.013,1.1,0.001,782,0.0,,,,,,,,,,,,0.329,0.05,0.033,0.835,0.966,0.14,0.037,,0.006,0.037,,0.006,,,,1102,0.085,0.365,,,,0.166,24.56,10,4.4,,193.0,0.011,579,0.041,0.452,0.001,,13.958,95.2,49,0.112,0.084,0.042,2.21,0.12,0.003,2.21,0.12,0.003,0.183,380.0,0.077,0.09,0.003,,3.074,353.0,,,,,0.035,,0.00,973.0,263.0,0.013,,,,,,,,,,,,,,,,,,,6.36,0.000,,0.0,,13.432,3.013,,1.071,,,,,,,13.505,,0.0,0.004,0.060,0.251,,,,0.0,,0.038,3.74,0.026
56,"""06627""","Sauce, pesto, ready-to-serve, shelf stable",61.0,0.25 cup,4.491,8.381,0.88,1.17,0.057,,0.026,0.000,16,1.066,5.40,,,,,0.0,0.047,0.130,0.0,,,0.021,,0.009,1.0,0.001,559,0.0,,,,,,,,,,,,0.450,0.088,0.027,0.869,1.138,0.29,0.015,,0.002,0.015,,0.002,,,,1088,0.053,0.160,,,,0.065,26.28,7,9.62,,106.0,0.005,656,0.018,0.187,0.000,,11.804,118.2,55,0.046,0.109,0.051,2.04,3.17,0.005,2.04,3.17,0.005,0.196,609.0,0.033,0.00,0.001,,7.2,125.0,0.4,,,,0.033,,0.00,1099.0,260.0,0.005,,,,,,,,,,,,,,,,,,,3.75,0.001,,0.0,,11.379,7.15,,0.156,,,,,,,11.426,,0.0,0.001,0.031,0.118,,,,0.0,,0.016,0.0,0.017
57,"""06152""","Sauce, pizza, canned, ready-to-serve",63.0,0.25 cup,0.29,0.062,,2.38,0.038,,0.008,,6,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,0.895,0.086,,0.042,0.009,,,,,,,,,,,142,,0.045,,,,,,,,,,,,,0.033,0.000,0.01,0.290,,,0.013,0.086,,0.82,,0.000,0.82,,0.000,,,,,,,0.052,223.0,,,,,,,,420.0,34.0,,,,,,,,,,,,,,,,,,,,5.46,,,,,,,,,,,,,,,0.273,,,,,,,,,,,,,
58,"""06151""","Sauce, plum, ready-to-serve",19.0,1.0 tbsp,0.029,0.112,,,,,0.000,,1,,,,,,,,,,,,,,,,0.1,,,,,,,,,0,,,,,,0.193,0.015,,0.007,0.013,,,,,,,,,,,146,,0.000,,,,,,,,,,,,,0.016,,0.00,0.046,,0,0.000,0.015,,0.3,,0.000,0.3,,0.000,,,,,,,0.098,49.0,,,,,,,,8.0,35.0,,,,,,,,0,0.022,1.0,,,,,,,,,,8.13,,,0.0,,,,,,,,,,,,0.045,,,,,,,,,,,,,
59,"""06168""","Sauce, ready-to-serve, pepper or hot",4.7,1.0 tsp,0.002,0.009,,0.06,0.002,0.001,,,,,,,0.001,,,,,,,,,,,,0.0,,6,,,,,,,0,,,,,,0.012,0.001,,0.0,0.000,,,,,,,,0.001,,,2,,0.000,,,,,,,,,,,,,0.004,,0.00,0.001,0.1,0,,,,0.35,,,0.35,,,,,,,,,0.009,7.0,,0.001,0.02,0.0,,,,8.0,1.0,,0.0,,0.0,0.001,,0.0,0,0.002,0.0,0.001,0.002,1.0,,,,,,,0.08,,,0.0,,,,,,0.001,,,,,,0.001,0.000,,,,,,,,,,,,
60,"""06169""","Sauce, ready-to-serve, pepper, TABASCO",4.7,1.0 tsp,0.005,0.019,,0.01,0.002,0.003,,,0,,,,0.003,,,,,,,,,,,,0.0,,0,,,,,,,,,0,,,,0.008,0.004,,0.001,0.000,,,,,,,,0.002,,,2,,0.000,,,,,,,,,,,,,0.004,,0.00,0.003,0.0,4,0.000,0.007,,0.09,,0.000,0.09,,0.000,,,,,,,0.019,6.0,,0.003,0.04,0.0,,,,77.0,1.0,,0.001,,0.0,0.001,,0.0,,0.005,0.0,0.002,0.004,1.0,,0.0,0.002,,0.0,0.002,0.04,,,3.0,0,,,,,0.003,,0.000,0.0,0.003,1.0,0.003,0.001,,,,,0.0,,0.2,,,,,
61,"""06164""","Sauce, salsa, ready-to-serve",36.0,2.0 tbsp,0.008,0.028,0.76,1.44,0.012,,0.000,,1,,,,,,,0.16,,0.000,,,,,,,0.7,,73,,,,,,,,,0,,,,0.393,0.024,,0.001,,0.59,,,,,,,,,,44,,0.000,,,,,,,0.05,,11.0,,,,0.012,,0.00,0.006,1.5,8,0.000,0.062,,0.86,0.00,,0.86,0.00,,,,,,,0.0,0.027,99.0,,,,,,,,166.0,10.0,,,,,,,,0,0.040,1.0,,,,0.00,4.6,,0.00,4.6,,2.39,,,0.0,,,,,,,,,0.0,,5.0,0.006,,,,,,0.0,0.01,0.7,0.0,,,0.0,
62,"""27047""","Sauce, salsa, verde, ready-to-serve",30.0,2.0 Tbsp,0.0,,,1.05,0.014,,0.000,,2,,,,,,,,,,,,,,,,0.6,,127,,,,,,,,,0,,,,0.485,0.024,,0.0,,,,,,,,,,,,48,,0.000,,,,,,,,,,,,,0.011,,0.00,0.000,4.1,3,0.000,0.025,,0.63,,0.000,0.63,,0.000,,,,,,,0.0,78.0,,,,,,,,65.0,11.0,,,,,,,,0,0.047,2.0,,,,0.00,2.4,,0.00,2.4,,1.91,,,3.0,0,,,,,,,,0.0,,6.0,0.0,,,,,,0.0,,3.7,,,,,
63,"""27048""","Sauce, steak, tomato based",34.0,2.0 Tbsp,0.0,,,3.34,0.012,,0.000,,3,,,,,,,,,,,,,,,,0.5,,0,,,,,,,,,0,,,,0.310,0.064,,0.0,,,,,,,,,,,,135,,0.000,,,,,,,,,,,,,0.018,,0.00,0.000,0.7,5,0.000,0.036,,1.73,,0.000,1.73,,0.000,,,,,,,0.0,106.0,,,,,,,,100.0,32.0,,,,,,,,0,0.059,3.0,,,,0.00,3.9,,0.00,3.9,,7.49,,,0.0,,,,,,,,,0.0,,6.0,0.0,,,,,,0.0,,2.3,,,,,
64,"""27050""","Sauce, sweet and sour, ready-to-serve",35.0,2.0 Tbsp,0.0,,,6.56,0.017,,0.000,,3,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,0,,,,0.065,0.028,,0.0,,,,,,,,,,,,226,,0.000,,,,,,,,,,,,,0.007,,0.00,0.000,0.1,0,0.000,0.019,,0.43,,0.000,0.43,,0.000,,,,,,,0.0,35.0,,,,,,,,4.0,54.0,,,,,,,,0,0.266,3.0,,,,0.00,0.8,,0.00,0.8,,13.38,,,0.0,,,,,,,,,0.0,,3.0,0.0,,,,,,0.0,,3.0,,,,,
65,"""27049""","Sauce, tartar, ready-to-serve",30.0,2.0 tablespoons,1.0,2.713,,1.27,0.005,,0.000,,2,,,,,,,,,,,,,,,,0.1,,16,,,,,,,1,,0,,,,0.028,0.007,,0.282,0.321,,,,,,,,,,,265,,0.000,,,,,,,,,,,,,0.009,0.000,0.01,1.082,15.1,3,0.000,0.013,,0.59,,0.000,0.59,,0.000,,,,,,,2.388,20.0,,,,,,,,50.0,63.0,,,,,,,,0,0.032,2.0,,,,0.00,2.4,,0.00,2.4,,3.99,,,4.0,1,,,,,,,,0.0,,2.0,1.07,,,,,,0.0,,0.7,,,,,
66,"""06112""","Sauce, teriyaki, ready-to-serve",18.0,1.0 tbsp,0.0,,,2.54,0.005,,0.000,,1,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,0,,,,0.229,0.018,,0.0,,,,,,,,,,,,67,,0.000,,,,,,,,,,,,,0.013,,0.00,,,0,0.000,0.018,,1.88,,0.000,1.88,,0.000,,,,,,,0.0,40.0,,,,,,,,0.0,16.0,,,,,,,,0,,1.0,,,,0.00,3.5,,0.00,3.5,,2.8,,,0.0,,,,,,,,,0.0,,11.0,0.0,,,,,,0.0,,,,,,,
67,"""06189""","Sauce, teriyaki, ready-to-serve, reduced sodium",36.0,2.0 Tbsp,0.0,,,5.08,0.011,,0.000,,3,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,0,,,,0.457,0.036,,0.0,,,,,,,,,,,,134,,0.000,,,,,,,,,,,,,0.025,,0.00,,,0,0.000,0.036,,3.02,,0.000,3.02,,0.000,,,,,,,0.0,81.0,,,,,,,,0.0,32.0,,,,,,,,0,,3.0,,,,0.00,7.0,,0.00,7.0,,5.61,,,0.0,,,,,,,,,0.0,,22.0,0.0,,,,,,0.0,,,,,,,
68,"""06972""","Sauce, tomato chili sauce, bottled, with salt",6.0,1.0 packet,0.003,0.009,,0.8,0.005,,0.000,,1,,,,,,,,,,,,,,,,0.1,,0,,,,,,,,,0,,,,0.096,0.008,,0.001,0.001,,,,,,,,,,,23,,0.000,,,,,,,,,,,,,0.004,,0.00,0.002,0.3,2,0.000,0.010,,0.57,,0.000,0.57,,0.000,,,,,,,0.009,22.0,,,,,,,,41.0,6.0,,,,,,,,0,,1.0,,,,0.00,0.8,,0.00,0.8,,1.19,,,1.0,0,,,,,,,,0.0,,1.0,0.002,,,,,,0.0,,1.0,,,,,
69,"""06971""","Sauce, worcestershire",17.0,1.0 tbsp,0.0,,,1.71,0.012,,0.000,,1,,,,,,,,,,,,,,,,0.0,,8,,,,,,,0,,0,,,,0.119,0.034,,0.0,,,,,,,,,,,,55,,0.000,,,,,,,,,,,,,0.022,,0.00,0.000,0.2,1,,0.000,,0.39,,0.000,0.39,,0.000,,,,,,,0.0,136.0,,,,,,,,13.0,13.0,,,,,,,,0,,1.0,,,,0.00,0.5,,0.00,0.5,,3.26,,,0.0,0,,,,,,,,0.0,,2.0,0.0,,,,,,0.0,,2.2,,,,,
70,"""06620""","SMART SOUP, French Lentil",283.0,10.0 oz 1 pouch,0.0,,,7.36,,,,,,,,,,,,,,,,,,,,,8.2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,628,,,,,,,,,,,,,,,,,,,,,,,,3.11,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"""06621""","SMART SOUP, Greek Minestrone",283.0,10.0 oz 1 pouch,0.0,,,7.64,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,473,,,,,,,,,,,,,,,,,,,,,,,,2.83,,,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"""06622""","SMART SOUP, Indian Bean Masala",283.0,10.0 oz 1 pouch,0.509,,,6.51,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,3.11,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
