,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
186,"""10050""","Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, broiled",85.0,3.0 oz,2.394,0.776,,0.0,0.484,1.867,,,0,0.026,0.09,0.921,2.033,,,,,,0.0,3.499,2.145,0.003,,0.025,,,0,,,,,,,,,0,0.056,21.92,0.0,6.677,0.075,0.019,0.777,0.026,,,0,0.002,,0,0.002,0.984,0.000,,660,0.037,0.086,,,,0.020,55.37,0.0,,,,,,,0.186,0.000,0.44,2.96,,0,0.003,0.574,0.000,0.87,,0.000,0.7,,,,,,,,,0.666,292.0,2.3,0.887,7.11,0.180,,,,0.0,158.0,,0.23,,56,0.834,0.009,38.6,,0.006,0,1.079,1.496,185.0,0.0,62.3,0.948,0.0,62.3,0.948,0.0,,0.020,0.0,27,2.696,0.646,,0.551,1.459,,0.004,0.7,1.146,21.0,2.734,0.947,0.0,,,,0.0,,,,,,,
187,"""10177""","Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried",85.0,3.0 oz,2.179,1.197,,0.0,0.470,2.018,,,0,0.028,0.22,1.018,2.18,0.000,,,,,0.0,3.745,2.293,0.0,,0.029,,,0,,,,,,,3,,0,0.086,24.51,0.0,8.017,0.089,0.016,0.724,0.031,,,0,0.003,,0,0.003,1.078,0.003,,750,0.020,0.076,,,,0.002,51.97,0.0,,,,,,,0.327,0.000,0.67,4.895,0.0,3,0.005,0.466,0.002,1.1,,0.000,0.4,0.001,,,,,,,,1.02,285.0,3.1,0.991,8.27,0.146,,,,8.0,179.0,,0.292,,65,0.972,0.010,32.9,,0.010,0,1.161,1.334,201.0,0.0,82.1,1.023,0.0,82.1,1.023,0.0,,,0.0,18,2.335,,,,1.579,,0.007,0.4,1.240,18.0,2.354,0.997,0.0,,,,0.0,,,,,,,
188,"""10195""","Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised",85.0,3.0 oz,5.202,1.122,,,,,,,,,,,1.997,,,,,,,,,,,,0.0,,,,,,,,,2,,,,,,3.664,0.06,,1.708,0.034,,,,,,,,1.005,,,907,,0.178,,,,,,,,,,,,,0.206,,0.37,6.128,,2,0.009,0.264,,1.02,,,,,,,,,,,,1.02,329.0,,0.969,13.42,0.425,,,,6.0,217.0,,0.274,,62,0.76,,28.4,0,0.008,3,1.024,3.196,146.0,,,,,,,0.0,,,,,,,,,1.419,,0.009,,,,5.567,0.864,,,,,,,,,,,,
189,"""10196""","Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled",85.0,3.0 oz,4.921,1.054,,,,,,,,,,,2.099,,,,,,,,,,,,0.0,,,,,,,,,2,,,,,,4.203,0.058,,1.598,0.034,,,,,,,,1.057,,,925,,0.170,,,,,,,,,,,,,0.255,,0.57,5.958,,2,0.009,0.315,,0.95,,,,,,,,,,,,0.935,341.0,,1.016,13.4,0.416,,,,6.0,221.0,,0.288,,70,0.799,,37.4,0,0.015,7,1.077,3.043,201.0,,,,,,,0.0,,,,,,,,,1.489,,0.009,,,,5.38,0.909,,,,,,,,,,,,
190,"""10197""","Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried",85.0,3.0 oz,5.712,1.768,,0.0,0.602,1.741,0.000,,6,,,,1.958,,,,,,,,,,,,,,0,,,,,,,2,,0,,,,4.084,0.057,,1.87,0.102,,,,,,,,0.984,,,971,,0.196,3.0,0.62,0.274,,,,,,,,,,0.266,0.000,0.5,6.766,0.0,2,0.009,0.303,,1.0,,0.000,0.8,,,,,,,,,1.59,364.0,2.9,0.963,15.34,0.451,,,,6.0,232.0,,0.267,,62,0.743,,35.6,0,0.006,6,1.002,3.528,194.0,0.0,75.4,0.906,0.0,75.4,0.906,0.0,,,0.0,29,,,,,1.397,,0.009,0.8,1.178,20.0,6.162,0.843,0.0,,,,0.0,,,,,,,
191,"""10200""","Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, braised",85.0,3.0 oz,3.366,0.62,,0.0,0.467,1.906,0.000,,3,,,,2.136,,,,,,,,,,,,,,0,,,,,,,2,,0,,,,3.841,0.063,,1.097,0.017,,,,,,,,1.085,,,751,,0.119,,,,,,,,,,,,,0.219,0.000,0.37,4.122,0.0,2,0.009,0.281,,1.07,,0.000,0.8,,,,,,,,,0.561,344.0,3.1,0.955,8.62,0.306,,,,5.0,179.0,,0.302,,60,0.828,,38.6,0,0.009,3,1.113,2.083,147.0,0.0,81.6,0.981,0.0,81.6,0.981,0.0,,,0.0,30,,,,,1.476,,0.009,0.8,1.289,16.0,3.731,0.949,0.0,,,,0.0,,0.3,,,,,
192,"""10201""","Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, broiled",85.0,3.0 oz,3.034,0.544,,,,,,,,,,,2.252,,,,,,,,,,,,0.0,,,,,,,,,2,,,,,,4.446,0.06,,0.969,0.009,,,,,,,,1.143,,,768,,0.111,,,,,,,,,,,,,0.275,,0.59,3.91,,2,0.009,0.340,,0.99,,,,,,,,,,,,0.459,357.0,,1.006,8.54,0.297,,,,5.0,184.0,,0.318,,69,0.872,,40.2,0,0.017,8,1.172,1.896,208.0,,,,,,,0.0,,,,,,,,,1.556,,0.009,,,,3.502,1.000,,,,,,,,,,,,
193,"""10202""","Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried",85.0,3.0 oz,3.655,1.266,,0.0,0.647,1.888,0.000,,7,,,,2.116,,,,,,,,,,,,,,0,,,,,,,2,,0,,,,4.348,0.059,,1.181,0.093,,,,,,,,1.074,,,796,,0.128,3.0,0.66,0.300,,,,,,,,,,0.289,0.000,0.52,4.513,0.0,2,0.009,0.330,,1.05,,0.000,0.5,,,,,,,,,1.139,386.0,3.1,0.945,10.03,0.315,,,,5.0,190.0,,0.299,,60,0.819,,38.6,0,0.006,7,1.102,2.278,201.0,0.0,80.8,0.972,0.0,80.8,0.972,0.0,,,0.0,19,,,,,1.463,,0.009,0.5,1.277,23.0,4.106,0.940,0.0,,,,0.0,,0.3,,,,,
194,"""10047""","Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted",85.0,3.0 oz,4.626,2.103,,0.0,0.444,1.888,,,0,0.07,0.18,0.953,2.04,0.000,,,,,0.0,3.504,2.145,0.0,,0.075,,,0,,,,,,,4,,0,0.08,22.94,0.0,8.066,0.072,0.044,1.534,0.076,,0.001,0,0.009,0.001,0,0.009,1.009,0.000,,881,0.062,0.163,,,,0.023,49.1,0.0,,,,,,,0.251,0.000,0.74,5.256,0.0,4,0.011,0.412,0.000,0.93,,0.000,0.6,0.001,,,,,,,,1.875,231.0,3.1,0.927,12.48,0.252,0.016,,,14.0,211.0,,0.273,,66,0.909,0.021,34.2,,0.006,0,1.086,2.831,196.0,0.0,78.4,0.958,0.0,78.4,0.958,0.0,,,0.0,25,4.856,1.859,,1.256,1.478,,0.012,0.6,1.160,18.0,4.918,0.933,0.0,,,,0.0,,,,,,,
195,"""10051""","Pork, fresh, loin, center rib (roasts), bone-in, separable lean only, cooked, roasted",85.0,3.0 oz,2.766,1.235,,0.0,0.469,2.016,,,0,0.037,0.2,1.018,2.179,0.000,,,,,0.0,3.743,2.292,0.0,,0.043,,,0,,,,,,,3,,0,0.086,24.5,0.0,8.503,0.07,0.025,0.905,0.039,,,0,0.005,,0,0.005,1.078,0.000,,734,0.035,0.098,,,,0.012,52.22,0.0,,,,,,,0.265,0.000,0.76,3.256,0.0,3,0.007,0.439,0.000,0.97,,0.000,0.5,0.000,,,,,,,,1.093,244.0,3.2,0.99,7.83,0.167,0.009,,,8.0,175.0,,0.292,,66,0.971,0.012,36.6,,0.006,0,1.16,1.707,207.0,0.0,84.2,1.023,0.0,84.2,1.023,0.0,,,0.0,20,3.005,1.083,,1.334,1.578,,0.009,0.5,1.239,19.0,3.04,0.996,0.0,,,,0.0,,,,,,,
196,"""10198""","Pork, fresh, loin, center rib (roasts), boneless, separable lean and fat, cooked, roasted",85.0,3.0 oz,4.547,1.105,,,,,,,,,,,2.063,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,4.287,0.014,,1.445,0.025,,,,,,,,1.047,,,896,,0.153,,,,,,,,,,,,,0.246,,0.48,5.678,,0,0.009,0.309,,0.94,,,0.9,,,,,,,,,0.952,294.0,,0.921,12.88,0.408,,,,8.0,214.0,,0.292,,69,0.799,,34.3,0,0.009,7,1.074,2.822,182.0,,,,,,,0.0,,,,,,,,,1.426,,0.009,0.9,1.244,19.0,5.1,0.916,,,,,,,,,,,,
197,"""10203""","Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted",85.0,3.0 oz,3.009,0.723,,,,,,,,,,,2.202,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,4.552,0.01,,0.952,0.017,,,,,,,,1.119,,,761,,0.102,,,,,,,,,,,,,0.265,,0.47,3.817,,0,0.009,0.340,,0.97,,,0.6,,,,,,,,,0.62,309.0,,0.983,8.61,0.281,,,,7.0,182.0,,0.311,,71,0.853,,36.7,0,0.009,8,1.147,1.870,189.0,,,,,,,0.0,,,,,,,,,1.522,,0.009,0.6,1.329,20.0,3.417,0.978,,,,,,,,,,,,
198,"""10992""","Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, broiled",85.0,3.0 oz,4.514,2.021,,0.0,0.452,1.789,,,0,0.038,0.2,0.904,1.934,0.000,,,,,0.0,3.321,2.034,0.0,,0.038,,,0,,,,,,,4,,0,0.076,21.74,0.0,7.222,0.097,0.021,1.477,0.074,,0.001,0,0.005,0.001,0,0.005,0.956,0.002,,926,0.036,0.165,,,,0.009,47.87,0.0,,,,,,,0.296,0.000,0.6,5.411,0.0,4,0.011,0.454,0.000,0.87,,0.000,1.0,0.000,,,,,,,,1.759,292.0,2.4,0.879,14.93,0.286,0.009,,,14.0,221.0,,0.258,,74,0.861,0.011,33.6,,0.009,0,1.029,2.812,225.0,0.0,62.9,0.908,0.0,62.9,0.908,0.0,,,0.0,40,2.465,0.951,,1.013,1.401,,0.012,1.0,1.100,19.0,5.035,0.884,0.0,,,,0.0,,,,,,,
199,"""10206""","Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted",138.0,1.0 rack,14.751,4.101,,0.0,1.132,2.411,0.000,,6,,,,2.698,,,,,,0.0,4.695,2.785,0.0,,0.058,,,0,,,,,,,3,,0,0.003,30.02,0.0,5.79,0.079,0.033,4.874,0.135,,0.001,6,0.008,0.001,6,0.008,1.369,,,2070,,0.534,,,,,,,,,,,,,0.454,0.000,1.05,17.698,0.0,3,0.032,0.578,0.000,1.37,,0.000,2.5,0.000,,,,,,,,3.656,444.0,0.3,1.206,40.65,1.100,,,,11.0,495.0,,0.38,,126,1.05,0.017,47.6,0,0.004,6,1.406,8.987,295.0,0.0,4.6,1.241,0.0,4.6,1.241,0.0,,,0.0,99,,,,,1.869,,0.033,2.5,1.624,30.0,16.106,1.201,0.0,,,,0.0,,0.4,,,,,
200,"""10991""","Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, broiled",85.0,3.0 oz,3.747,1.643,,0.0,0.462,1.839,,,0,0.026,0.2,0.928,1.986,0.000,,,,,0.0,3.412,2.089,0.0,,0.026,,,0,,,,,,,3,,0,0.078,22.34,0.0,7.394,0.06,0.015,1.221,0.060,,0.001,0,0.003,0.001,0,0.003,0.983,0.002,,877,0.025,0.135,,,,0.006,48.83,0.0,,,,,,,0.301,0.000,0.61,4.443,0.0,3,0.009,0.465,0.000,0.89,,0.000,1.0,0.000,,,,,,,,1.422,347.0,2.4,0.903,13.37,0.238,0.006,,,12.0,210.0,,0.266,,75,0.885,0.008,38.0,,0.008,0,1.057,2.312,231.0,0.0,64.3,0.932,0.0,64.3,0.932,0.0,,,0.0,39,1.703,0.657,,1.034,1.439,,0.010,1.0,1.130,20.0,4.133,0.909,0.0,,,,0.0,,,,,,,
201,"""10993""","Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, roasted",85.0,3.0 oz,5.594,2.478,,0.0,0.511,1.847,,,0,0.045,0.2,0.932,1.996,0.000,,,,,0.0,3.428,2.099,0.0,,0.045,,,0,,,,,,,3,,0,0.078,22.44,0.0,6.372,0.071,0.025,1.814,0.088,,0.002,0,0.006,0.002,0,0.006,0.987,0.003,,961,0.042,0.202,,,,0.009,46.42,0.0,,,,,,,0.236,0.000,0.73,6.74,0.0,3,0.010,0.409,0.000,0.99,,0.000,0.8,0.000,,,,,,,,2.197,375.0,3.1,0.907,15.56,0.344,0.009,,,12.0,230.0,,0.267,,82,0.889,0.013,37.2,,0.013,0,1.062,3.475,230.0,0.0,78.0,0.937,0.0,78.0,0.937,0.0,,,0.0,30,2.871,1.108,,1.234,1.446,,0.013,0.8,1.135,20.0,6.284,0.913,0.0,,,,0.0,,,,,,,
202,"""10205""","Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised",86.0,"1.0 rib without refuse (Yield from 1 cooked rib, with refuse, weighing 140g)",5.42,1.839,,0.0,0.396,1.941,,,0,0.072,0.1,0.957,2.113,,,0.0,0.085,0.100,0.0,3.637,2.228,0.009,,0.061,,,0,,,,,,,2,,0,0.058,22.78,0.0,4.771,0.087,0.046,1.792,0.075,,0.001,0,0.009,0.001,0,0.009,1.023,0.003,,981,0.085,0.193,,,,0.046,46.35,0.0,0.01,1.027,29.0,,,,0.243,0.000,0.83,6.582,0.0,2,0.011,0.406,0.003,0.77,0.00,,1.1,,,,,,,,,1.611,248.0,3.1,0.921,15.23,0.359,,,,5.0,235.0,,0.24,,89,0.867,0.025,39.8,,0.009,0,1.121,3.334,174.0,0.0,93.1,0.985,0.0,93.1,0.985,0.0,,0.046,0.0,43,6.028,1.565,,1.172,1.516,,0.013,1.1,1.190,20.0,6.113,0.984,0.0,,,,0.0,,,0.01,0.628,0.000,,
203,"""10204""","Pork, fresh, loin, country-style ribs, separable lean and fat, raw",113.0,4.0 oz,2.678,1.092,,0.0,0.424,1.862,,,0,0.045,0.26,0.919,2.027,,,0.0,0.046,0.050,0.0,3.489,2.138,0.001,,0.038,,,0,,,,,,,2,,0,0.057,21.85,0.0,3.483,0.088,0.024,0.895,0.047,,0.001,0,0.006,0.001,0,0.006,0.981,0.002,,895,0.046,0.095,,,,0.028,77.09,0.0,0.0,0.985,25.0,,,,0.286,0.000,1.13,3.121,0.0,2,0.006,0.609,0.001,1.07,0.00,,0.8,,,,,,,,,1.003,359.0,4.9,0.884,13.36,0.159,,,,9.0,214.0,,0.231,,84,0.832,0.008,36.5,,0.012,0,1.076,1.642,218.0,0.0,92.0,0.945,0.0,92.0,0.945,0.0,,0.028,0.0,33,2.862,0.974,,1.818,1.454,,0.006,0.8,1.142,24.0,2.91,0.945,0.0,,,,0.0,,,0.0,0.602,,,
204,"""10986""","Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, broiled",85.0,3.0 oz,2.632,1.073,,0.0,0.485,1.947,,,0,,,,2.104,,,,,,,,,,,,,,0,,,,,,,3,,0,0.082,23.66,0.0,7.779,0.099,,0.875,0.037,,,,,,,,1.04,,,769,,0.093,,,,,,,,,,,,,0.312,0.000,0.62,3.068,0.0,3,0.007,0.489,,0.94,,0.000,0.9,,,,,,,,,0.898,314.0,2.5,0.956,9.9,0.176,,,,8.0,184.0,,0.281,,76,0.938,,36.5,,0.010,0,1.12,1.611,241.0,0.0,67.2,0.988,0.0,67.2,0.988,0.0,,,0.0,37,,,,,1.525,,0.008,0.9,1.197,20.0,2.844,0.962,0.0,,,,0.0,,,,,,,
205,"""10209""","Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, roasted",138.0,1.0 rack,5.197,2.012,,0.0,0.792,3.316,,,0,,,,3.584,,,,,,,,,,,,,,0,,,,,,,1,,0,0.141,40.3,0.0,10.792,0.148,,1.728,0.073,,,,,,,,1.772,,,1312,,0.184,,,,,,,,,,,,,0.632,0.000,1.24,6.039,0.0,1,0.011,0.722,,1.74,,0.000,1.5,,,,,,,,,1.776,538.0,5.4,1.63,15.7,0.313,,,,7.0,313.0,,0.48,,137,1.597,,65.7,,0.029,0,1.909,3.175,324.0,0.0,138.4,1.682,0.0,138.4,1.682,0.0,,,0.0,58,,,,,2.596,,0.014,1.5,2.038,30.0,5.623,1.639,0.0,,,,0.0,,,,,,,
206,"""10985""","Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, broiled",85.0,3.0 oz,2.406,0.981,,0.0,0.485,1.947,,,0,,,,2.104,,,,,,,,,,,,,,0,,,,,,,3,,0,0.082,23.66,0.0,7.779,0.059,,0.8,0.035,,,,,,,,1.04,,,769,,0.085,,,,,,,,,,,,,0.312,0.000,0.62,2.806,0.0,3,0.006,0.489,,0.94,,0.000,0.9,,,,,,,,,0.821,366.0,2.5,0.956,9.9,0.161,,,,8.0,184.0,,0.281,,76,0.938,,40.3,,0.009,0,1.12,1.473,242.0,0.0,67.2,0.988,0.0,67.2,0.988,0.0,,,0.0,37,,,,,1.525,,0.007,0.9,1.197,22.0,2.6,0.962,0.0,,,,0.0,,,,,,,
207,"""10987""","Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, roasted",85.0,3.0 oz,3.467,1.416,,0.0,0.559,2.043,,,0,,,,2.207,,,,,,,,,,,,,,0,,,,,,,1,,0,0.087,24.82,0.0,6.911,0.071,,1.146,0.047,,,,,,,,1.091,,,779,,0.122,,,,,,,,,,,,,0.246,0.000,0.77,4.148,0.0,1,0.005,0.445,,1.07,,0.000,0.6,,,,,,,,,1.237,413.0,3.3,1.004,9.67,0.223,,,,4.0,186.0,,0.296,,84,0.983,,41.2,,0.014,0,1.176,2.144,250.0,0.0,85.3,1.036,0.0,85.3,1.036,0.0,,,0.0,26,,,,,1.599,,0.008,0.6,1.255,22.0,3.86,1.010,0.0,,,,0.0,,,,,,,
208,"""10208""","Pork, fresh, loin, country-style ribs, separable lean only, cooked, braised",80.0,"1.0 rib without refuse (yield from 1 cooked rib, with refuse, weighing 141g)",4.069,1.303,,0.0,0.382,1.890,,,0,0.05,0.09,0.933,2.058,,,,,,0.0,3.543,2.171,0.003,,0.042,,,0,,,,,,,,,0,0.057,22.19,0.0,4.572,0.084,0.032,1.332,0.051,,,0,0.006,,0,0.006,0.996,0.002,,827,0.057,0.145,,,,0.033,44.93,0.0,,,,,,,0.237,0.000,0.75,5.008,,0,0.008,0.393,0.002,0.74,,0.000,1.0,,,,,,,,,1.13,238.0,3.0,0.898,11.41,0.289,,,,0.0,198.0,,0.234,,84,0.845,0.018,38.9,,0.009,0,1.092,2.520,166.0,0.0,90.8,0.959,0.0,90.8,0.959,0.0,,0.033,0.0,39,4.585,1.098,,1.142,1.477,,0.010,1.0,1.160,18.0,4.642,0.958,0.0,,,,0.0,,,,,,,
209,"""10207""","Pork, fresh, loin, country-style ribs, separable lean only, raw",113.0,4.0 oz,2.274,0.729,,0.0,0.445,1.998,,,0,0.028,0.28,0.985,2.175,,,,,,0.0,3.745,2.294,0.002,,0.024,,,0,,,,,,,,,0,0.06,23.46,0.0,3.5,0.094,0.018,0.745,0.028,,,0,0.003,,0,0.003,1.053,0.001,,660,,0.081,,,,,,,,,,,,,0.306,0.000,1.14,2.799,,0,0.005,0.652,0.001,1.14,,0.000,0.6,,,,,,,,,0.632,382.0,5.1,0.948,6.37,0.162,,,,0.0,158.0,,0.246,,84,0.893,,39.3,,0.014,0,1.154,1.408,231.0,0.0,98.6,1.014,0.0,98.6,1.014,0.0,,0.018,0.0,25,2.562,0.614,,1.963,1.561,,0.006,0.6,1.226,26.0,2.594,1.012,0.0,,,,0.0,,,,,,,
210,"""10052""","Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean and fat, raw",113.0,4.0 oz,3.365,2.496,,0.0,0.556,1.972,,,0,0.052,0.25,0.973,2.146,,,0.0,0.062,0.059,0.0,3.694,2.263,0.0,,0.043,,,0,,,,,,,2,,0,0.06,23.14,0.0,6.885,0.099,0.032,1.113,0.053,,0.001,0,0.006,0.001,0,0.006,1.038,0.001,,796,0.044,0.120,,,,0.021,79.43,0.0,0.0,1.043,16.0,,,,0.313,0.000,0.63,7.822,0.0,2,0.006,0.854,0.000,1.07,0.00,,0.6,,,,,,,,,1.147,380.0,3.5,0.936,10.12,0.210,,,,7.0,190.0,,0.244,,79,0.88,0.010,33.0,,0.014,0,1.139,2.074,236.0,0.0,89.5,1.000,0.0,89.5,1.000,0.0,,0.032,0.0,25,3.714,1.115,,0.948,1.54,,0.008,0.6,1.209,26.0,3.776,1.000,0.0,,,,0.0,,,0.0,0.637,,,
211,"""10210""","Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean and fat, raw",113.0,4.0 oz,1.574,0.8,,0.0,0.678,2.092,,,0,0.024,0.2,1.057,2.261,0.000,,,,,0.0,3.883,2.378,0.0,,0.025,,,0,,,,,,,3,,0,0.088,25.41,0.0,8.18,0.078,0.010,0.515,0.024,,,0,0.002,,0,0.002,1.118,0.001,,627,0.020,0.059,,,,0.003,82.67,0.0,,,,,,,0.285,0.000,0.55,1.946,0.0,3,0.001,0.678,0.000,1.45,,0.000,0.5,0.000,,,,,,,,0.678,400.0,3.4,1.028,4.58,0.113,0.003,,,9.0,150.0,,0.303,,71,1.007,0.003,41.5,,0.012,0,1.203,0.980,279.0,0.0,87.3,1.061,0.0,87.3,1.061,0.0,,,0.0,20,1.782,0.675,,0.815,1.637,,0.001,0.5,1.286,25.0,1.802,1.034,0.0,,,,0.0,,,,,,,
212,"""10214""","Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",113.0,4.0 oz,1.024,0.467,,0.0,0.689,2.121,,,0,0.009,0.19,1.071,2.292,0.000,,,,,0.0,3.937,2.410,0.0,,0.014,,,0,,,,,,,2,,0,0.09,25.78,0.0,8.303,0.078,0.005,0.339,0.009,,,0,,,0,,1.133,0.000,,571,0.008,0.037,,,,,83.96,0.0,,,,,,,0.289,0.000,0.55,1.242,0.0,2,0.000,0.690,,1.47,,0.000,0.5,0.000,,,,,,,,0.379,400.0,3.4,1.042,2.93,0.081,0.0,,,8.0,137.0,,0.306,,71,1.022,0.000,42.3,,0.012,0,1.22,0.640,284.0,0.0,88.6,1.076,0.0,88.6,1.076,0.0,,,0.0,18,1.135,0.379,,0.823,1.661,,0.000,0.5,1.304,26.0,1.142,1.049,0.0,,,,0.0,,,,,,,
213,"""10053""","Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised",85.0,3.0 oz,3.65,1.836,,0.0,0.538,2.015,,,0,0.064,0.19,1.017,2.178,0.000,,,,,0.0,3.742,2.291,0.0,,0.061,,,0,,,,,,,3,,0,0.086,24.49,0.0,6.406,0.072,0.036,1.175,0.065,,0.001,0,0.007,0.001,0,0.007,1.077,0.002,,832,0.057,0.134,,,,0.009,50.05,0.0,,,,,,,0.224,0.000,0.54,4.403,0.0,3,0.006,0.431,0.000,1.02,,0.000,0.5,0.000,,,,,,,,1.609,340.0,2.8,0.99,10.46,0.231,0.009,,,11.0,199.0,,0.292,,74,0.971,0.017,37.5,,0.011,0,1.159,2.270,242.0,0.0,72.0,1.023,0.0,72.0,1.023,0.0,,,0.0,19,4.043,1.599,,0.821,1.578,,0.009,0.5,1.238,20.0,4.1,0.996,0.0,,,,0.0,,,,,,,
214,"""10054""","Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",85.0,3.0 oz,3.438,1.622,,0.0,0.591,1.886,,,0,0.037,0.2,0.952,2.037,0.000,,,,,0.0,3.500,2.143,0.0,,0.037,,,0,,,,,,,4,,0,0.08,22.92,0.0,7.152,0.102,0.021,1.11,0.053,,0.001,0,0.005,0.001,0,0.005,1.007,0.002,,789,0.034,0.130,,,,0.008,51.49,0.0,,,,,,,0.236,0.000,0.64,4.116,0.0,4,0.005,0.478,0.000,1.03,,0.000,0.8,0.000,,,,,,,,1.422,309.0,3.1,0.927,10.05,0.218,0.008,,,14.0,189.0,,0.273,,74,0.908,0.011,35.5,,0.010,0,1.085,2.139,238.0,0.0,77.3,0.957,0.0,77.3,0.957,0.0,,,0.0,36,2.385,0.921,,1.066,1.476,,0.005,0.8,1.159,20.0,3.832,0.932,0.0,,,,0.0,,,,,,,
