,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
242,"""10068""","Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",145.0,1.0 chop,3.012,0.877,,0.0,0.954,3.406,,,0,0.029,0.14,1.681,3.709,,,0.0,0.048,0.058,0.0,6.383,3.912,0.004,,0.028,,,0,,,,,,,,,0,0.103,39.99,0.0,12.342,0.12,0.016,0.954,0.029,,,0,,,0,,1.795,0.000,,1047,0.048,0.112,,,,0.028,94.41,0.0,0.03,1.802,7.0,,,,0.283,0.000,0.81,3.844,,0,0.003,1.047,0.000,1.49,0.00,,0.9,,,,,,,,,0.737,532.0,4.1,1.617,8.82,0.248,,,,0.0,251.0,,0.42,,104,1.521,0.013,65.7,,0.010,0,1.968,1.910,344.0,0.0,113.5,1.728,0.0,113.5,1.728,0.0,,0.028,0.0,33,3.487,0.708,,1.003,2.661,,0.004,0.9,2.089,39.0,3.534,1.727,0.0,,,,0.0,,,0.06,1.101,0.000,,
243,"""10181""","Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, pan-fried",142.0,1.0 chop,2.533,0.964,,0.0,0.933,3.560,,,0,0.03,0.33,1.796,3.847,0.000,,,,,0.0,6.607,4.046,0.0,,0.031,,,0,,,,,,,4,,0,0.151,43.25,0.0,15.407,0.133,0.016,0.818,0.031,,0.001,0,0.003,0.001,0,0.003,1.901,0.001,,1020,0.024,0.092,,,,0.001,92.03,0.0,,,,,,,0.331,0.000,1.18,3.0,0.0,4,0.007,0.822,0.000,1.83,,0.000,0.7,0.001,,,,,,,,0.807,554.0,5.8,1.748,6.56,0.186,0.0,,,13.0,244.0,,0.514,,98,1.714,0.013,59.6,,0.016,0,2.048,1.576,416.0,0.0,148.7,1.806,0.0,148.7,1.806,0.0,,,0.0,28,2.745,0.807,,1.987,2.787,,0.007,0.7,2.188,37.0,2.769,1.759,0.0,,,,0.0,,,,,,,
244,"""10066""","Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",113.0,4.0 oz,1.365,0.414,,0.0,0.783,2.158,,,0,0.012,0.15,1.064,2.349,,,0.0,0.019,0.026,0.0,4.043,2.478,0.0,,0.01,,,0,,,,,,,,,0,0.066,25.32,0.0,9.339,0.064,0.005,0.434,0.012,,,0,,,0,,1.137,0.000,,599,0.019,0.050,,,,0.008,82.41,0.0,0.05,1.141,6.0,,,,0.215,0.000,0.58,1.747,,0,0.001,0.854,0.000,1.14,0.01,0.000,0.3,,,,,,,,,0.339,437.0,3.5,1.024,3.86,0.115,,,,0.0,144.0,,0.267,,75,0.964,0.002,39.0,,0.009,0,1.246,0.872,264.0,0.0,67.3,1.095,0.0,67.3,1.095,0.0,,0.008,0.0,15,1.585,0.331,,0.843,1.685,,0.001,0.3,1.323,31.0,1.606,1.094,0.0,,,,0.0,,,0.0,0.697,,,
245,"""10947""","Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, broiled",85.0,3.0 oz,1.663,0.666,,0.0,0.564,1.797,,0.010,0,0.017,0.37,0.887,1.956,0.001,,0.0,0.012,0.031,0.0,3.367,2.063,0.016,,0.02,,0.002,0,,,,,,,,,0,0.054,25.2,0.0,7.588,0.055,0.011,0.533,0.017,,0.001,0,0.011,0.001,0,0.011,0.947,0.000,,605,0.013,0.061,,,,0.002,53.6,0.0,0.0,0.950,8.0,0.001,0.0,0.003,0.204,0.001,0.58,1.949,,0,0.004,0.395,0.000,1.78,0.00,0.001,0.5,0.000,,0.117,268.0,0.0,,,,0.541,517.0,3.5,0.853,4.87,0.118,0.002,,,0.0,144.0,,0.222,,60,0.802,0.008,47.3,,0.012,0,1.038,,269.0,0.0,67.0,0.912,0.0,67.0,0.912,0.0,,,0.0,19,1.770,0.535,,0.782,1.403,,0.006,0.5,1.102,25.0,1.782,0.911,0.0,0.009,0.061,0.014,0.0,,,0.0,0.581,,,
246,"""10858""","Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, pan-broiled",85.0,3.0 oz,1.527,0.587,,0.0,0.536,1.945,0.000,,1,0.016,0.2,0.959,2.15,,,0.0,,0.030,0.0,3.624,2.230,0.009,,0.019,,,0,,,,,,,,,0,0.048,24.61,0.0,8.775,0.054,0.011,0.498,0.016,,0.000,1,,0.000,1,,0.968,0.000,,600,,0.058,,,,,,,0.04,1.062,8.0,,,,0.16,0.000,0.44,2.045,,0,0.002,0.416,0.000,1.43,0.00,,,,,,,,,,,0.477,439.0,2.0,0.92,4.25,0.132,,,,0.0,144.0,,0.228,,64,0.828,0.008,32.0,0,,1,1.159,0.950,272.0,0.0,83.9,0.986,0.0,83.9,0.986,0.0,,,0.0,,,0.477,,0.668,1.534,,0.002,,,,1.875,1.077,0.0,,,,0.0,,,0.02,0.649,0.000,,
247,"""10948""","Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, raw",113.0,4.0 oz,1.189,0.428,,0.0,0.585,2.097,,0.009,0,0.01,0.26,1.035,2.283,0.001,,0.0,0.009,0.024,0.0,3.929,2.408,0.006,,0.012,,0.001,0,,,,,,,,,0,0.063,23.83,0.0,8.829,0.054,0.008,0.374,0.010,,0.001,0,0.008,0.001,0,0.008,1.105,0.000,,551,0.009,0.044,,,,0.002,83.09,0.0,0.0,1.109,8.0,,0.0,0.002,0.237,0.000,0.46,1.419,,0,0.003,0.562,0.001,1.9,0.00,0.001,0.3,0.001,,0.092,314.0,0.0,,,,0.339,607.0,,0.996,3.93,0.092,0.002,,,0.0,132.0,0.001,0.259,,58,0.937,0.007,54.1,,0.012,0,1.211,0.745,298.0,0.0,63.4,1.064,0.0,63.4,1.064,0.25,0.000,,0.0,16,1.286,0.334,,0.848,1.637,,0.003,0.3,1.286,26.0,1.296,1.063,0.0,0.007,0.046,0.011,0.0,,,0.0,0.678,,,
248,"""10065""","Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",85.0,3.0 oz,2.413,0.849,,0.0,0.465,1.915,,,0,0.031,0.09,0.945,2.085,,,0.0,0.043,0.047,0.0,3.590,2.199,0.005,,0.027,,,0,,,,,,,1,,0,0.058,22.48,0.0,6.038,0.065,0.020,0.796,0.031,,0.001,0,0.002,0.001,0,0.002,1.01,0.001,,684,0.043,0.086,,,,0.024,54.2,0.0,0.0,1.013,6.0,,,,0.197,0.000,0.49,2.989,0.0,1,0.002,0.588,0.000,0.83,0.00,,0.4,,,,,,,,,0.74,297.0,2.4,0.909,7.5,0.162,,,,3.0,163.0,,0.236,,68,0.856,0.012,29.7,,0.006,0,1.107,1.493,190.0,0.0,64.2,0.972,0.0,64.2,0.972,0.0,,0.024,0.0,17,2.730,0.717,,0.573,1.496,,0.003,0.4,1.175,21.0,2.774,0.971,0.0,,,,0.0,,,0.0,0.619,,,
249,"""10224""","Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, raw",113.0,4.0 oz,3.119,2.245,,0.0,0.481,2.054,,,0,0.044,0.14,1.014,2.236,,,0.0,0.060,0.061,0.0,3.850,2.358,0.001,,0.038,,,0,,,,,,,2,,0,0.062,24.11,0.0,6.29,0.063,0.027,1.038,0.046,,0.001,0,0.005,0.001,0,0.005,1.083,0.001,,786,0.060,0.111,,,,0.032,79.26,0.0,0.0,1.086,8.0,,,,0.205,0.000,0.61,7.324,0.0,2,0.003,0.811,0.000,1.1,0.00,,0.6,,,,,,,,,1.032,405.0,3.5,0.975,9.41,0.195,,,,6.0,188.0,,0.254,,72,0.918,0.009,29.9,,0.008,0,1.187,1.922,244.0,0.0,64.7,1.043,0.0,64.7,1.043,0.0,,0.032,0.0,24,3.472,1.0,,0.816,1.605,,0.005,0.6,1.260,27.0,3.532,1.042,0.0,,,,0.0,,,0.0,0.664,,,
250,"""10069""","Pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted",85.0,3.0 oz,1.638,0.536,,0.0,0.477,1.972,,,0,0.017,0.09,0.973,2.146,,,,,,0.0,3.695,2.264,0.002,,0.016,,,0,,,,,,,,,0,0.06,23.15,0.0,6.185,0.067,0.011,0.531,0.017,,,0,,,0,,1.04,0.000,,615,0.027,0.059,,,,0.016,55.76,0.0,,,,,,,0.201,0.000,0.47,2.094,,0,0.000,0.606,,0.86,,0.000,0.3,,,,,,,,,0.458,303.0,2.4,0.936,5.34,0.123,,,,0.0,147.0,,0.244,,67,0.881,0.009,30.4,,0.006,0,1.139,1.027,193.0,0.0,65.7,1.000,0.0,65.7,1.000,0.0,,0.016,0.0,15,1.910,0.442,,0.581,1.54,,0.002,0.3,1.210,22.0,1.937,1.000,0.0,,,,0.0,,,,,,,
251,"""10225""","Pork, fresh, loin, top loin (roasts), boneless, separable lean only, raw",113.0,4.0 oz,1.41,0.462,,0.0,0.501,2.156,,,0,0.015,0.15,1.063,2.347,,,,,,0.0,4.040,2.476,0.001,,0.014,,,0,,,,,,,,,0,0.064,25.3,0.0,6.492,0.066,0.010,0.457,0.015,,,0,,,0,,1.136,0.000,,625,,0.051,,,,,,,,,,,,,0.211,0.000,0.58,1.802,,0,0.000,0.853,,1.14,,0.000,0.5,,,,,,,,,0.394,423.0,3.5,1.023,4.59,0.106,,,,0.0,149.0,,0.267,,71,0.963,,31.3,,0.008,0,1.245,0.884,254.0,0.0,67.2,1.094,0.0,67.2,1.094,0.0,,0.014,0.0,18,1.644,0.381,,0.842,1.684,,,0.5,1.322,29.0,1.668,1.093,0.0,,,,0.0,,,,,,,
252,"""10021""","Pork, fresh, loin, whole, separable lean and fat, cooked, braised",85.0,3.0 oz,4.344,0.994,,0.0,0.537,1.843,0.000,,3,,,,2.071,,,,,,,,,,,,,,0,,,,,,,2,,0,,,,3.756,0.065,,1.419,0.034,,,,,,,,1.045,,,850,,0.153,,,,,,,,,,,,,0.216,0.000,0.46,5.151,0.0,2,0.009,0.311,,1.15,,0.000,1.0,,,,,,,,,0.884,318.0,3.1,0.985,11.58,0.357,,,,6.0,203.0,,0.286,,68,0.791,,38.5,0,0.010,3,1.066,2.669,154.0,0.0,79.6,0.955,0.0,79.6,0.955,0.0,,,0.0,40,,,,,1.461,,0.009,1.0,1.247,16.0,4.658,0.902,0.0,,,,0.0,,0.5,,,,,
253,"""10022""","Pork, fresh, loin, whole, separable lean and fat, cooked, broiled",85.0,3.0 oz,4.446,1.02,,0.0,0.745,1.850,0.000,,4,,,,2.079,,,,,,,,,,,,,,0,,,,,,,2,,0,,,,4.281,0.062,,1.454,0.034,,,,,,,,1.049,,,861,,0.153,,,,,,,,,,,,,0.273,0.000,0.59,5.261,0.0,2,0.009,0.394,,1.15,,0.000,1.1,,,,,,,,,0.909,360.0,3.1,0.984,11.83,0.357,,,,6.0,206.0,,0.287,,68,0.796,,38.5,0,0.008,4,1.071,2.729,209.0,0.0,79.8,0.959,0.0,79.8,0.959,0.0,,,0.0,45,,,,,1.465,,0.009,1.1,1.252,24.0,4.76,0.907,0.0,,,,0.0,,0.5,,,,,
254,"""10023""","Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",85.0,3.0 oz,4.564,1.028,,0.0,0.840,1.843,0.000,,5,,,,2.067,,,,,,,,,,,,,,0,,,,,,,3,,0,,,,4.736,0.048,,1.488,0.025,,,,,,,,1.047,,,882,,0.161,,,,,,,,,,,,,0.266,0.000,0.6,5.534,0.0,3,0.009,0.439,,1.03,,0.000,0.8,,,,,,,,,0.909,347.0,3.1,0.944,12.45,0.391,,,,8.0,211.0,,0.29,,70,0.797,,28.4,0,0.009,5,1.072,2.814,206.0,0.0,79.1,0.951,0.0,79.1,0.951,0.0,,,0.0,36,,,,,1.439,,0.009,0.8,1.246,22.0,4.981,0.912,0.0,,,,0.0,,0.5,,,,,
255,"""10020""","Pork, fresh, loin, whole, separable lean and fat, raw",113.0,4.0 oz,4.927,1.514,,0.0,1.018,1.776,0.000,,1,,,,1.996,,,0.0,,0.102,,,,,,,,,0,,,,,,,2,,0,,,,5.175,0.063,,1.605,0.102,,,,,,,,1.007,,,936,,0.181,,,,,,,0.05,1.151,20.0,,,,0.28,0.000,0.6,6.339,0.0,2,0.011,0.533,,1.08,0.00,,0.6,,,,,,,,,1.254,402.0,3.6,0.947,14.22,0.407,,,,8.0,224.0,,0.276,,71,0.764,,37.5,0,0.012,1,1.028,3.074,223.0,0.0,78.8,0.921,0.0,78.8,0.921,0.0,,,0.0,24,,,,,1.407,,0.011,0.6,1.202,24.0,5.808,0.870,0.0,,,,0.0,,0.7,0.0,0.581,,,
256,"""10025""","Pork, fresh, loin, whole, separable lean only, cooked, braised",85.0,3.0 oz,2.873,0.595,,0.0,0.560,1.948,0.000,,3,,,,2.184,,,,,,,,,,,,,,0,,,,,,,2,,0,,,,3.9,0.067,,0.927,0.017,,,,,,,,1.109,,,726,,0.102,,,,,,,,,,,,,0.227,0.000,0.47,3.536,0.0,2,0.009,0.329,,1.19,,0.000,0.7,,,,,,,,,0.527,329.0,3.2,0.976,7.75,0.255,,,,6.0,173.0,,0.309,,67,0.846,,41.0,0,0.011,3,1.137,1.776,156.0,0.0,83.5,1.003,0.0,83.5,1.003,0.0,,,0.0,26,,,,,1.51,,0.009,0.7,1.317,17.0,3.179,0.970,0.0,,,,0.0,,0.5,,,,,
257,"""10026""","Pork, fresh, loin, whole, separable lean only, cooked, broiled",85.0,3.0 oz,3.094,0.655,,0.0,0.785,1.948,0.000,,5,,,,2.184,,,,,,,,,,,,,,0,,,,,,,2,,0,,,,4.457,0.064,,1.003,0.017,,,,,,,,1.109,,,747,,0.111,,,,,,,,,,,,,0.287,0.000,0.61,3.783,0.0,2,0.009,0.418,,1.19,,0.000,0.8,,,,,,,,,0.578,372.0,3.2,0.976,8.33,0.272,,,,6.0,178.0,,0.309,,67,0.846,,41.0,0,0.008,5,1.137,1.913,215.0,0.0,83.5,1.003,0.0,83.5,1.003,0.0,,,0.0,31,,,,,1.51,,0.009,0.8,1.317,25.0,3.4,0.970,0.0,,,,0.0,,0.6,,,,,
258,"""10027""","Pork, fresh, loin, whole, separable lean only, cooked, roasted",85.0,3.0 oz,2.983,0.646,,0.0,0.864,1.952,0.000,,1,,,,2.188,,,0.0,,0.076,,,,,,,,,0,,,,,,,2,,0,,,,5.009,0.05,,0.961,0.017,,,,,,,,1.111,,,743,,0.102,,,,,,,0.04,1.155,15.0,,,,0.28,0.000,0.62,3.672,0.0,2,0.009,0.469,,1.06,0.00,,0.6,,,,,,,,,0.561,361.0,3.2,0.977,8.19,0.264,,,,7.0,178.0,,0.309,,69,0.847,,29.8,0,0.014,1,1.139,1.844,212.0,0.0,83.6,1.005,0.0,83.6,1.005,0.0,,,0.0,23,,,,,1.512,,0.009,0.6,1.320,24.0,3.298,0.972,0.0,,,,0.0,,0.5,0.01,0.644,0.000,,
259,"""10024""","Pork, fresh, loin, whole, separable lean only, raw",113.0,4.0 oz,2.204,0.689,,0.0,1.118,1.942,0.000,,6,,,,2.178,,,,,,,,,,,,,,0,,,,,,,2,,0,,,,5.554,0.07,,0.689,0.023,,,,,,,,1.105,,,676,,0.079,,,,,,,,,,,,,0.302,0.000,0.71,2.893,0.0,2,0.011,0.596,,1.19,,0.000,0.6,,,,,,,,,0.554,440.0,4.0,0.973,6.4,0.203,,,,8.0,162.0,,0.307,,67,0.844,,40.8,0,0.014,6,1.133,1.413,238.0,0.0,85.4,1.000,0.0,85.4,1.000,0.0,,,0.0,25,,,,,1.505,,0.011,0.6,1.313,26.0,2.622,0.967,0.0,,,,0.0,,0.7,,,,,
260,"""10007""","Pork, fresh, separable fat, cooked",85.0,3.0 oz,20.278,9.807,,0.0,0.178,0.494,,,0,0.354,0.0,0.249,0.534,0.000,,,,,0.0,0.917,0.562,0.0,,0.355,,,0,,,,,,,20,,0,0.021,6.0,0.0,2.652,0.076,0.199,6.426,0.372,,0.011,0,0.050,0.011,0,0.050,0.264,0.019,,2228,0.327,0.759,,,,0.076,22.32,0.0,,,,,,,0.17,0.000,0.46,24.639,0.0,20,0.045,0.163,0.000,0.36,,0.000,1.5,0.000,,,,,,,,8.832,106.0,1.6,0.243,56.18,1.181,0.076,,,68.0,532.0,,0.071,,67,0.238,0.103,9.8,,0.003,0,0.284,12.665,93.0,0.0,28.0,0.251,0.0,28.0,0.251,0.0,,,0.0,61,22.695,8.755,,0.433,0.387,,0.047,1.5,0.303,8.0,23.022,0.244,0.0,,,,0.0,,,,,,,
261,"""10006""","Pork, fresh, separable fat, raw",28.35,1.0 oz,6.231,3.738,,0.0,0.045,0.216,,,0,0.16,0.12,0.109,0.233,0.000,,,,,0.0,0.401,0.245,0.0,,0.126,,,0,,,,,,,7,,0,0.009,2.62,0.0,0.746,0.019,0.062,2.004,0.167,,0.005,0,0.020,0.005,0,0.020,0.115,0.007,,750,0.133,0.235,,,,0.037,7.02,0.0,,,,,,,0.026,0.000,0.19,7.95,0.0,7,0.014,0.041,0.000,0.14,,0.000,0.5,0.000,,,,,,,,3.354,94.0,0.3,0.106,18.63,0.363,0.037,,,24.0,179.0,,0.031,,20,0.104,0.034,2.6,,,0,0.124,3.856,24.0,0.0,8.8,0.109,0.0,8.8,0.109,0.0,,,0.0,20,7.314,3.317,,0.122,0.169,,0.014,0.5,0.133,2.0,7.447,0.107,0.0,,,,0.0,,,,,,,
262,"""10081""","Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",85.0,3.0 oz,5.596,1.761,,0.0,0.426,1.816,,,0,0.065,0.1,0.896,1.976,,,0.0,0.083,0.108,0.0,3.403,2.085,0.007,,0.061,,,0,,,,,,,2,,0,0.054,21.31,0.0,3.291,0.11,0.047,1.911,0.067,,0.001,0,0.009,0.001,0,0.009,0.957,0.002,,949,0.083,0.190,,,,0.048,46.71,0.0,0.01,0.961,22.0,,,,0.31,0.000,0.79,6.789,0.0,2,0.012,0.381,0.001,0.7,0.00,,1.0,,,,,,,,,1.539,259.0,2.9,0.862,15.04,0.347,,,,7.0,227.0,,0.224,,83,0.811,0.027,36.0,,0.010,0,1.049,3.392,177.0,0.0,87.0,0.921,0.0,87.0,0.921,0.0,,0.048,0.0,40,6.243,1.491,,1.097,1.418,,0.014,1.0,1.114,20.0,6.327,0.921,0.0,,,,0.0,,,0.01,0.587,0.000,,
263,"""10080""","Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",113.0,4.0 oz,4.913,1.805,,0.0,0.588,1.677,,,0,0.069,0.25,0.827,1.825,,,0.0,0.084,0.093,0.0,3.143,1.926,0.001,,0.06,,,0,,,,,,,2,,0,0.051,19.68,0.0,4.79,0.108,0.043,1.666,0.071,,0.002,0,0.007,0.002,0,0.007,0.884,0.002,,879,0.084,0.168,,,,0.045,78.17,0.0,0.01,0.887,18.0,,,,0.399,0.000,1.03,5.883,0.0,2,0.006,0.549,0.001,0.94,0.00,,0.8,,,,,,,,,1.583,359.0,4.4,0.796,13.97,0.295,,,,9.0,210.0,,0.207,,70,0.749,0.025,29.6,,0.012,0,0.968,2.991,215.0,0.0,82.8,0.851,0.0,82.8,0.851,0.0,,0.045,0.0,34,5.408,1.538,,1.635,1.31,,0.008,0.8,1.028,23.0,5.493,0.850,0.0,,,,0.0,,,0.0,0.542,,,
264,"""10954""","Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, with added solution, cooked, braised",85.0,3.0 oz,5.345,1.705,,0.0,0.345,1.871,,,0,0.065,0.1,0.923,2.037,,,,,,0.0,3.506,2.149,0.008,,0.06,,,0,,,,,,,,,0,0.056,21.96,0.0,3.068,0.163,0.045,1.824,0.065,,0.001,0,0.009,0.001,0,0.009,0.986,0.002,,935,0.082,0.182,,,,0.046,47.71,0.0,,,,,,,0.303,0.000,0.83,6.471,,0,0.011,0.394,0.001,1.01,,0.000,0.9,,,,,,,,,1.493,314.0,3.0,0.888,14.4,0.329,,,,0.0,224.0,,0.231,,82,0.836,,36.0,,0.010,0,1.08,3.239,193.0,0.0,90.3,0.949,0.0,90.3,0.949,0.03,,0.046,0.0,37,5.949,1.447,,1.130,1.461,,0.014,0.9,1.148,17.0,6.031,0.949,0.0,,,,0.0,,,,,,,
265,"""10953""","Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat,with added solution, raw",113.0,4.0 oz,4.421,1.62,,0.0,0.536,1.654,,,0,0.061,0.24,0.816,1.801,,,,,,0.0,3.101,1.900,0.001,,0.053,,,0,,,,,,,,,0,0.05,19.42,0.0,4.252,0.131,0.038,1.498,0.063,,0.001,0,0.006,0.001,0,0.006,0.872,0.002,,801,0.076,0.151,,,,0.041,79.51,0.0,,,,,,,0.379,0.000,1.08,5.295,,0,0.006,0.542,0.001,1.41,,0.000,0.6,,,,,,,,,1.422,442.0,4.2,0.785,12.57,0.266,,,,0.0,191.0,,0.205,,70,0.739,,30.1,,0.011,0,0.956,2.692,238.0,0.0,81.0,0.840,0.0,81.0,0.840,0.18,,0.041,0.0,20,4.868,1.381,,1.602,1.293,,0.007,0.6,1.015,20.0,4.944,0.838,0.0,,,,0.0,,,,,,,
266,"""10085""","Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",85.0,3.0 oz,4.27,1.192,,0.0,0.447,1.924,,,0,0.041,0.09,0.949,2.095,,,,,,0.0,3.607,2.210,0.0,,0.042,,,0,,,,,,,,,0,0.058,22.58,0.0,3.345,0.116,0.031,1.459,0.041,,,0,0.006,,0,0.006,1.014,0.000,,827,0.053,0.143,,,,0.034,49.3,0.0,,,,,,,0.33,0.000,0.77,5.269,,0,0.009,0.399,0.000,0.72,,0.000,0.9,,,,,,,,,1.023,270.0,3.0,0.913,11.22,0.283,,,,0.0,198.0,,0.238,,85,0.859,0.020,38.2,,0.011,0,1.112,2.593,184.0,0.0,92.4,0.977,0.0,92.4,0.977,0.0,,0.034,0.0,38,4.852,0.989,,1.162,1.503,,0.012,0.9,1.181,20.0,4.904,0.976,0.0,,,,0.0,,,,,,,
267,"""10084""","Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, raw",113.0,4.0 oz,2.258,0.701,,0.0,0.631,1.803,,,0,0.021,0.27,0.889,1.963,,,,,,0.0,3.379,2.070,0.001,,0.021,,,0,,,,,,,,,0,0.054,21.16,0.0,4.957,0.115,0.016,0.768,0.021,,,0,,,0,,0.95,0.000,,622,0.026,0.076,,,,0.017,83.97,0.0,,,,,,,0.434,0.000,1.03,2.807,,0,0.000,0.589,0.001,0.99,,0.000,0.7,,,,,,,,,0.584,383.0,4.6,0.855,6.45,0.157,,,,0.0,149.0,,0.223,,68,0.806,0.011,31.9,,0.015,0,1.042,1.383,228.0,0.0,89.0,0.915,0.0,89.0,0.915,0.0,,0.017,0.0,25,2.581,0.567,,1.771,1.408,,0.002,0.7,1.106,25.0,2.608,0.914,0.0,,,,0.0,,,,,,,
268,"""10945""","Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution cooked, braised",85.0,3.0 oz,3.927,1.097,,0.0,0.360,1.998,,,0,0.037,0.09,0.985,2.174,,,,,,0.0,3.743,2.293,0.0,,0.038,,,0,,,,,,,,,0,0.06,23.44,0.0,3.039,0.177,0.029,1.341,0.037,,,0,0.005,,0,0.005,1.052,0.000,,808,0.048,0.132,,,,,,,,,,,,,0.324,0.000,0.8,4.847,,0,0.009,0.415,0.000,1.03,,0.000,0.8,,,,,,,,,0.942,330.0,3.1,0.948,10.32,0.260,,,,0.0,193.0,,0.246,,83,0.892,,38.5,,0.010,0,1.153,2.386,199.0,0.0,95.9,1.014,0.0,95.9,1.014,0.0,,0.031,0.0,36,4.463,0.91,,1.206,1.56,,0.011,0.8,1.225,18.0,4.511,1.012,0.0,,,,0.0,,,,,,,
